aspect,np,review
操作のしやすさ,1,次第に目と指が慣れてきて、「行けそうな気がする」と変化するのがこのゲームの最大の面白さかと。
操作のしやすさ,1,刀や鉤縄を使った忍アクションはよくできていますし
操作のしやすさ,1,ちゃんと弾けるようになってくると、アクション映画みたいな剣戟ができるようになる。あれをオートじゃなく自分の操作でやってるというんだから最ッ高の気分だ。
操作のしやすさ,1,火花を散らして敵の攻撃を弾き、崩れた隙に一撃必殺の忍殺を行うまるでムービーデモのような華麗な戦闘を自分の操作で行うことができる。弾きの猶予自体は音ゲーでいうGOOD程度で許されるゆるゆる判定なので、勇気を出して前に出て弾くと思ったよりは難しくない。
操作のしやすさ,1,"ゲームをコントロールするための行動が明らかだった。 "
操作のしやすさ,1,意外と甘めの防御・回避判定と心地よい効果音・エフェクトのおかげで自分達人なんじゃね？という感覚が味わえます
操作のしやすさ,1,主人公の移動スピードが非常に速いこと、ジャンプや鍵縄で敵の攻撃の届かない高所へすぐ移動することが可能なため攻略での一時撤退や、中ボス・ボス戦に向かう際の敵を無視しての突破が簡単にできるため道中がそこまで辛くない。
操作のしやすさ,1,アクションが難しいわけではないからアクション下手でも大丈夫だった
操作のしやすさ,1,弾きが上手くいく！弾く！弾く！弾く！忍殺！気持ちいい！と脳汁が出まくり！相手の動きを良く観察してると弾くタイミングが分かり、夢中にプレイ！
操作のしやすさ,1,素直な攻撃が多く、慣れればガンガン攻撃を弾く事が可能となります
操作のしやすさ,1,攻撃（リズム）を弾（きざ）みましょうという指示があり、ボタン入力が必要なタイミングも明記されているため、操作が分かりやすいと感じる。
操作のしやすさ,-1,ゲームが始まった直後に”弾き”の操作説明があります。これはソウルシリーズで言う所の”パリィ”です。難易度の適切さ:ゲームは難しかったが、難しすぎなかった。進捗の明確さ:-1 目的の明確さ:-1 視聴覚の魅力:-1
操作のしやすさ,1,基本的には、操作は攻撃、ガード、ジャンプ、回避、ダッシュのどれかを選ぶだけで、複雑な操作はないからです。
操作のしやすさ,1,弾きはキンキン気持ちがいい
