aspect,pos,neg,neu
操作のしやすさ,"- 目と指が慣れてくることで「行けそうな気がする」という感覚が得られ、このゲームの面白さを感じられる。
- 刀や鉤縄を使った忍アクションが秀逸で、自分の操作で華麗な剣戟が展開できる。
- 敵の攻撃を弾くための猶予があるため、アクションを楽しみやすい。 
- 主人公の移動スピードが速く、敵を無視して攻略がしやすい。
- アクションが難しくなく、アクション下手でも問題ない。
- 攻撃を観察しながらリズムを刻む楽しさがある。 
- 基本的な操作が単純で、分かりやすいため抵抗感なくプレイできる。
- 戦闘システムはスタイリッシュで、リアルな剣戟感を楽しめる。
- 敵の動きやヒットボックスの調整が優れており、快適にプレイできる。
- 操作性の良さが際立ち、自由にアクションを楽しむことができる。","- ゲーム開始時に操作説明があるが、難易度は適切で進捗や目的の明確さは欠けている。
- シンプルな操作ゆえに戦闘は奥深いが、デフォルトの設定が使いにくいと感じる。
- キーボード・マウス操作の退化があり、特にカメラ操作が遅くて不満が多い。
- 溜め時間のある流派術はかっこいいものの、使いづらい印象を受けた。
- アクションの説明不足や操作性の悪さがストレスを増加させている。
- 戦闘中の動きが制限されることで、アクションの楽しみが損なわれている。
- 特に二人以上の敵との戦闘や狭い部屋では不自由を感じる。
- キー入力が先行しやすく、意図しない操作が頻発するため困ることが多い。
- ジャンプの反応が遅く、カメラやロックオンの問題が改善されていない。
- 道が分かりにくい箇所やキーコンフィグの不便さが、全体的なプレイ体験を損なっている。","- 防御方法の弾きが優れており、リスクが低く積極的に弾きを狙える仕様になっている。
- ボタン連打にペナルティがあり、手抜きプレイができない仕組みとなっている。
- スタミナ管理が無いため、高速移動や連続攻撃が可能だが、特定の攻撃を避ける必要がある。
- 画面設定によって敵の攻撃を見極めるのが難しくなることがある。
- 戦闘はスピーディで、マップ構成が親切でセーブポイントも分かりやすい。
- 難しいボスも適切なアイテムを使うことで楽にクリアできる設計になっている。
- 操作理解が求められ、見極めと操作精度が重要となる。
- 操作の煩わしさは慣れることで対応できる部分でもある。"
難易度の適切さ,"- ゲームは難しかったが、理不尽さは感じられず、クリアできた。
- 難易度は高いが、プレイヤーの成長を促すデザインが優れている。
- 初見では圧倒されるボスも、何度も挑戦することで攻略法がわかり、達成感が得られる。
- ゲームバランスが良く、戦闘を重ねることで自分の上達が実感できる。
- 敵の攻撃パターンを把握すれば、冷静に対処できる余地があり、失敗から学べる。
- 初心者でも諦めずに挑戦すれば、クリアが可能という配慮が感じられる。
- 高難易度ながら、実際にはクリアできる設計であるため、プレイが苦痛に感じにくい。
- ゲームは歯ごたえがあり、特にボス戦の難易度が適切に調整されている。
- 難易度は高いが、攻略動画を参考にすることで克服可能である。
- ゲームの難しさがプレイヤーのスキル向上に直結しており、挑戦する楽しさがある。","- 序盤から高難易度であり、マジで殺しにくる印象が強い。
- 初心者向けの配慮があるが、それでも何度も倒される経験が避けられない。
- ボスの攻撃が非常に強力で、一撃で体力の大部分を削られることが多い。
- 雑魚敵のスルーは容易だが、中ボスやボス戦は必須で難易度も高い。
- 初見プレイヤーには非常に高い難易度であり、デスペナルティも重い。
- 敵の攻撃速度が速く、アクションが苦手な人には不向き。
- ゲームの難易度設定がなく、ライトゲーマーには厳しい印象。
- スキルを上げないと進行が難しく、基本が理解できないと厳しい。
- 救済措置が全くなく、プレイヤースキルが全てを左右する。
- 難易度が高いため、慣れるまでの道のりが非常に厳しい。","- ゲームは難易度が高いが、絶望的に難しいわけではない。
- 慣れればそれほど困難ではなく、クリアは可能。
- 初心者はかなりのトライ&エラーを覚悟すべき。
- プレイヤースキルに依存しており、成功のためには腕を磨く必要がある。
- 理不尽な要素はなく、正当な難易度だと感じる。
- 難しいが達成感があり、壁を乗り越える楽しさがある。
- ボス戦は多くの時間がかかることもあるが、再挑戦しやすい設計になっている。
- アクション苦手でも、経験者であれば克服可能なレベル。
- 難易度に関しては意見が分かれるが、大きな壁ではないとの意見もある。
- 高難易度だが、挑戦心を持って取り組めばクリアできる作品である。"
進捗の明確さ,"- 毎回のプレイで成長を実感できる。
- 死ぬ度にプレイスキルが少しずつ向上していく。
- ボスに勝てた時の達成感が特に大きい。
- 敵との戦いを通じて自分の上達を感じられる。
- 脳汁が出るほどの華麗なプレイが楽しい。
- 周回を重ねるほどプレイヤーとして成長していく。
- 明らかに周回を重ねるごとに上達が実感できる。
- 死ぬことで学び、反省を経て強くなっていく。
- 成長を実感できる操作の熟練度が向上する。
- 幾度の挑戦を経て、自信を持ってプレイできるようになる。",,
目的の明確さ,"- メインストーリーはシンプルで理解しやすいので初心者でも楽しめる。
- SEKIROは他のソウルシリーズと比べるのではなく、独立した作品として向き合うべき。
- 初プレイでも十分にわかりやすい説明があり、物語の背景が理解できる。
- ストーリーは明確で、レベルシステムがないためアクションに集中しやすい。
- ゲームには4種類のエンディングがあり、プレイヤーの選択によって異なる体験ができる。
- フロムの作品の中では、ストーリーが格段に分かりやすい。
- 明確な目的があるストーリーが行動の指針を示している。
- NPCとの会話から背景や目的がわかりやすく、置いてけぼりになりにくい。
- シナリオがクリアなので、プレイヤーはスムーズにゲームを進められる。
- ストーリーが分かりやすくなったことで、プレイヤーの没入感が高まっている。","- 目的を見失ってしまうことがあるため、最初からやり直すことを勧める。
- 敵が倒せなかったり、どこに行くべきか分からなくなる要素がある。
- 全体的に説明不足を感じ、特に序盤の遊び方が分かりづらい。
- システムがどのような方向性を推奨しているのかが不明な点が多い。","- 敵と自分の関係や戦う目的はシンプルで理解しやすい。
- メインストーリーは分かりやすいが、考えると謎や疑問が多く浮かぶ。
- 忍者の正体に気づいた時の驚きがある。"
視聴覚の魅力,"- 美しいグラフィックスと緻密な背景で、非常に魅力的な和の世界観が広がっている。
- アクションが格好良く、戦闘システムも斬新で楽しめる。
- ストーリーやキャラクターの造形が高い完成度を誇り、プレイヤーを引き込む要素が多い。
- 音楽や効果音も素晴らしく、戦闘を盛り上げる要素となっている。
- マップデザインは歴史のリアリティを反映し、戦国時代をしっかりと表現している。
- グラフィックスのクオリティは時代に対して進化しており、印象的なビジュアルを提供する。
- 鮮やかな自然の景観が、一層の没入感を与えている。
- プレイ中のアクションが心地よく感じられ、達成感も強い。
- キャラクターのモーションやセリフも高い評価を受けており、見応えがある。
- 総じて、ビジュアル、ストーリー性、BGMがすべて高水準で、非常に楽しめる作品となっている。","- 天気の影響で夜景が見えなくて残念だった。
- 剣の戦いは爽快だが、忍術を使った戦いには期待しない方がいい。
- 暗いステージは画面が見づらくなる。
- カメラワークが激しく、酔う可能性がある。
- 装備に魅力を感じず、全体的な印象が薄い。
- 面白い雰囲気や設定もおすすめできない理由になった。
- 集中してゲームをプレイすると頭痛がすることもあった。","- 和風テイストの世界観が気に入った。城を登る際の高揚感が良かった。絶景スポットがもっとあれば嬉しいが、物語には合っているかもしれない。
- BGMが印象に残らなかったのは少し残念だ。"
遊ぶ意義,"- キャラクターとのつながりが感じられ、達成感が強いゲームである。
- ゲームプレイが価値ある経験で、根本的な面白さが凝縮されていると感じる。
- クリア後の解放感や戦略的な戦闘の快感が高い評価につながっている。
- ストーリーや雰囲気に心が動かされ、特に言葉やテーマに深みがある。
- プレイヤースキルの向上が体感でき、何度も楽しめる要素がある。
- 日本を舞台にした文化的背景やアートスタイルに共鳴し、感情移入できる。
- ゲームを通じて自己成長や楽しさを学べる作品である。
- 達成感が非常に高く、クリアすることで得られる自信が魅力的である。
- 値段以上の体験ができるゲームであり、特に和風のチャンバラアクションが楽しめる。
- フロムソフトウェアの作品ならではの深いストーリーと高い完成度に感動している。",- 戦えないことへの寂しさを感じるゲーム。,"- お米の重要性を強調している。  
- BOSSを倒した後の気持ちは何物にも代えがたい。  "
没入感,"- プレイ中はゲームに夢中で周囲の状況に気づかなかった。
- ギリギリの緊張感がプレイヤーを没入させる。
- 敵を突破する達成感や剣戟の快感が非常に良い。
- 戦闘が難しいが理不尽ではなく、楽しめる要素がある。
- プレイヤー自身のスキル向上を実感しながら楽しむことができる。
- ボスを倒したときの達成感や快感が特別である。
- 攻撃の判断を迫られるハードな緊張感が堪らない。
- 美しい世界観や臨場感がプレイを進める要素になっている。
- 何度も挑戦することで熱中し続けるゲーム性が魅力的である。
- システムが非常に緊張感を保ち、楽しませてくれる。","- 戦っては死ぬの繰り返しで、150時間かけてクリアした。
- 最初の武将で挫折したが、再挑戦で心折れずに頑張った。
- 超反射神経の自分でもクリアできたという達成感がある。
- プレイ中は周囲が見えなくなり、ゲームに夢中になった。
- 弾きと見切りのタイミングを掴むまで多くの失敗を繰り返した。
- ソウルシリーズは好きだが、ロールプレイには没入できなかった。
- ボスを探すことに没頭し、無我夢中の状態になった。
- 半ば発狂しながらもクリアする経験が脳に焼き付く。
- このゲームは非常に難易度が高いため、挑戦者は狂人になる。
- 戦いを続ける過程で自己を見失うこともあった。","- プレイ中に周囲の状況に気付かなくなる。
- リズム天国のようなゲーム性がある。
- ゲームに集中しなければならない。
- プレイ時間は約43時間。
- 途中で行き詰まることは普通である。
- プレイ中に周囲の状況に気付かなくなることが何度もある。"
成長感の得やすさ,"- プレイヤーの成長を感じやすいゲームで、諦めずに挑戦すれば必ず上達できる。
- ボスを倒したときの達成感が非常に大きく、爽快な体験が得られる。
- 死ぬ度に経験を積み、適切な行動をとれるようになる感覚が楽しい。
- 弾きや見切りを習得することで難易度が下がり、戦闘が一気に面白くなる。
- 自分のプレイスキルの向上が明確に感じられ、成長する喜びがある。
- 難関ボスも、繰り返し戦うことで攻略法が見えてきて達成感が得られる。
- ゲームの操作がキャラクターの成長よりもプレイヤーの熟練度に依存している。
- 何度も挑戦することで強敵をクリアできる楽しさがあり、ゲームデザインが秀逸。
- 習熟度が上がるにつれて楽に進められるようになり、成長が実感できる。
- アクションゲームが苦手な人でも、挑戦を重ねればクリアできるバランスが保たれている。","- スキル習得が非常に難しく、特に初めの1週目が辛いと感じる。
- プレイヤースキルに大きく依存するゲームである。
- 反射神経が重要で、高齢者にはクリアが難しい。
- 強敵を倒さなければ次に進めないため、詰む可能性がある。
- アクションゲームの上手さが求められる。
- 弦一郎に勝つためには十分なスキル向上が必要。
- 中盤までの強化とコツをつかむ過程が特に厳しい。
- 終局的にプレイヤースキルを上げることが唯一の解決策。
- ボス戦を続けることで入力精度は向上するが、感情は疲弊する。
- 攻略の快感を得られないと、最後まで続けるのが難しいゲームである。","- 攻略法が自ずと見えてくるゲームで、レベル上げや装備選びの必要が少ない。
- 成長要素は主にスキル取得とサブ武器の強化で、試行回数と慣れが重要。
- ゲームを続けていると、自分の完成が無く、楽しめる要素がある。
- 特定のボス「お蝶」でゲームの基本を理解し、戦略を立てられるようになる。
- 難易度は高そうに見えるが、実際は攻略が可能と感じる。
- ただし、竜咳の存在意義が薄いと感じる点が改善要望。
- レベルは上がりにくく、プレイヤーの腕前が試される。
- 敵の行動を把握して、正確な攻撃が求められるプレイスタイル。
- ゲームに疲れたプレイヤーに再挑戦を促すメッセージがある。
- 時間をかければどんな敵も倒せるようになる設計。"
好奇心への刺激,"- 設定が深く、考察好きには楽しめる内容である。
- 新しい場所を探検することがワクワクする要素である。
- 良いエンディングがあり、他のエンディングも楽しみたい。
- 「不死」という題材に対する新しい解釈を求める気持ちが湧く。
- アイテムやNPCとの会話を通じて追加の考察ができる楽しみがある。
- ストーリーのルート分岐が豊富で、周回プレイが楽しい。
- フロムゲーとして新たな楽しさを発見し、他の作品にも興味が出る。
- 強化された敵との戦闘が特に印象的で感動をもたらす。
- 探索が楽しく、全エンディングの感動を味わうことができる。
- 複雑なストーリーや文化的背景を理解したいという探求心が刺激される。","- ボス攻略に関する説明がゲーム中にないため、自分で情報を集めることが重要になる。
- ソウルシリーズとは異なり、探索のワクワク感が薄れている印象がある。","- ゲームの進化を調査したいと考えていた。
- ゲームが今後どのように展開するのかを知りたくて仕方なかった。
- 狼のキャラクターを二人の子孫と解釈した。
- どの部分に楽しさを見出しているのかが気になった。
- ラストステージまで知らなかったことを残念に思った。
- ゲーム内の回生の理由についてのシナリオ設定を理解した。
- 敵の行動パターンや弱点の詳細を知りたかった。
- 他のゲームにはまだ触れたことがない自分が愚かだと感じた。"
自由度,"- 自由度が高く、プレイヤーが自分のスタイルでゲームを楽しめる印象を受けた。
- 攻略方法や戦術に複数の選択肢があり、探索やプレイの楽しさがある。
- 高低差のある地形を利用したステルスや背後忍殺が効果的で、戦術的に進められる。
- マップの分岐が多く、自由に進む順番を選べるのが嬉しい。
- 武器の選択は一つだが、攻略の難易度はプレイヤー次第で調整可能。
- 自分に合ったカスタマイズをすることで、好みの難しさにできる。
- セーブポイントが多く、雑魚敵を無視して移動できるのでストレスが少ない。
- ボス戦には明確な攻略が複数用意されていて、試行錯誤が楽しめる。
- 進行ルートが複数あるため、自由に遊べる設計が魅力的。
- 誰でも自分の好きなプレイスタイルを試して楽しめるゲームだと感じた。","- 完成度が高いが自由度は低く、やり込み要素は少ない。
- 自由度がなく、戦闘において選択肢が乏しいと感じる。
- ボスごとの攻略方法には幅があるものの、全体的な自由度は不足している。
- 戦闘の自由度が低く、探索にも自由度が感じられない。
- やりこみを排除した設計がされている。
- ステ振りや仲間の召喚による難易度調整が可能な他のシリーズに比べて難しい。
- 忍者としての特性を活かした完全忍びクリアのルートがないのが残念。
- やりこみ要素が少ないのが気になる。
- 全体的に窮屈さを感じる。
- ゲームデザインがライトゲーマーには向いていないと感じる。","- ボスの攻略には決まった方法がないと感じている。
- 弦ちゃんを使ったり、縛りプレイを楽しんでいる。
- 好きなボスといつでも戦えるようにしてほしい。
- 他のゲームと並行してプレイすることで、冷静に楽しむことができる。
- MODを考えていたが、キャラクリの不満は些細なことだった。
- 一部ボスは道具やステージギミックを活用することで難易度を下げられる。
- 詰まった際には攻略動画やサイトを参考にすることを推奨。
- 自由な操作には煩わしさもあるが、慣れで対処可能だと思う。"
