aspect,np,review
操作のしやすさ,1,初心者の人でも説明して２，３戦すれば大体把握できます。設定からコントロールをマウス＋キーボードにした方がやりやすい
操作のしやすさ,1,ルールや操作はシンプルですぐ慣れるでしょう
操作のしやすさ,1,個人的にはこっちの方が遊び易い
操作のしやすさ,1,シンプルでさくっと遊べて楽しいです
操作のしやすさ,-1,チャット入力はやりにくい気がします
操作のしやすさ,-1,"プレイヤーのハンドスキルによって勝敗が左右される場面がほとんどありません"
操作のしやすさ,1,基本的なルールはシンプルなので、懇切丁寧に教えてくれる友達さえいれば数時間程度でまともに遊べる程度にはなります
操作のしやすさ,1,難しい事もなくギミックも簡単でシンプルだからこその楽しみがあった
操作のしやすさ,1,やり方覚えたらまだまだ楽しめるんじゃないかな？
操作のしやすさ,1,ルールがわかりやすく初見でもそれなりに遊べるように思います
操作のしやすさ,1,少し練習すれば直感で遊べる内容で
操作のしやすさ,1,操作もしやすくなってるのでやりやすいです
操作のしやすさ,0,"シンプルだからこそわかりやすくはありますがシンプルすぎても飽きるかもしれません。"
操作のしやすさ,1,それぞれが勝利目的のために行動するというわかりやすいシステム
操作のしやすさ,0,操作がシンプル村側にはタスクをすると勝てますが、そのタスクのやり方がシンプル同じ色を合わせる、上から下にスライドするなど
操作のしやすさ,1,操作性を考えるなら購入してみてもいいと思う
操作のしやすさ,1,お手軽さがいい
操作のしやすさ,1,簡単な操作で直感的にプレイでき
操作のしやすさ,1,誰でも簡単に理解できるルール。
操作のしやすさ,1,素人でも覚えながら遊べます
操作のしやすさ,1,ルールを理解して最低限プレイするまでのハードルが非常に近く、初心者が足を引きずったから負けたという、人狼系ゲームあるあるのつまらなさを上手く解消されている。
操作のしやすさ,0,スマホとのクロスマッチングですが、PCで操作した方が操作が正確で有利です。たまに蛇行するクルーがいますが、スマホの疑似スティックで移動しているせいです。
操作のしやすさ,1,回線がよければめちゃくちゃすらすら動ける
操作のしやすさ,1,やりやすい
操作のしやすさ,1,快適です
操作のしやすさ,1,操作が簡単
操作のしやすさ,1,シンプルで導入までのハードルが低くていい
操作のしやすさ,1,遊びやすいカジュアルな人狼といった感じで専門用語も必要なく色だけ適当に言ってたらいいので遊びやすいです
操作のしやすさ,1,基本的なゲームシステムは簡単ながら奥深さがある
操作のしやすさ,1,比較的シンプルで遊びやすい
難易度の適切さ,1,設定を変えれば5～10人までのちょうどいい人数と難易度で遊べる
難易度の適切さ,1,5，6人で1人インポスター、8人以上で2人インポスターが丁度いいバランス。
難易度の適切さ,1,基本的には英語でプレイするゲームなのですが、使う英語は「自分は～にいた」とか「～が部屋にいるのを見た」とかの定型文がほとんどなので、野良のプレイでも思ったほど難しくはないです
難易度の適切さ,1,敷居は低いと思います
難易度の適切さ,-1,5分ほど前の事を記憶しておけるだけの能力が必要
難易度の適切さ,1,ある程度初心者のガバガバプレイヤー同士なら楽しめます
