aspect,pos,neg,neu
操作のしやすさ,"- 初心者でも短時間でルールを理解できる。
- マウスとキーボードの操作がやりやすい。
- シンプルなルールで、慣れるのが簡単。
- ゲームは楽しく、サクッと遊べる。
- 懇切丁寧に教えてくれる友達がいれば数時間で遊べる。
- ギミックが簡単で、シンプルだからこそ楽しみが増す。
- 直感で遊べる内容なので、少し練習すれば問題ない。
- 誰でも簡単に理解できるルールが魅力。
- 導入までのハードルが低く、快適にプレイできる。
- カジュアルな人狼ゲームとして適している。","- チャット入力がやりにくいと感じる。  
- プレイヤーのハンドスキルが勝敗にほとんど影響しない。  ","- 操作がシンプルでわかりやすいが、あまりにもシンプルだと飽きる可能性がある。  
- タスクをクリアすることで勝利できるが、その内容は色を合わせるなど単純なものが多い。  
- スマホよりもPCを使った方が操作は正確で有利だが、スマホの操作では蛇行することがある。  "
難易度の適切さ,"- 5～10人で遊ぶのに適した人数と難易度が設定できる。
- 5人で1人、8人以上で2人のインポスターが理想的なバランス。
- 英語の使用が定型文中心で、初心者でもプレイしやすい。
- 初心者同士でも楽しめる敷居の低さがある。
- 負けても大きな喪失感を感じずに楽しめる。
- 自分の記憶力や話術が結果に影響を与える要素がある。
- アップデートによる役職が難易度を適度に調整している。
- 思考を要する要素が多く、非常に楽しいと感じる。
- プレイ時間が短いにもかかわらず、戦略的な考えを必要とする。
- タスクは簡単でミニゲームが多く、誰でも楽しめる。","- このゲームでは5分前の記憶力や経験が重要で、知識量が多いプレイヤーが有利。
- 稼ぐ潜在能力のないプレイヤーは、身内で楽しむ程度が適切。
- 初見殺しの要素が多く、野良プレイは議論が難しい。
- フレンドと遊ぶ分には問題なく楽しめる。
- 経験者と未経験者のレベル差が開きやすい。
- 発言量が推理に影響するため、発言が少ないと不利になることが多い。
- インポスターは注意深く行動しなければならず、難易度が高い。
- タイピングが早くないと競争で負ける可能性が高い。
- インポスターが1人の場合、インポスターのプレイが一層難しくなる。
- 全体的に難易度が高く、特にお子様には向いていない。","- 推理要素が豊富で、脳を使うゲームなので短時間で疲れやすい。  
- プレイするには一定のスキルも求められる。"
進捗の明確さ,,,
目的の明確さ,"- ゲームの目的や勝利目標が明確である。
- クルーはタスクを完了するかインポスターを追放し、インポスターはクリアを妨害する。
- ルールは分かりやすく、理解しやすい。
- クルー側はミッションをこなし、インポスター側はキルを狙う。
- インポスターはクルーの人数を同数にすることで勝利する。
- ゲーム全体の目標を理解している。
- 脱出や勝利条件がはっきりしている。","- ルールが明確に伝えられず、参加しづらい状況がある。
- 試合の目的が不明で、混乱を招いている。
- ルールが理解できず、困難を感じている。
- 事前にルールを確認しておかないとプレイが難しい。",
視聴覚の魅力,"- 宇宙遊泳ができる楽しいゲームでおすすめ。
- ボイスチャットをしながら遊べるので、友達と盛り上がることができる。
- キャラが可愛く、見た目に楽しさを感じる。
- グラフィックとゲーム性が奥深いのが魅力。
- スキンのデコレーションが楽しくてユーモアがある。
- 音楽がとても良く、特にインポスターの時が楽しい。
- シンプルなデザインでも遊ぶと面白さがわかる。
- 日本語に対応しているのが嬉しい。
- キャラクターのコミカルさと雰囲気が気に入っている。
- 退屈せずに継続的に遊べるゲームで高評価。","- ビジュアルタスクに対して否定的な評価であり、オフ推奨とされている。
- 音が出なくなった影響で、音や雰囲気の評価にも影響が出ている。
- 新しいマップに関しては好きだが、新しい話し方が嫌いで、これを改善してほしいとの意見。
- 音は出るが、画面が真っ黒で何も表示されない問題がある。
- 画面が頻繁に暗くなり、正常に遊ぶことができない。
- 中華フォントに対する不満が表明されている。","- ボイスチャットがあると良い。  
- ハードコアなゲームでは音が重要である。"
遊ぶ意義,"- 友達と一緒にやるとゲームが楽しくなる。
- フレンド同士の心理戦が盛り上がる要素になっている。
- ゲーム仲間と遊ぶことで、より大きな楽しさが得られる。
- 自分たちでローカルルールを作ると楽しさが広がる。
- インポスターとクルーの役割を演じる楽しさがある。
- 少人数でも大人数でも楽しめるゲームである。
- 仲間と遊ぶことで信頼を築ける。
- 友達を増やすきっかけになるゲームでもある。
- ゲームプレイは私にとって価値のある経験だった。
- 宇宙人狼ゲームとしての面白さが評価されている。","- 人として大事な何かが欠けていく感覚がある。
- 大切な友人を何人か失ってしまった。","- ゲームはカジュアルに楽しむべきで、固まることは避けた方が良い。  
- 自分が人を騙すのが得意だと再認識した。"
没入感,"- 議論を重視し、納得のいく結論に至ることが重要だと感じている。
- 時間を忘れるほど面白く、夢中になるゲームである。
- 新モードのかくれんぼは緊張感がありつつも非常に楽しい。
- 両陣営で推理をしながらプレイするのがハラハラして面白い。
- 起動するとつい時間を忘れてプレイし続けてしまう。
- 楽しくプレイできる要素が揃っている。
- 長時間遊ぶことができる、やればやるほど楽しさを感じられる。
- インポスターの時のドキドキ感が魅力的である。
- ゲームに深く集中すると周囲を気にしなくなるほど面白い。
- 非常にインテンシブで楽しめるプレイ体験が得られる。","- 緊張してしまう。
- 本気でのめり込んではいけない。
- プレイ中は周囲の状況に気付かなくなることがある。
- 時間があっという間に過ぎるゲームである。",
成長感の得やすさ,"- ルールや操作はシンプルで初心者でもすぐに慣れることができる。
- 自分の記憶力や話術が結果に影響を与えるゲームで、やり方を覚えれば楽しめる。
- 上手なプレイヤーから学ぶことでさらにゲームの楽しさが増す。
- タイピング能力が向上し、タスクをこなす練習になる。
- 連続キルの爽快感や戦略的な要素が多く、素人でも楽しめる。
- インポスターを初めてやった時は緊張したが、徐々に自信がつく。
- ゲームを重ねることで奥深い推理ができるようになる。
- 知識が増えていくので、恐れずに挑戦を続けることが重要。
- 戦術を学ぶことができ、役割が変わると気持ちも変わる。",,
好奇心への刺激,"- 英語をまとめたサイトを確認するのに時間はかからない。
- ゲームにやりこみ要素が増えた。
- 新しい陣営の追加が期待される。
- 人狼に興味を抱いていた。
- 遊ぶことで面白さが実感できる。
- アップデートで新しいロールが追加された。
- 推理力が試されるゲームである。
- マップもアップデートされた。
- ゲームの楽しみが広がってきた。
- 期待感が高まってとても良い。",,- ゲームの進化について知りたかった。
自由度,"- 日本語に対応しており、野良でも楽しめる。
- 着せ替え要素があり、遊びの幅が広がる。
- 知らない人とも気軽に話せるのがポイント。
- ディスコードを使ったボイチャでのプレイが楽しい。
- ルール調整ができ、人数に応じた楽しさがある。
- 戦略が異なるため、何度でも楽しめる。
- 限定イベントや自由度の高いゲームプレイが魅力。
- 短時間でサクッと遊べる手軽さが良い。
- MODの導入で遊び方が広がる。
- 友達と一緒に遊ぶと特に盛り上がる。","- 新役職の性能が尖っていて、以前の戦法が使えなくなり困っている。
- アカウント作成時に生年月日を成年以上に設定しないと自由に発言できない。
- 部屋名が規制されているのが好ましくないと感じている。
- 自分の裁量が効かないゲームに対してストレスを強く感じている。","- インポスターに有利な設定が可能である。
- 知り合い同士で気軽に楽しむことを推奨するゲームである。
- ゲームの特性上、コミュニケーションが多くなり、言葉が強くなりがちである。
- フレンドやディスコードの日本鯖でのプレイが勧められる。
- ゲスト参加もできるが、フレンドと遊ぶ方が良い。"
