aspect,np,review
操作のしやすさ,1,システム面でのストレスはほぼ無いですし
操作のしやすさ,1,軽快な操作性で気持ちよく暴れまわることが出来て楽しい
操作のしやすさ,1,シンプルで大胆な動きと、壁走りで敵を倒す爽快感は文句なしに楽しい
操作のしやすさ,1,ウォールランやらタイタンの操縦やら動かしてるだけでも楽しい
操作のしやすさ,1,パイロットの動きは爽快で2段ジャンプに壁走りに素早いスライディングもできて単純に楽しいです
操作のしやすさ,1,非常に快適なアクションで、ほとんど違和感なくプレイできると思う。
操作のしやすさ,1,UIも音声もしっかり日本語対応なので安心
操作のしやすさ,1,不満なく爽快で気持ちいい
操作のしやすさ,1,操作性もよいFPSでした
操作のしやすさ,1,コントローラーのエイムアシストがかなり強いため、エイムや操作に不慣れな人でも問題なくプレイできます
操作のしやすさ,1,パルクールがウォールラン、ダブルジャンプ、スライディングなどがあり豊富で、移動だけでも楽しいです
操作のしやすさ,1,操作難易度は高めですが、それに見合った爽快感があります。
操作のしやすさ,1,操作性、映像、アクション等とてもクオリティは高い
操作のしやすさ,-1,X長押しのインタラクトがややわかりにくい。特に不慣れな序盤で感じたのだが、どうすりゃいいのか途方にくれることがあった。「対象物に近づいてX長押しをしないといけない」ことをわかりやすくアナウンスしてほしかった。押すボタンのアナウンスがないシーンが若干あり、特に終盤のTitanをFallさせるシーンではどのキーかわからずスマートピストルで敵タイタン含めた敵をすべて倒すことになった。イベントを進行させる際にはだいたいボタンの長押しが必要で、対象物に近づけば多くはXの長押しのアナウンスがされるがそうではないシーンはわかりにくいだけで、没入感が妨げられた。
操作のしやすさ,1,デフォルトがごく一般的なボタン設定でとっつきやすい
操作のしやすさ,0,たくさん操作する機会があるわけではない点は注意です
操作のしやすさ,1,メチャクチャ操作性が良いです
操作のしやすさ,-1,壁走りはちょっと難しかったのでアクションが苦手な人は苦戦するかもしれません。慣れたらピョンピョン駆け抜けて爽快感抜群なのは想像がつきますが、自分の場合結構ドタバタして落下死が何度もあったので（銃撃戦では一度も死なないのにアクション失敗落下で10回以上死亡）あまり良い印象がありません。ただ、苦戦しているとジャンプのやり方をその場でガイドしてくれるデモランナーがコース取りをして模範プレイを見せてくれるので便利でした。それでも何度も失敗しましたが。
操作のしやすさ,-1,ダッシュしながらスライディングできないんだもん・・・
操作のしやすさ,1,操作感もストレスなく、自分が動かしたいように動いてくれます。
操作のしやすさ,-1,操作設定でマウスのエイム方式切り替えに悩んだり，マルチプレイの装備選択が少しわかりにくいと感じた
操作のしやすさ,1,アクションはウォールランばかり、武器や位置取りを丁寧に考える必要もなくクリアできて
操作のしやすさ,1,初心者でも操作が簡単です！
操作のしやすさ,1,ストーリーよし、タイタン等のグラもよし、ゲーム性もよしの神ゲー。FPS苦手な人でもストーリーの難易度調整もできるから全然手が出しやすい。
操作のしやすさ,-1,ウォールランの動きで視点が変わりすぎたり、ウォールランをするつもりがないのにジャンプをしたときに勝手に発動をして3D酔いをする。進むのに連続でウォールランをしないといけなかったりしてしんどい。
操作のしやすさ,1,移動がスムーズで、移動すること自体が楽しい
操作のしやすさ,1,チュートリアルではストップウォッチ付きのトレーニングコースでスキル上達も実感でき、独特な操作も自然に受け入れられます。
操作のしやすさ,1,操作感が良すぎると思った
操作のしやすさ,1,アクション性高。壁を走ったり2段ジャンプしたりとスピーディーな動きができる。
操作のしやすさ,-1,パッドが毎回制御不能になりまともに遊べるまで5~10分元に戻す為に奮戦を強いられる等が重なりギブアップ
操作のしやすさ,-1,操作に適応するのにおっさんには少々つらい
操作のしやすさ,1,タイタンの操作がめちゃくちゃ楽しい
操作のしやすさ,1,操作方法を学べる
操作のしやすさ,1,操作感はとてもよかった
操作のしやすさ,1,PC版でもコントローラーが使用できエイムアシストも効くためCS機からの方でも問題なくプレイできます
操作のしやすさ,1,操作はほぼ同じなのでなじみやすいと思います
