aspect,np,review
操作のしやすさ,-1,チュートリアルプレイがありませんのでやって覚える系です、MAPや操作方法などは文章だけですがついているので読んでおいたほうがよいでしょう。
操作のしやすさ,1,比較的簡単。パッドだとカメラ感度に限度があるが、鯖の場合追ってくる鬼を見るために後ろをみる程度でいいので特に困りません。旋回というテクニックがあり、パッドの場合それをされるとカメラの回転が追いつかず苦戦を強いられるのでできればマウス操作でできるようにするべき。その他に一部の鬼でも能力の仕様の際パッドだと非常に困難になるので注意。
操作のしやすさ,1,操作技術が拙いキラーでも選択を間違わず粘り続ければ相手が調子こいてても一人は吊れるようになっている でもキラーは絶対マウス推奨
操作のしやすさ,-1,情報が散乱し、管理が難しい
操作のしやすさ,1,キラー側の操作性に癖があるが、慣れればその癖がスリルになる
操作のしやすさ,1,最初は操作方法に戸惑うでしょう！そこをあきらめずに根気よく頑張れば必ず楽しくなれます！
操作のしやすさ,-1,UIがとても使いづらいものになり非常にストレスが溜まります
操作のしやすさ,1,ルールがかなりシンプルで高度な連携などは余り必要ないので、他のゲームの合間に野良でも気軽にco-opしたいんだけどって人には打って付け
操作のしやすさ,0,操作ボタンがキラーより多いのと協力するのに頭を使うから
操作のしやすさ,1,始めたばかりでは覚えることが多いですが、簡単なチュートリアルもありますし攻略サイトや実況プレイ動画も多くアップロードされています。
操作のしやすさ,1,ゲームのルールがシンプルな為、ゲームデザイン的には初心者でも入りやすい。
操作のしやすさ,1,味方が何をしているのか、アイコンで表示されてわかりやすくなりました
操作のしやすさ,1,ティーチャブルをとっていけばどのキャラクターでも操作は変わりません
操作のしやすさ,1,操作が簡単
操作のしやすさ,-1,情報量を処理しきれないと感じており、操作がやりづらいという意見がある
操作のしやすさ,-1,UIが変わっていて正直見にくい。なぜ生存者を縦に並べたのか。前の配置のままが良かった。
操作のしやすさ,0,キラーの能力と操作
操作のしやすさ,-1,シンプルでわかりやすいＵＩについては、先日のアップデートで完全崩壊
操作のしやすさ,1,基本ルールがシンプルで、復帰しやすく、遊びやすい点がとても良いと思います
操作のしやすさ,-1,ゲーム内UIの配置をバラけた事により情報確認が悪化。キラーもサバイバーも見辛すぎてプレイがしにくい。
操作のしやすさ,1,キラーも自分が始めた当初に比べれば十分に遊びやすい環境になっており
操作のしやすさ,1,基本的な事だけは丁寧に教えてくれます。
操作のしやすさ,0,最初はチュートリアルから操作を少しでも慣れておきましょう。
操作のしやすさ,1,"満足しています"
操作のしやすさ,-1,UIの悪化や操作性の変更があった
