aspect,pos,neg,neu
操作のしやすさ,"- 操作性が向上し、美しいキャラクターと世界観、音楽が魅力的で価値がある。
- アクションが軽快でストレスが少なく、移動しながら魔法をチャージできる点が改善された。
- キャラクターに愛着が持て、ストレスが少ないプレイ感が好評。
- 戦闘は快適で、視点移動や魔法攻撃のオートエイムで不便を感じない。
- 釣りはコントローラーが必要で、特定の操作が簡単にできる。
- アクションには緩急があり、表現が美しいことでプレイヤーを魅了する。
- 操作手助けが充実しており、アクションが直感的で面白いと感じる。
- アクションが刷新され、軽快にプレイできるのがポイント。
- コントローラーの活用が鍵となり、初心者向けに易化が図られている。
- スピーディな戦闘とスムーズな魔法と打撃のコンボが楽しめる。","- アクションは難解で、特に序盤は壁を感じるプレイヤーが多い。
- ゲームシステムは粗雑で、不便さが目立つためストレスを感じる。
- チュートリアルが不適切で、肝心なことが戦闘後に明かされる構造は問題。
- コントローラーが反応しないことがあり、設定を変更して対処したプレイヤーがいる。
- 難易度や進捗の明確さ、目的が不明確で、視覚的魅力は評価されている。
- アクションの動きは滑らかでも、敵の攻撃パターンが単調で作業感が強い。
- 操作性に微妙な点が多く、「前転」後のダッシュに不満がある。
- ターゲティング操作が悪く、意図しない敵を攻撃してしまうことが多い。
- ファストトラベルが不便で、全く役に立たない程度にアクセスが悪い。
- 全体マップの表示が分かりにくく、メニューの使い勝手も不満が多い。","- 操作性は普通で、コントローラーの使用が推奨される。
- アクション時のレスポンスは次作と似ており、悪くないが単調に感じる。
- ゲームに入ってから有線コントローラーを接続する必要がある。
- アクションの難易度はそれほど高くないと感じた。
- コントローラーの認識に手間取ったことがあった。"
難易度の適切さ,"- マリオを簡単にクリアできるなら問題ないレベル。
- 難易度はEASYが推奨でオートプレイも可能。
- アクションが苦手な人には丁度良いバランス。
- 難しすぎる場合はレベル上げが効果的。
- ニーアオートマタ風の爽快感がある。
- 難易度HARDは敵が硬いが、変化は少ないかもしれない。
- 2周目はメインストーリーを優先すれば短時間でクリア可能。
- プレイヤーによってはゆったり楽しめる内容。
- パリィやジャスト回避のタイミングは甘めで、DarkSoulプレイヤーでもボスを楽に倒せる。
- 難易度選択により楽しみ方が変わり、EASYからHARDまで幅広い選択肢がある。","- 1周目は非常に苦行で、2周目に挑むべきと感じた。
- HPが減り、敵が固いだけの高難易度は無意味で、ノーマルかイージー推奨。
- ストーリーは繰り返し作業的で、大変さを感じた。
- ノーマル以下の難易度ではプレイ感覚にさほど差がなく、ハードでもストレスを軽減できる。
- HARDモードは敵のダメージを増やすだけで、作業感が強い。
- 武器強化素材のドロップ率が低いため、トロコンは困難を伴う。
- 青年編では武器強化が必須で、敵が硬く感じる。
- セーブポイントが少なく、挑戦した場面はやり切る必要がある。
- 全実績解除のためには苦行が必須で、エンディングを全て見るための作業も辛い。
- ゲーム不慣れな人には詰みの危険があり、実績コンプリートには非常に苦しむ。","- ゲームはEasyで120点、Hardで5点の難易度設定がある。
- 難しくはなく、適度な難易度と感じた。
- 周回が前提だが、敵レベルが変わらず単調に感じる。
- 戦闘には楽しさがあり、アイテムドロップやワード収集がある。"
進捗の明確さ,- ゲームの進行度に応じたセリフが自分のステータスに表示される。,,
目的の明確さ,"- 主人公の信念によって仲間や家族が救われるが、最終的には全てを失ってしまう。  
- ゲームは2週クリアを前提として設計されていることがわかった。","- 周回を前提としたバランスで、ストーリーやクエストを同時進行する必要があるため、別のゲームのように感じることがある。
- ゲーム内に具体的な情報が不足しており、目的が不明確であるため、プレイヤーはただお使いをさせられている印象を受ける。
- 主人公の努力が何のためなのかがわからず、時間が無駄に過ぎていく。
- ストーリー背景の情報が不足していて、過去、現在、未来の繋がりが不明確で、中途半端なRPGの印象がある。
- 物語の設定や背景が本編中に明かされず、プレイヤーは外部で調べて補完する必要がある。",- この作品は昔のヒット作をリメイクしたもので、懐かしさがテーマである。ストーリーが分かりにくかったため、Wikiを参考にして理解を深めた。
視聴覚の魅力,"- 音楽やグラフィック、ストーリーが非常に良く、感情移入しやすい作品だ。
- 世界観や楽曲が素晴らしく、プレイしていて楽しい。
- フルボイスでの演出が臨場感を増している。
- リメイクによりグラフィックや音楽が向上し、追加コンテンツも豊富だ。
- ストーリーは深みがあり、モブキャラにも感情移入できるほどの完成度。
- 音楽は特に評価されており、場面に応じたBGMの切り替えが秀逸。
- アクションも楽しめるが、ストーリーと音楽の魅力が際立っている。
- 美しいグラフィックとサウンドで没入感を楽しめる。
- キャラクターやイベントシーンの表情が豊かで、全体のクオリティが高い。
- 不満点は一部のシステムやテクスチャで、価格に対する期待があった。","- グラフィックは一新されたが、ゲーム自体はオリジナル版とほぼ同じ。
- キャラクターや世界観のビジュアルが向上したが、儚さやダークな雰囲気が失われた。
- フレームレートやアクションが向上し、サブクエストがフルボイス化された。
- 一部キャラクターのボイスは新録されたが、全体的に表現がソフトになった。
- グラフィックは今のゲームに比べて綺麗ではないが、BGMには満足している。
- ゲーム背景や設定は良いが、プレイする際の説明不足で理解が難しい。
- 古臭さが残っており、ビジュアルノベルとしてはオススメだが、ゲームとしては推奨できない。
- リメイクながらアクションやグラフィック面は今の基準に見劣りする。
- キャラクターのデザインが雑で、個人的な好みも分かれる。
- 美しいが全体的に過去のクオリティであり、動作に関しても最低限の要件が必要。","- BGMやキャラクターの魅力は感じるが、同じイベントを繰り返すうちに飽きてしまう。  
- 音楽やキャラについては普通という印象を受ける。"
遊ぶ意義,"- 世界観や音楽、ストーリーが素晴らしく、全体的に高い評価を得ている。
- ストーリーが非常に感動的で、プレイヤーの記憶に残る作品として評価されている。
- モブキャラクターに感情移入できるほどの深いストーリーが展開されている。
- 何周もプレイすることで伏線回収が楽しめ、ストーリーの理解が深まる。
- シナリオと音楽の完成度が高く、プレイヤーを物語の世界に引き込む進行が評価されている。
- NieRシリーズのファンには特に楽しめる内容となっており、プレイの価値がある。
- ゲームの演出が独自のセンスを持っており、キャラクターとの感情的なつながりが重要視されている。
- プレイを通じて人間的感情について考えさせられる要素が多く含まれている。
- ストーリーが美しいながらも悲しい展開を持ち、余韻を残す結末が印象的である。
- ゲームが自己の価値観を問い直すきっかけを与え、深い体験を提供する作品であると感じられている。","- ニーアの一作目の感動は次作では超えられないと感じた。
- ゲームを遊ぶ意義がないと思った。","- 全てのエンディングを観るためには周回が必要で、時間と労力がかかる。  
- ゲームをやりつくしたので、ストーリーを補完する内容を調べて楽しむつもりでいる。"
没入感,"- 物語に深く没頭でき、感情移入のレベルが高い作品である。
- プレイ開始から間もなく涙が出そうになるほど懐かしい感覚を抱いた。
- 敵を避ける際のスロー演出や大剣の攻撃モーションに魅了された。
- 高い没入感のおかげでゲームに引き込まれる。
- エンディング分岐のための周回があるが、追加シーンやイベントが充実しており退屈しない。
- 魔法の演出が非常にカッコよく、楽しめる要素の一つである。
- 世界観に徐々に入り込む感覚があり、プレイが楽しい。
- 驚きのシーンが多く、考えるのに時間がかかるほどの印象を受けた。
- 音楽の演出は斬新で、歌声に聞き惚れる時間があった。
- フルボイスによるキャラクターの感情が感じ取れるので、ぜひ体験してほしい。",- プレイ中は周囲が見えなくなった。没入感が得られなかった。,- 時間を忘れるくらい没頭できる。
成長感の得やすさ,"- 初見プレイで動画勢からの参加、じっくり楽しむ意欲がある。
- 全実績解除には時間がかかる要素もあるが、やりこみ要素として楽しめる。
- レベルや所持品が引き継がれることで、以前苦戦したボスを簡単に倒せる爽快感があった。
- プレイ時間の約3分の1は武器強化のための素材集めに費やしている。
- 難易度ハードでプレイすると、よりやりごたえが感じられて面白い。
- トロフィーコンプリートまで達成した。",- 成長システムがつまらない。,"- 一通り操作を試すだけで記憶できる。  
- アクション操作の難易度はそれほど高くない。"
好奇心への刺激,"- ニーアオートマタの伏線やキャッチコピーの重要性について掘り下げたい人向けの作品である。
- すべてのエンディングを観ることが推奨されており、他の作品への興味も広がる。
- ストーリーの進行やキャラクターに関する新たな発見が楽しめる。
- AutomataやRepllicantの関連性に興味を持つプレイヤーには特にお勧め。
- 周回プレイやイベントの楽しさが強調されており、謎解きの楽しさもある。
- 知識を深めることで作品の理解が更に深まると感じるレビューが多い。
- 2週目のプレイが前提であるため、やりこみ要素が豊富。
- 設定資料集を読むことで、物語にさらなる深みを与えることができる。
- 初めてプレイする人にはオートマタから始めることを推奨している。
- ストーリーの謎を考察し、理解を深めることが楽しめる作品である。","- 同じコースを最適化してレアアイテムを集めるのに2、3時間かかるのが不満。
- ネットでの情報を調べずにプレイすることを推奨。
- ストーリーは1周目では理解できず、全周回する必要がある。
- ゲームの背景や設定は緻密だが、説明が不足して理解しづらい。
- ストーリーが曖昧だったため、wikiを参考にして理解を深めた。
- カイネの下着姿については未だに謎のままとなっている。","- ゲームの進化を調べたかった。
- 公式サイトにキャラクター情報が掲載されている。
- ストーリーはまだ分からないことが多い。
- 現在の進行状況で全体の5％くらいしか理解できていない。
- ゲームシステムについては評価が分かれる可能性がある。
- どのように繋がっているのかを見ることに興味がある。
- 前作Automataの状況が気になる。"
自由度,"- 自由度が高く、自分のやり方でプレイできた。
- キーバインドを調整すれば快適にプレイできる。
- バフやデバフを各攻撃に振り分けられるのが嬉しい。
- ストーリーの選択による分岐が感じられた。
- 世界観に没入する感覚があり、作品としては好きな要素。
- 戦い方に決まった形がないため、さらに自由度が増す。
- キャラクターの動かしやすさを感じた。
- 面倒だと思ったらいつでもEASYモードに変更できる配慮がある。","- ワープ機能が後半でできるが、少年期の移動は非常に面倒だった。
- 選択肢によるエンディングの変化はあるが、3,4周目になると飽きてしまう。
- 同じセーブデータで達成率100%を目指せないのが残念だった。",
