aspect,np,review
操作のしやすさ,-1,アクションは少し難点というか、理解するのに少し時間がいるかなと思います。基本的にこう戦うべきみたいなものが無いので自由度は高いのですがアクションが苦手な人は序盤が少し壁かなと思います。
操作のしやすさ,-1,ゲームシステムは粗削りではっきり言って糞。ニーアオートマタをプレイした後、このゲームをプレイするととても不便に感じると思う。ストレスが溜まる事間違いなし。
操作のしやすさ,1,操作性は各段によくなっていますが、美しいキャラクター達・世界観や物語、音楽を体感するだけでもかなりの価値があります。
操作のしやすさ,-1,このシステムは問題が多いと思います。ドロップなので敵を倒すコツなどが敵を倒した後に表示されるというチュートリアルとして本末転倒なものになっています。
操作のしやすさ,1,操作似てるのでめちゃくちゃ入りやすいです
操作のしやすさ,0,操作性は普通。
操作のしやすさ,-1,コントローラーが一切反応してくれなかったりして、少々苛々する事もあったですが、Big Pictureからコントローラーオプションで、Steam Inputを強制OFFにしてやることによって遊べるようになりました。難易度の適切さ:-1 進捗の明確さ:-1 目的の明確さ:-1 視聴覚の魅力:綺麗な映像でNieR Replicantが遊べるという評価があった。
操作のしやすさ,-1,操作性、戦闘アクションの爽快さ、素材の集めやすさ、移動の利便性は劣る
操作のしやすさ,1,アクションとしてはソウルシリーズやモンハンのような重い操作感や後隙が少なく、スルスルと軽く動くので動かしていてストレスがない。
操作のしやすさ,1,"移動しながら魔法のチャージが可能にそれ以外にも敵の背後に回るようにクルッと自動で回避してくれたり微妙に戦闘周りが改善されています。"
操作のしやすさ,1,やりごたえあって面白かったですし、キャラも立ってて愛着を持てました。automataのような謎の移動を強いられないので、ストレスは少ない。replicantはキーバインド設定を多少弄れば普通にプレイできました。ポッドと違って自律攻撃してくれないので指が攣る。走りキーを1度押し、再度押しで解除の形式もアリにしていただきたかった。それか歩く方をキー入力必須にしてほしい。
操作のしやすさ,-1,戦闘においてはアクションは軽快で滑らかな動きだが、敵の攻撃パターンが余りにも単調で作業感が強い
操作のしやすさ,1,視点移動はマウスをいちいち少しずつ動かす必要がありますが、魔法攻撃がオートエイムなのでそんなに不便ではありません。戦闘は敵に焦点を合わせ、魔法攻撃が当たると敵の体勢がくずれるので、近接してマウスクリックを適当に乱打。軽量剣ならShiftで回避すると勝手に相手の後ろに回り込むので、ボコるだけです。釣りはコントローラーがないと厳しいです。魚がかかるとコントローラーが振動するので、すかさず竿を手前に引く。魚の体力が削れている時は体力ゲージが振動するので、対角方向に引っ張り続ける。引っ張るのは　ＷＡＳＤ（Ｓは常に押しっぱなし）の方が簡単です。
操作のしやすさ,-1,一切反応せず先に進めない
操作のしやすさ,1,多少ギャップを感じるかもしれませんが、そこを許容できれば十分楽しめると思います
操作のしやすさ,1,戦闘は緩急のメリハリがついた快適なアクションで、敵をかわしたときにスローになり、敵の背後に回ったり、大剣での攻撃モーションが美しかったりとても魅了されました
操作のしやすさ,-1,"アクション系は正直苦手なので、「走ってはダメ」などシビアなコントロール操作が必要な場面もあったりするのはないほうがよかったかもしれないです。"
操作のしやすさ,1,快適にプレイできています
操作のしやすさ,-1,移動が微妙に使いづらかった点は否めないです。
操作のしやすさ,1,アクションの操作性はスタイリッシュさはAutomataほどではないものの、魔法のバリエーション分だけ、私にはこちらの方が楽しかったです。
操作のしやすさ,-1,操作性は悪くないが、「前転」からのダッシュ、は、どうかと思う。
操作のしやすさ,0,コントローラー推奨(オートマタと同じ)
操作のしやすさ,1,コントロールの操作を適切に行う方法を理解した
操作のしやすさ,1,アクションも直感的に動かしやすく戦っていて面白かった
操作のしやすさ,1,アクション苦手な人向けの手助けもしっかりとなされている
操作のしやすさ,-1,ダッシュからの停止に若干の慣性が利いてるのが微妙。(ピタッと止まらない)
操作のしやすさ,-1,"多対1のターゲティングの操作性が×。視点を動かすとターゲットも動いてしまって、「そいつじゃない！」ってなります。魔弾などで非ターゲット状態でも、どこに発射するか表示できるようにしてくれると嬉しい(オートマタみたいなのを期待)。"
