aspect,np,review
操作のしやすさ,1,アップデートでUI面が改善されて遊びやすくなった
操作のしやすさ,0,UI系のmodを入れた方がいいですね。バトル、移動の速度の改善は個人的に必須でした。インベントリの拡張も欲しいです。
操作のしやすさ,1,iPad版のタッチでの操作感はかなり良いです。PC版はマウス＆キーボード向きでゲームパッドフレンドリーではありません。マウス操作のみになりがちで手首疲れます（左手デバイスHM-Deviceを購入したので現在は快適です）。ゲームパッドで遊びたい人はSTEAM上で自分向けに操作を編集したほうが良いでしょう。
操作のしやすさ,1,日本語化の方法も簡単
操作のしやすさ,0,コントローラ操作のクセが強いんよ。思わずそんなに詳しいワケでもない芸人の〇鳥っぽくなるくらいにコントローラでの操作は手に馴染むまで少し苦労した。とはいえ手に馴染めば、逆に直感的かも？とは思ったり思わなかったりする。
操作のしやすさ,1,操作はシンプルで、ターンごとに行動を選択していくRPG。
操作のしやすさ,1,操作は簡単だと思った
操作のしやすさ,-1,UIが若干わかりにくい
操作のしやすさ,-1,操作性のストレスが我慢できなかった
操作のしやすさ,-1,操作性は移動がだるいかな……
操作のしやすさ,-1,攻撃がミスりやすい
操作のしやすさ,0,基本的に右に進んで行きながら設置物に対しての適切なアクションを行う事や、戦闘システム等は「Home Behind 2」等と似てますかね。(DDはターン制でHome～はリアルタイム進行ですが)
操作のしやすさ,1,非常に遊びやすかったです
操作のしやすさ,1,シンプルな操作とゲーム進行ながら、プレイヤーの管理すべきリソースの切り口が、典型的なRPGとは一風変わっており、そういう意味で楽しめた。
操作のしやすさ,-1,キャラ保管のUIが使い辛い
操作のしやすさ,1,マウスだけで十分なので、片手だけの操作で全部プレイできる。すごく便利で嬉しい操作性だと思った。
操作のしやすさ,-1,ゲーム内の既存クラスだけでやるには結構ストレスを感じることが多い
操作のしやすさ,-1,一度のクリックでは正常に反応しないため、常にボタン連打を強いられる
操作のしやすさ,1,操作がシンプルで分かりやすい。
操作のしやすさ,1,コントローラー操作が複雑なのもマゾポイント高くて良し！
操作のしやすさ,1,ＵＩも非常に見やすく、アイテム管理やマップ確認が容易で
操作のしやすさ,-1,アイテムを入手するたびにアイテムのタブに切り替わり、またマップのタブに戻すのが面倒
操作のしやすさ,-1,操作性が悪いという最悪のゲームでした
操作のしやすさ,1,UIも難易度もシステムも追加要素もMODでいろいろ選べる
操作のしやすさ,1,入れ方は落としたファイルの名前でゲームフォルダ内を検索すると入れる場所がわかるよ。
操作のしやすさ,1,システムは奥が深い（戦略がかなり重要で深く考えずにやってるとあっさり死ぬ）のに割りとシンプルで分かりやすいな上、ストーリーはあってないようなもんで文章の量が少ないので英語が分からなくてもある程度大丈夫、と思う。
操作のしやすさ,-1,操作上のストレスを強く感じる
難易度の適切さ,1,難しいといわれていますが、本編のみなら時間を掛ければクリアできるつくりになっています。
難易度の適切さ,1,このゲームの面白さがわかるようになるには少し時間がかかると思います。しかし経験を重ねていくうちに立ち回りを覚えプレイするのが楽しくなるはず！
難易度の適切さ,1,最高難易度を選択しない限り時間制限はないため、たとえキャラを失っても集めた戦利品は消えない
