aspect,np,review
操作のしやすさ,-1,UIや操作性が全体的に不便。クラフトはなぜか１つ１つ作る以外出来ず、死んだ魚の眼で弾やグレネードや回復アイテムを創ることになる。それでもクラフト経験値は全然たまらないんだが…リパードクはサイバーウェア以外にサイバーウェアに入れるパーツなども売っているがUIが微妙なせいでしばらく気付かなかった。車の主観視点は見るぶんにはかっこいいのだが、実際この視点で動かそうと思うと車が異様につるつる滑る上に敏感に反応する上に視界が下気味でみづらすぎる。この視点でレースクエスト全部1位取れたらマジで凄いと思います。
操作のしやすさ,-1,メニュー周りの操作については「あるべきチュートリアルが作られなかったのでは…」と感じてしまうような不親切さで、また、そもそもUI自体が割とひどい。
操作のしやすさ,-1,キーバインドで使用できないキーがあるため、操作が厳しい
操作のしやすさ,1,ゲームパッドだと十字キーの右を押すだけで乗り物を呼び出すのが楽だと思う。押しっぱなしだと車種選択画面になる。ファストトラベル地点もわりと多くて便利だと思う。3人称視点でのプレイが出来ないのは個人的にマイナス評価。キャラメイク頑張ってもフォトモードとインベントリ画面と鏡ぐらいしか自分の姿を見れない。帽子被ってると鏡の姿はハゲになっちゃうから注意。ぶらんぶらんはインベントリ画面でしかみれない。パンツはいて脱いだらぶらんぶらんする(´・ω・｀)
操作のしやすさ,-1,FPSとしての操作感も小気味良くクオリティは高いが、乗り物の操作性やカスタマイズには難があった思い通りに動かすことが難しい車やバイクそしてカラーリングさえ変えることが出来ないのは残念だ
操作のしやすさ,1,"操作性が★★★★★と評価されている"
操作のしやすさ,-1,非常に劣悪なUI、車の操作性が悪すぎる、移動手段としてのメリットが低い
操作のしやすさ,-1,操作方法が分かりづらかった
操作のしやすさ,-1,カメラの垂直方向が固定されてしまい、視点を下に下げられず操作できなくなる現象が起きるようになりました。再ロードすれば暫く治りますが、起きる度に再ロードを強いられるとストレスが溜まります。
操作のしやすさ,1,UIや仕様もそれなりに改善されて遊びやすくなっていると思います
操作のしやすさ,1,アップデートを重ねてかなりプレイしやすくなりました。
操作のしやすさ,-1,キーボードマウス操作による車の運転は難あり。ハンドリングが難しい。パッドでの運転操作はそこまで問題なし。
操作のしやすさ,1,アイテムもスキルもだいぶ扱いやすくなっていて
操作のしやすさ,0,慣れるまでは誤操作が多かったが、3時間ほど遊んだら慣れた
操作のしやすさ,-1,操作方法やプレイする上でのコツの説明が無さすぎです
操作のしやすさ,1,メニュー画面に苦言を呈している方も多いが、直観的で非常にわかりやすいと思っていたので驚き。少なくとも、個人的にウィッチャーやスカイリムのそれより遥かに優れたインターフェースと思い気に入っていた。
操作のしやすさ,1,体をいじるアクションが直感的にできると感じた
操作のしやすさ,0,操作性についてですが車を操縦する場面が多いので途中からゲームパッドでプレイしました。一般的なFPSと比較すると正直なところあまり俊敏ではないですが、そこまで苦には感じません。ある程度強化をすれば素早い動きも可能で武器によっては自動追尾してくれたりするので自分のスタイルを確立すれば楽しくなります
操作のしやすさ,-1,"バニラの髪型は微妙なので髪型追加mod入れるのオススメです。"
操作のしやすさ,0,"Xボタンだけど、これは設定で変えられないのかな？"
操作のしやすさ,1,余分なストレスなく物語に没入できます
操作のしやすさ,-1,敵の脳みそを〇ックしてるからゲーム自体はイージーだ、とりあえずクエストが始まったら敵でカリカリベーコンを作ってミッション完了、簡単だろ？
操作のしやすさ,1,刀が良い感じに振り回せる
操作のしやすさ,1,チュートリアルで何度でも操作の確認や練習ができるので、アクションが好きだけどあまり得意ではないって方にも是非オススメしたいです。
操作のしやすさ,1,ハッキングの選択中は時間の流れが非常に遅くなり、落ち着いて操作できる
操作のしやすさ,0,まぁまぁ操作しやすい
操作のしやすさ,-1,操作性に問題が多すぎです。傾斜や障害物があると視点が瞬間的にコロコロ変わる、いきなりフルスロットルで発進する。武器をしまう方法が分かりません。草むらに落ちた武器拾えません。キーボードーの操作の前提で作られていません。スニーク操作とクイックハックを同時に行うプレイはキーボードーの操作は無理だと思います。
操作のしやすさ,-1,アイテムを拾う時が結構面倒です。回数が多い割にしっかり焦点を合わせて拾わなきゃいけないので疲れます。ファストトラベルの仕様が面倒です。乗り物を呼ぶ際がいちいちラグがあったりして面倒です。
操作のしやすさ,1,ゲームプレイ部分の手触りも良好
