aspect,np,review
操作のしやすさ,1,気持ちよく無駄の無い操作性で、キビキビと動く自キャラが最高。要求されるアクション操作が綺麗に纏められている。
操作のしやすさ,1,"アクション自体は高難度かもしれませんが、ゲーム全体のシステム面で言えばかなりシンプルかなと思いますので、そういった意味でも初心者向けなのではと感じました"
操作のしやすさ,1,操作もシンプルで、アクションゲームをやったことがなかった私でもかわいい主人公の旅路を見届けたいという執念だけでなんとか最後まで行けました。
操作のしやすさ,1,アクションがシンプルで動きに幅を持たせられると感心した。
操作のしやすさ,1,自キャラを動かしてみただけでわかるアクションゲームとしての品質の高さ
操作のしやすさ,1,操作感は全体的に気持ちよく動かせる軽快さ
操作のしやすさ,1,素直でキビキビしたモーションなので全ゲームプレイを通じて操作感で苦痛に感じることはまずないと思います。ゲームを進むに連れてダッシュや壁ジャンプなどの能力が開放されると操作の楽しさは2倍、3倍とどんどん広がります。壁ジャンプとダッシュを駆使して足場を登るだけでも爽快感を見いだせる2Dアクションの真骨頂を味わえます。
操作のしやすさ,1,アクションもスムーズに動作し感覚的に操作できるので、腕に覚えのある方は縦横無尽にかけ回れることでしょう。
難易度の適切さ,1,プレイヤー自身にある程度の鍛錬が要求されるのは間違いないが、全体としてかなりの歯ごたえで纏められている。
難易度の適切さ,-1,そんなに難しくないとおっしゃっている方もおられますが、そんなことはありません。めちゃめちゃボスが強いです。個人的に終盤のボスや闘技場はCUPHEADのエキスパートと同じ、もしくはそれ以上に難易度が高いように思えます。通常クリアなら簡単という意見もあり、これはその通りだと思います。ただしかなり中途半端な終わり方で、正直バッドエンドみたいなものです。このゲームをしっかりと楽しみたいのであれば、トゥルーエンドまでたどり着くためのある程度のゲームスキル（もしくは根性）が必須となります。
難易度の適切さ,0,意外と高い難易度。人によっては少し気になる箇所かもしれない。
難易度の適切さ,1,"確かに難易度が高い部分も多々（多々）ありましたが、きちんと対策を練ってしっかり準備すれば、ちゃんと越えられるようにできていますので、「興味あるけどアクション苦手だからできそうにないかな・・・」と二の足を踏んでいる方にもお勧めしたいです"
難易度の適切さ,1,難易度は高いですが、最初から難しいということはなく徐々に慣らしていく感じです。
難易度の適切さ,1,カジュアルな見た目に反してかなり難しい。難易度は「ロックマンX以上　ロックマンゼロ以下」。絶妙な難易度。
難易度の適切さ,1,後半にファミコン時代の高難度ゲーと肩を並べる水準になりますが、それまではゆるーく誰でもできるようなアクションでプレイヤーを慣れさせてくれるので、その意味では親切な設計と言えます
難易度の適切さ,1,難易度もそのリスペクトに漏れず大変高いものになっており、初見で倒せたボスは正直片手で数えられるほど。とはいえ、こんなん絶対倒せん！理不尽すぎる！と言うほどのボスは戦った限りではいないため、何度も死にながら相手の攻撃パターンを覚え、自分の動きを最適化することで倒すことができる。
難易度の適切さ,-1,クリアだけなら、程よい難しさです。楽しめます。スティールソウルモードはかなり難しいと思います。何度も死んでしまう場合、投げてしまうかもしれません。全制覇は相当な根気とプレイングを求められると思います。
難易度の適切さ,1,歯ごたえのある「難易度」
難易度の適切さ,-1,ゲームバランスとして過度なヌルさを排除したほどよい緊張感と達成感をバランス良く味わえるある難易度と、これが戦闘に緊張感を与え、マンネリ化しないいい塩梅となっています。おま環かも分かりませんが頻繁に細かいバグに遭遇します。全体のゲームの難易度やダクソに影響されている要素や地図周りのシステムがカジュアルとは言い難い為万人におすすめできるかと言えばNoですが。
難易度の適切さ,1,レベルデザインも完璧で、どのボスも初見では絶望するが再挑戦の果てにしっかり倒せるようになっている。
難易度の適切さ,1,難易度はそれなりに高く、アクションゲームが苦手な方は苦戦するかもしれません。特に次へ進むためのアイテムを入手しようとする場合だいたいボス戦になるので、そこで詰まってしまうとプレイが億劫になることもあります。ですが確実に上達が実感できるつくりになっているので、気づけば難所もクリアできるようになっていると思います。
難易度の適切さ,1,難易度調整が神がかっている。ボス戦はパターンを読みながら戦うことになるが、戦いの最中に体制を崩して(？)立ち止まることがある。そのタイミングを待ちながらも敵の攻撃パターンを把握して攻撃を入れるというのが、緊張感があってとても良い。ボスのパターンも最初の挙動である程度は攻撃を把握できたりと、理不尽な部分がほとんどない。私のプレイではすっごい苦手だった一部ボスを除いて大体2～3回のトライで倒すことができた。撃破までがちょっと早かったような気もするが、達成感はしっかりとあったので良かったと思う。もしもっと難易度を上げたいのなら探索の量を減らせばいいので、自分でボス戦の難易度を弄れるというのも強みだろう。
視聴覚の魅力,1,ムードがあり美しくさえ見える世界。丁寧に形作られた映像の美しさを感じる。良くマッチしたBGMが作品の価値を高めている。
視聴覚の魅力,1,美麗なアートスタイルだ。キャラクターも背景も美しいの一言だろう。全体的にBGMはメランコリックな物が多く、ボス戦時には激しめの音楽も。
視聴覚の魅力,1,魅力的なのはそのアートスタイルで、かわいらしくユーモラスなアニメーションは素晴らしいです。
視聴覚の魅力,1,音楽、雰囲気、世界観、すべてが最高でした
視聴覚の魅力,1,演出も素晴らしいのでぜひ体験してほしいです。
視聴覚の魅力,1,見た目がかわいい！やってみたい！
視聴覚の魅力,1,ゲーム内世界観の奥行きの深さ、プレイヤーの気分を盛り上げる演出の数々、どれをとっても超一級品です
視聴覚の魅力,1,全体的にかなり幻想的なビジュアル、それに合った素晴らしいBGMで構成されているので、トレーラーで引き込まれた人は買いだ。
視聴覚の魅力,1,飽きさせない「BGM・雰囲気作り・世界観」
視聴覚の魅力,1,とにかくかわいい！！！そして美しい！！！全てのキャラクターが手書きグラフィック、アニメーションは勿論、背景やディテールに至る全てのグラフィックが手書きときたもんだからもはや狂気の沙汰。敵キャラ100種類以上ボスキャラ30体以上もモーションからほぼ全て書き分けられている。後ボイスもすこぶる良い。Hornetちゃん可愛いよ。
視聴覚の魅力,1,ゲーム内容、アクションの爽快さ、ボリューム、雰囲気、グラフィック、サウンド、すべてが素晴らしい。
視聴覚の魅力,1,秀逸なグラフィックやBGM、演出も特筆すべき点です。可愛らしくデフォルメされたそれらからは嫌悪感を感じづらく、むしろ、プレイを進めるにつれて愛嬌あるムシたちに魅了されていくことでしょう。
視聴覚の魅力,1,ストーリーや世界観も、本作独自のものになっておりかなり良い。虫の世界で描かれる王国の盛衰は丁寧であり、ストーリーも各地のキャラや読み物にそれとなく描かれている。多くを語らない文章がほとんどなのでわかりづらいところもちょこちょこあるが、各地にある文章をしっかり読み込んでいけばストーリーの奥深さも楽しめるだろう。また、キャラクターは基本デフォルメされた虫になっており、かなり独特な世界観を演出している。可愛らしい姿とは裏腹に残酷な描写が映るという意味では、二面性を持った作品ともいえるだろう。
