aspect,np,review
操作のしやすさ,1,"どこから、敵がやってくるか分かりやすくて助かります。"
操作のしやすさ,-1,ゲームパッドのキーコンフィグが設定できなかったり、ボタンを押すたびにマウスカーソルが出てうまく動かないケースがありますが、そのときは都度Ctrl+Alt+Delete→[キャンセル]をクリックしてみてください(win11にて確認)。
操作のしやすさ,1,始めるには少し慣れが必要でしたが慣れればとても快適に遊べました
操作のしやすさ,1,グラフィックがどれも作りこまれていてわかり易いのでプレイに困ったことはありません
操作のしやすさ,1,キャラクターの操作というプレイスキルだけが問われるのではなく、建築なども工夫することで色々な攻略法でボスを討伐できる。操作が下手だとしても、整地や建築で地の利を活かして戦闘に臨めるなど建築要素のあるゲームならではのバトルが可能だから、アクションが苦手でも何かしら「自分なりの戦い方」が見つかると思う。
操作のしやすさ,-1,こりゃちょっとボブには悪いけど好みじゃないかなぁ…………おや？　いつの間にか寝る時間を過ぎているぞ？
操作のしやすさ,0,アクション性が快適になっていきます。基本がジャンプ移動と攻撃だけなのであまり見栄えのいい立ち回りは出来ません。
操作のしやすさ,1,"ゲーム的にプレイしやすいと思いました。手に入れたアイテムとか強化した装備を失くす事は無いので確実に進んでいけます。インベントリが楽。マップがアイテムじゃないしシステムに組み込まれてるからいつでもみれるし"
操作のしやすさ,1,マルチプレイもSteam経由でやりやすくなり、細かな修正で遊びやすさも向上している。
操作のしやすさ,1,攻撃方法はクリックするだけのお手軽操作。
操作のしやすさ,-1,"初期状態からの説明が何も無いので、操作方法すら禄に分からないままゾンビにたかられる。有名ゲームの割に実はとっつきにくい。まず家の建て方が分かりにくい。トロッコの降り方が分からなくて戸惑う。大体のことに関して十分な説明が無いので、円滑に進めるには攻略Wikiを読む必要がある。"
操作のしやすさ,-1,コントローラー対応ではありますが、ショートカットキー等含めてUIが段違いの差があります。
操作のしやすさ,1,操作感がかなり直感的なので、横スクロールアクションとしても楽しめる
操作のしやすさ,-1,コントローラはいまいち動作が分からなかったのでキーボード＆マウスでプレイ。キーバインド設定画面で操作不能になるバグがあるので、Ctrl + Alt + Delete → キャンセルでいったん画面表示を切り替えてやると直りました。
操作のしやすさ,1,アイテムの見た目と効果が分かりやすくて初心者がとっつきやすいです
操作のしやすさ,1,"探索を続けていれば、道に迷うことはなさそうだ。"
操作のしやすさ,-1,キーコンフィグとインベントリを開いた後の挙動が異常でまともなプレイが不可能
操作のしやすさ,1,非常にやりやすい！あのスマホでの苦労は何だったのだろうか…
操作のしやすさ,1,戦い方が自由に選択することができる
操作のしやすさ,-1,コントローラーを使うとインベントリを開いたときにバグって操作がおかしくなってめっちゃストレスなのでコントローラー操作に慣れてる短気な人にはお勧めしません。
操作のしやすさ,-1,操作性がわるすぎて
操作のしやすさ,-1,操作面は「キーボードマウス優先」らしく、ちょっとしたことで操作が不安定になります。特に困るのがインベントリでの操作。カーソルが飛んでしまい特定のボタンを押しながらでないとまともに操作を受け付けなくなる。
操作のしやすさ,-1,チュートリアルがないため、何をすればいいか何もわからない。操作方法すらわからないのでかなりそこで人を選ぶ可能性がある。ゲーム内ではわかりづらいのでなかなか自分が強化できず、ゲーム体験が改善されないことによるイライラがたまることもあり得る。もう少しゲーム内で分かりやすくしてほしかった。
操作のしやすさ,1,序盤は操作になれず死ぬことのほうが多くなるが、慣れてくるとこの横スクロールゲームのアクション性にはまることだろう。
操作のしやすさ,0,向いている向きやマウスカーソルに向かって武器、道具を振ったりします
操作のしやすさ,1,次に何をすればよいか順序だてて指示（実績）があってその通りに進んでいけばそれほど苦も無くクリアできる
操作のしやすさ,1,インディーズ風でUIは最適化、操作性も設定次第でプレイしやすくなる。ユーザーインターフェース部分はユーザーの意見をうまく取り入れて、忠実にシステムに反映していると思われる。(ようするに使いやすい。)
操作のしやすさ,0,コントローラーでも操作できれば良かったのになぁ
操作のしやすさ,0,移動に不便を感じるかもしれないが、アイテムを集めるのだ
操作のしやすさ,-1,操作の自由すら保証されていないのはさすがに笑う
操作のしやすさ,1,プレイがしやすい
操作のしやすさ,1,直感的に作る事が出来るのでその作成難度は劇的に下がる
操作のしやすさ,-1,キーコンフィグに難あり。キーを割り当てた後もう一回キーを割り当てようとすると一切操作を受け付けなくなったり、マウスホイールでズームに割り当てたりといったことができない。
操作のしやすさ,1,最初こそ操作に戸惑いましたが、慣れてしまえば掘り進むのが妙に楽しくやめられなくなりました。
