aspect,pos,neg,neu
操作のしやすさ,"- 敵の出現が分かりやすく、ゲームに慣れると快適に遊べる。
- グラフィックが作り込まれており、困ることなくプレイできる。
- 建築要素があり、工夫次第で様々な攻略法が可能。
- 進行にアイテムが失われることがなく、インベントリ管理が楽。
- マルチプレイがSteam経由でやりやすく、遊びやすさが向上している。
- クリック操作の攻撃方法が手軽で、直感的な操作感が楽しめる。
- アイテムの見た目と効果が分かりやすく、初心者でもとっつきやすい。
- 探索中に道に迷うことは少なく、快適にプレイできる。
- 記載された実績に従えば、苦労せずクリア可能。
- シンプルなゲーム性とユーザーインターフェースが使いやすいと感じる。","- ゲームパッドの設定や操作に問題があり、快適にプレイできない場合がある。
- チュートリアルがなく、操作方法が分からないままゲームを始めると困惑する。
- 家の建て方やトロッコの操作など、基本的なことが不明瞭で攻略情報が必要になる。
- キーコンフィグやインベントリ周りでバグが発生し、操作が不可能になることがある。
- コントローラーの操作に不具合があり、特にインベントリを開くとストレスを感じる。
- 操作性が非常に悪く、特に「キーボードマウス優先」が影響して操作が不安定になる。
- 操作自由度がなく感じ、イライラする場面が多い。
- コントローラー操作の不具合から、Steam版よりPS4版を推奨する意見もある。
- UIや操作性の問題がゲーム体験を損なうレベルでひどい。
- 結局、マウスとキーボードでのプレイを推奨し、コントローラーでは難しい。","- アクション性が快適だが、プレイスタイルはシンプルで見栄えがあまり良くない。
- 武器や道具を向いた方向に振る操作があるが、コントローラーでの操作ができれば良いと感じる。
- 移動時に不便を感じるかもしれないが、アイテム集めは楽しめる。
- クラフト時のUIが見にくく、改善が望まれる。
- 一部のボス戦は直感的でなく、戦いが難しいと感じる。
- 日本語には対応していないが、総じて直感的で理解はできる。
- チームを組む際、インジケーターが小さくて見づらいと感じる。
- アイコンの改善を希望する要望がある。"
難易度の適切さ,"- アップデートにより新しいアイテムやボスが追加され、やりがいが増した。
- エキスパートモードが搭載されており、熟練者向けの調整がされている。
- ゲームの難易度は多様で、自分に合った設定を選ぶことができる。
- 初心者でも挑戦できる難易度が用意されていて、クリア可能に設計されている。
- ボスとの戦闘は適度な難しさがあり、やりがいがあるが対策を講じれば攻略可能。
- ハードモードでは新たな敵やボスが追加され、さらなる挑戦が待っている。
- MODを使用することで、さらに難易度を調整できるオプションが用意されている。
- 難易度設定によってゲームプレイが大きく変わり、再プレイの楽しさを提供している。
- アクション性の強い戦闘が求められ、熟練者でも楽しめるバランスが取られている。
- プレイヤースキルに応じて進め方を工夫すれば、全てのプレイヤーが楽しめる設計がされている。","- ゲームの難易度は非常に高く、死にながら覚えるスタイルが前提になっている。
- アイテムロスト無しという設定で、資源確保よりも狩りを優先することが多い。
- 初心者にとっては特に難しさを感じる場面が多く、ソフトコアでのプレイを推奨される。
- 序盤は装備が整わないと敵に苦しむが、装備さえ揃えば敵に勝てる余地がある。
- 建築にも相当な難しさがあり、慣れるまで時間がかかる。
- ハードモードでは敵の数と強さが増し、ボス戦もさらに厳しくなる。
- 一部の実績や目標達成が非常に困難とされている。
- 難易度が高い設定ではプレイヤーの負担が大きく、ペナルティも重いためストレスが溜まりやすい。
- サバイバル要素が強く、特に夜の敵襲撃に対処するのが厳しい。
- 結果的に、途中で挫折するプレイヤーもおり、悔しい思いをすることがある。","- ゴリ押しが通じるアクションゲームで、始めるにあたり覚悟が必要。
- 根気が必要だが、装備が整えば難易度は下がる。
- 日本ユーザーには厳しい仕様だが、プレイは可能。
- ドロップアイテムは運に依存し、楽しめるか厳しいかは人による。
- デスによるペナルティはお金を落とす形が推奨されるが、刺激を求める人にはアイテムを落とす設定もあり。
- 理不尽な部分もあるが、耐えて理解すれば攻略可能。
- ハードモードに入ると特にアクションが苦手な人には厳しい。
- 難易度は5段階あり、特定の攻略法を知らないと倒せないボスがいる。
- 適切な建築が要求される要素もある。
- 時間を無駄にする部分もあるが、的確にクリアすると達成感が得られる。"
進捗の明確さ,"- ゲームは進行度に応じてできることが増える。
- 実績の70%を達成した。
- ボスを倒すことで新しいエリアや装備が解放される。
- ボス撃破によって進行度が把握しやすい。
- 現在の進行具合からすると、長時間楽しめそうである。","- 実績表示があることで目的が少し分かりやすくなった。  
- しかし、進行に対する導線が弱いと感じる。  
- 達成感が自覚できないと、つまらなくなると思う。  ",
目的の明確さ,"- Terrariaには明確な最終目標があり、やるべきことがわかりやすい。
- ボスを倒すことや最強武器の入手が主な目的で、達成感を得やすい。
- 自分の世界を作り上げる楽しみがある。
- ゲームの進行は順を追ってボスを倒す形式で、魅力的に感じる。
- RPG要素が強いサンドボックスゲームとして評価される。
- 最初は困惑するものの、慣れると次々にやりたいことが見つかる。
- ゲーム全体の目標が理解しやすく、ボス撃破が基本的な進行方法である。
- 難易度選択やゴールに関する明確な目標が設定されている。
- 一人で遊んでも長時間楽しむことができる要素がある。
- 飽きが来ないゴールが用意されており、様々なイベントやボスの攻略が楽しめる。","- ゲームには明確な目標がなく、プレイヤーは自分でやるべきことを見つける必要がある。
- ストーリーはほとんどなく、資源集めや敵の討伐が主な活動になる。
- ゲーム開始時には何の説明もなく、プレイヤーは草原に放り出される。
- 初心者向けの誘導が不足しており、何をすればよいのか迷うことが多い。
- クエストや目的が表示されず、攻略には外部情報が必要になることがある。
- プレイヤーによっては、何をしていいのかわからず辞めてしまうこともある。
- 明確なシナリオ提示がないため、好きに遊ぶスタイルが苦手な人には向かない。
- ゲーム内の情報が乏しく、進行方法についてもほとんど説明がない。
- 目的提示が求められるプレイヤーには厳しい状況となる。
- 説明不足により、Wikiを活用しなければならないことが多い。","- journey’s Endは特定の目標がなく、自分の満足度が大事なゲームである。
- 最初は何をすれば良いか分からないが、装備が整えばすぐに進める。"
視聴覚の魅力,"- ドット絵が可愛く、BGMも素晴らしい。
- 古いゲームでも今でも古さを感じない美しいビジュアルがある。
- 建築とハクスラのシステムがうまく調和している。
- 全てがドット絵で、スペックの低い機器でもプレイ可能。
- 魅力的な武器やアイテムが多く、やりこみ要素が豊富。
- 中毒性があり、装備や見た目にこだわる楽しさがある。
- 戦闘が楽しく、エフェクトや音が特に素晴らしい。
- 2Dドットの良さがあり、地下探索が楽しめる。
- コストパフォーマンスが優れ、ボリュームも満点。
- 見た目と雰囲気が良く、2Dなので画面酔いしない。","- グラフィックはレトロ風で質素に見え、キャラグラフィックや基本モーションが微妙でビジュアルが乏しい。
- ペットが多く実装されているが、可愛いものは少なく、最高性能の光源ペットが不気味な見た目で代替不可なのが残念。
- 環境や天候に合わせたBGMは多く印象に残るが、グラフィックの質が気になる。
- グラフィックが推奨レベルに達していないときついと感じる。
- グロ描写は設定でオフにできるが、敵のグラフィックや声が不快で改善されていない。
- 地下が暗く、小さなブロックが多く、アイテムのハイライトも不足しているため、視覚的に厳しい。","- 見た目はレトロで安っぽいが、ゲームの内容は素晴らしい。スタイルと世界観に感銘を受けた。  
- レトロなドット絵やブロックの風景描写に感動することはなかったが、神秘を体験することの重要性を感じた。  
- 世界観やグラフィックの好みには差があると考えられる。"
遊ぶ意義,"- 楽しくて印象深いゲームで、友人との思い出も大切にしている。
- 目標が明確で、達成感を得やすいのが魅力であると感じた。
- 中毒性があり、長時間プレイしてしまうゲームだと思っている。
- 十分な価値を感じ、価格以上の楽しさを満喫できるゲームである。
- 自分だけのキャラクターを作成でき、遊びに自由度が高い。
- 友人とマルチプレイを楽しむことができて良かったと感じた。
- 建築や冒険を同時に楽しめ、有意義な時間を過ごせた。
- 何度も新たな世界でプレイできる楽しみがある。
- ゲームを通じての成長や冒険心を刺激されると感じている。
- ストレスを抱えたときにこのゲームが助けの手となった。",,
没入感,"- ゲームに夢中になって500時間もプレイしてしまった。
- アップデートで新しいアイテムやボスが増えており、やりがいがある。
- プレイ中は周囲の状況に気付かず、時間があっという間に過ぎる。
- 社会人でも遅くまでプレイし、日が昇ったこともある。
- 特にボス戦が楽しく、没頭できる要素が多い。
- 時間を忘れて掘ったりクラフトを楽しむことができる。
- 中毒性が高く、やり始めると止まらなくなる。
- シンプルでも奥が深く、長時間楽しむことができる。
- 音楽やエフェクトが心地よく、のんびりした気持ちで遊べる。
- 結果的にプレイ時間の上限がなくなるほど面白い。","- プレイすると寝不足になり、一日何時間もプレイしてしまう。
- 情報を事前に入れずにプレイしたため、早々にジャングルで迷子になり、何度も死んだ。
- 初めの1時間は苦痛で、一度返金したこともある。
- しかし、じわじわハマり始め、豆腐拠点を作ったあたりから楽しさが増してきた。
- プレイ中は時間を忘れ、周囲の状況に気付かなくなることがある。
- 敵に襲われ続ける中で、時間が経つことを感じられなくなる。
- 頭が真っ白になってしまうこともある。
- 麻薬的な中毒症状を感じることがある。
- ゲームが非常に時間泥棒である。
- プレイすることで得られる体験には強くハマる要素がある。","- ミドルコアでプレイしているが、steam版に慣れるまでソフトコアを強く推奨する。
- スリルと緊張を求めるならばハードコアが適しているが、プレイ中は周囲の状況に気付かなくなることがある。"
成長感の得やすさ,"- 慣れれば非常に快適に遊べ、ラスボスまでたどり着ける。
- 装備を集めることでアクション性が向上し、段階的な目標が意欲を刺激する。
- ボスを倒す達成感や装備を強化する楽しさがある。
- アクションが苦手でも挑戦を続ければ到達可能なゲーム。
- 難易度は思ったほど高くなく、子供でも楽しむことができそう。
- プレイヤーの成長を実感できるプロセスが魅力的で、おすすめ。
- 新しいアイテムや武器を手に入れる喜びが大きい。
- 自分の能力を向上させながら、探索を楽しむことができる。
- 難易度選択が可能で、苦手な人も楽しめる配慮がある。
- ゲーム自体が進行するにつれ、プレイヤーの能力が飛躍的に増える。","- 上位互換を作成するためにはボスを倒す必要がある。  
- 難易度設定は比較的易しく、苦労せずクリアできる。  
- 死にゲー的な要素が強化されている。  ","- 楽しさが徐々に分かり、内容が定着してきた。  
- 達成感がなければ面白くないと感じている。  
- 友人との協力プレイでさまざまな成長を実感できる。  "
好奇心への刺激,"- ゲームの進化を調べたい欲望が強い。
- 新素材の発見にワクワクし、長時間楽しんでいる。
- 無限の探検要素があり、飽きることがない。
- 新しいバイオームやボス、NPCが登場し、興味を刺激する。
- プレイ毎に新しい発見があり、楽しみが増え続けている。
- MODの存在によりやりこみ要素が増大する。
- アップデートで新要素が加わり、常に新鮮な体験が得られる。
- 収集や探検の楽しさがあり、やりたいことが尽きない。
- 一度のプレイで多くの要素を体験でき、再度挑戦したくなる。
- 多人数でのプレイが特に面白く、期待感に満ちている。","- やることが多くて終わりが見えない。
- Terrariaの世界を理解する探求心が必要だ。
- ダンジョン内部がどれほど恐ろしいか想像したくない。
- 初めてプレイする場合は多くの情報を調べる必要がある。
- 材料が揃っても、装備の確認を忘れずに。","- 空は何もない印象だが、実際に探索してみる価値がある。
- 自分でやることを見つけ、時には調べて攻略する必要がある。
- ゲームの進化を知りたかったが、まだラスボスに会えていない。
- アイテム収集の効率化に取り組むと時間が溶けていく。
- 攻略サイトは多様な作成要素を理解するために必要だ。
- プレイを重ねないと装備や要素を全て楽しむことはできない。
- ランダム生成のワールドを探索する楽しさがある。
- SNSで「Terraria 建築」を検索すると役立つ情報が得られる。
- 友人と一緒にプレイしてラスボス攻略を目指したいと思った。
- ゲームの進化を調べることが自分の楽しみの一つだ。"
自由度,"- 自分のやり方で自由にゲームをプレイでき、選択肢が豊富で楽しい。
- 道中の攻撃手段やスタイルの多様性があり、毎回異なるアプローチが楽しめる。
- 様々な遊び方ができ、一人でもマルチでも楽しめる。
- MODを追加することで、さらなる楽しみが広がる。
- 建築とハクスラの要素が調和しており、自由度が高い。
- プレイヤー自身が自由に環境を操作できることが魅力。
- 自分の好きなスタイルでプレイでき、様々なコンテンツが充実している。
- 難易度を自分で調整できるため、初心者から上級者まで楽しめる。
- 自由な行動によってプレイスタイルに個性が出る。
- 遊び方は無限で、探索や建築、戦闘など多岐にわたって楽しめる。","- ゲーム内の説明がほとんどなく、目的を自分で見つける必要がある。
- サンドボックスゲーム初心者はシステムを理解するまで楽しめないかもしれない。
- 複数人プレイの場合、他のプレイヤーの進行についていけないことがある。
- 自由な世界観が損なわれて、JRPG-likeな進行が導入されるのが残念である。
- マインクラフトのような自由度を求めると、期待外れになる可能性が高い。
- 自由度が売りなのに、操作の自由さが制限されている。
- プレイは主にあらかじめ決められた手順に沿って進めることになる。
- 自由に建築できるモードは限られており、完全自由ではない。
- 探索やブロック配置を楽しむタイプの人には不向きだ。
- 面倒になり、ワークショップからアイテムを入手して楽しむプレイヤーもいる。","- 強い敵と戦いたい場合は放置プレイでも良い。
- アイテム名は自由だが、攻略情報を調べるには英名が便利。
- 気分によってアイテム名を変更できる。
- 自由度が高いが、何をすればいいのか分からないことがある。
- プレイヤーは有利なフィールドを作ったりアイテムを集めたりして戦う。"
