aspect,np,review
操作のしやすさ,1,説明がわかりやくなって助かります
操作のしやすさ,0,ガイズくんの操作はキーボード&マウスか、コントローラーで行います。カメラの操作も必要なのですが、マウスだと微調整が難しいのでコントローラーで遊ぶことをおすすめします。あとキーボード操作だとガイズくんが走り出したときの初速が遅く感じます。
操作のしやすさ,1,走る、掴む、よじ登る、ジャンプする、飛び込むしかアクションがないため、ゲームが苦手な人でもそこそこ楽しめるでしょう。
操作のしやすさ,1,とっつきやすいゲームだと思います
操作のしやすさ,1,"やりやすくなって、さらに楽しいですよ！"
操作のしやすさ,1,基本的な操作は簡単で歩く、ジャンプ、つかむ、それだけ。覚えることも少なく、ステージが変わってもとにかく頑張ればなんとかなる感じ。
操作のしやすさ,1,コントローラーを使った方がやりやすいぞい
操作のしやすさ,1,キーボード&マウスでもプレイできますが、細かな操作が出来ないためSteam版でもコントローラーを接続してプレイすることをオススメします。自分も最初はキーボード&マウスでプレイしていましたが、狙ったところに着地したり、視点変更にやりづらさを感じ、現在はXboxOneコントローラーでプレイしています。
操作のしやすさ,1,遊び方に困ることはないはず。
操作のしやすさ,1,直観的に遊べるゲームなので特に気になる点ではないとは思いますが
操作のしやすさ,-1,操作は移動、ジャンプ、掴むとシンプルで見た目のゆるさやブロードキャストでは簡単そうじゃん！と見くびっているとふらふらふにゃふにゃキャラの動きにかなり苦戦する。ただコントローラーのボタン配置がXBOX基準なのでちょっとやりづらかった。
操作のしやすさ,1,簡単な操作で気軽に遊べて負けたり妨害されてもキャラクターの可愛さであまりイライラせずプレイ出来ています
操作のしやすさ,1,冗長さと軽快さの黄金比率のような操作性で快適に遊べ
操作のしやすさ,1,単純な操作なのでアクションが苦手でも楽しめる
操作のしやすさ,1,基本の操作は移動とジャンプとつかみとダイブ、簡単操作で初心者にもとっつきやすい。感覚的に理解しやすいゲームが多く、ルールを理解しやすい。
操作のしやすさ,-1,操作が悪くなってる気がする。何もないところで転ぶようになった。
操作のしやすさ,1,ロード時間の説明分を読めば誰でも理解できる簡単なルールのゲームばかりで誰でも遊べるバトロワゲームです
操作のしやすさ,1,シンプルな操作とルールでいつでも気軽にできる
操作のしやすさ,-1,移動やつかみのラグの影響が凄いです
操作のしやすさ,1,"操作もルールもシンプルで気軽に遊べると思います。「ジャンプ」「飛び込む」「つかむ」の3つの動作をうまく使ってゴールを目指しましょう！"
操作のしやすさ,1,操作が簡単だった
操作のしやすさ,1,操作は単純ですがなかなかに難しく、楽しいです。十分操作できています。
操作のしやすさ,1,操作がシンプルなので経験とプレイヤースキル（状況判断・事前予測）が左右される
操作のしやすさ,1,操作性などは抜群に良い
操作のしやすさ,1,"ルールもシンプルで感覚でわかるのでやりやすいです。"
操作のしやすさ,-1,正しい床を見つけてゴールを目指すマップにて、オレンジタイルの段差に引っかかる所為かとにかく滑って落ちまくり、ゴールにたどり着くどころかタイルの上に乗ることすらままならない状態です。
操作のしやすさ,1,操作が簡単なのでゲームが苦手な人にもお勧めです
操作のしやすさ,1,"操作方法自体は本当に単純で、出されたお題に対して走る、飛ぶ、掴むのアクションで他人よりも長く生き残るか先にゴールするか。ルール自体がわからないという問題には当たりにくい  "
操作のしやすさ,1,パソコンでゲームしてた方なら簡単に始めれます。
操作のしやすさ,1,"単純なルールでシンプル判りやすい。お年寄りとお孫さんでも遊べるのはうれしい。  "
操作のしやすさ,-1,ゲーム画面のカーソルが荒ぶって選択が中々行きません
操作のしやすさ,1,英語が読めなくても判り易いルールに多くないボタン操作
操作のしやすさ,1,操作がシンプルで、回転が速いので、ちょっとやりたい方も、じっくりやりたい方も楽しめると思います。
操作のしやすさ,1,キャラクターが見た目の通りよく転ぶので、良い意味で操作性が悪くてアクションゲームの腕前の差が出にくいところが対戦ゲームとして良い
操作のしやすさ,1,操作性が良い　問題なく、自分の操作したい方向に動かせる。
操作のしやすさ,1,誰でもすぐに遊べて必要な経験などは殆ど要らない
操作のしやすさ,1,どれもぱっと見でルールが分かるものがほとんどなので困ることはないでしょう
操作のしやすさ,1,操作に関しても至ってシンプル 移動とジャンプ、距離稼ぎのヘッドスライディングに他プレイヤーを邪魔するための掴みだけです。
操作のしやすさ,1,"操作に慣れて、ミニゲームに何とか勝利できた時は爽快感を味わうことができました！"
操作のしやすさ,-1,パッドでやってると問題なくゲームができるけど、未だにマウスでやるとカーソルを動かしてるとき画面が停止してしまいます。
操作のしやすさ,1,難しい操作がなく簡単
操作のしやすさ,1,"移動、ジャンプ、飛び込みダイブ、つかみと操作はシンプルなのでとっつきやすいです。 "
操作のしやすさ,0,操作も非常に単純で、例えキャラコンに自信があったとしても最初のスタート位置、巻き込まれ、事故などの運が半分くらい絡んでくるので勝つとは限りません。
操作のしやすさ,0,実技的なチュートリアル機能or練習機能があると初見でとっかかりやすいかなと思うので要望として記載しておきます
操作のしやすさ,1,ゲーム下手の私でもゲームパッドで気軽に参加することが出来ました
操作のしやすさ,1,操作も簡単で楽しくてカワイイ
操作のしやすさ,1,操作に慣れればほかのゲームにも応用できる気がしています
操作のしやすさ,1,基本はゲーム初心者でも軽い説明で楽しくプレイすることができるので
操作のしやすさ,1,とてもラグもなくサクサクとできて面白いと思いますが
操作のしやすさ,0,キーボード＆マウスだとキャラクター操作が難しいが、慣れれば楽です
操作のしやすさ,-1,マウスのボタンを操作に割り当てられず不便。
操作のしやすさ,1,操作も簡単で一戦も一戦が短く気軽に出来るのも重要です。操作も簡単、プレイも短い。
操作のしやすさ,1,カジュアルな操作感（移動・ジャンプ・ダイブ・掴み・エモート）
操作のしやすさ,1,操作がシンプルで分かりやすく誰でも気軽に始められるのがとても良いです。
操作のしやすさ,1,練習による上達もわかりやすく、すぐに実感できます
操作のしやすさ,0,操作に若干精密性が求められるのでコントローラー推奨です
操作のしやすさ,1,"操作も簡単"
操作のしやすさ,1,操作も簡単（ジャンプ、ダイブ、掴む くらいしかない）なので
操作のしやすさ,1,操作は非常に簡単だが、微妙な動作制御やダイブのタイミングなどで上手さが出る
操作のしやすさ,1,ゲームをやるにあたっての障壁が極めて低く誰でも簡単にプレイできます。うちの母親でも大丈夫。しかもゲームデザインは可愛い傾向にあるので見た面的な障壁もほとんどありません。
操作のしやすさ,1,お手軽操作です！
操作のしやすさ,1,ルールはシンプルなので言語は関係ない。使用するアクションもジャンプ、掴む、登るの３つのみ。
