aspect,pos,neg,neu
操作のしやすさ,"- 説明が分かりやすく、ゲーム初心者でも楽しめると感じる。
- アクションが限られているため、ゲームが苦手な人でもプレイしやすい。
- 操作は簡単で、ジャンプ、つかみ、ダイブだけで実行可能。
- コントローラーを使用した方がプレイがスムーズになる。
- シンプルなルールのおかげで、誰でも気軽に遊べる印象がある。
- ゲームの可愛らしいキャラクターによって、負けてもストレスが少ない。
- 誰でも操作しやすく、直感的に遊べる設計になっている。
- ゲームの進行がサクサクで、短時間で遊ぶことができる。
- 難しい操作が必要なく、簡単に勝つ快感を得られる。
- 全体的にルールと操作が明快で、ストレスなく楽しむことができる。","- 操作はシンプルだが、キャラクターの動きに苦戦することが多い。
- コントローラーのボタン配置がXBOX基準のため操作しづらく感じる。
- 移動やつかみのラグが影響していると感じる。
- マップ内のオレンジタイルに引っかかり、滑って落ちることが多くなっている。
- ゲーム画面のカーソルが不安定で選択がしづらい。
- パッドでは問題なくプレイできるが、マウス使用時に画面が停止することがある。
- マウスのボタンを操作に割り当てられず、非常に不便を感じる。","- ガイズくんの操作はキーボード&マウスまたはコントローラーが使用でき、コントローラーの方が微調整がしやすい。
- キーボード操作だと初速が遅く感じることがある。
- 操作は単純だが、運の要素が強く勝利は保証されない。
- チュートリアルや練習機能があると初めてのプレイヤーにとって嬉しい。
- 慣れればキーボード&マウスでも楽しくプレイできるが、精密な操作にはコントローラーが推奨される。"
難易度の適切さ,"- 適度な運要素があり、プロ級プレイヤーでも落とせる楽しさがある。
- 段々と自分のスキルが磨かれる感覚を得られる。
- 難易度がちょうどよく、初心者でも安心してプレイ可能。
- 攻略法を知ることで勝利の可能性が高まる。
- 少しの失敗で挽回できるシステムがストレスなく遊べる理由。
- 緩いゲーム設計のおかげで負けても楽しめる。
- 運と実力のバランスが良く、誰でもクリアの可能性がある。
- 初心者でも楽しめるデザインで、気軽に取り組める。
- 一部の運要素がゲームの難易度を左右するが、基本はプレイヤースキルが試される。
- ゲーム自体が楽しいので、長時間遊ぶことができる。","- 初心者には難易度が高く、勝利が厳しいと感じる人が多い。
- ランク分けがないため、初心者と上級者が同じマッチで対戦するのが問題。
- 新シーズンのマップは複雑で操作が要求され、初見では困難。
- 週末は特にベテラン勢が多く、初心者にはクリアが難しい状況。
- ゲームの進行に伴い要求される動きが厳しくなり、プレイヤースキルが試される。
- 基本的に運要素が強く、反射的なスキルは必要ないという意見もある。
- 1位を取るのが非常に難しいため、競争意識が強いプレイヤーにはストレスが溜まる。
- アクションゲームとしてはかなり難しく、初心者には厳しい環境。
- 運が重要であり、操作技術や戦略が評価されづらく感じる場面も多々ある。
- 勝てない経験が続くとゲームが面白くなくなり、苦痛を伴うことがある。","- ゲームの運の要素が影響し、苦手なステージで落選することがあるが、難しすぎない。
- 初心者には易しいが、時には難しい変化があるため、注意が必要。
- ライバルの動きを見ながら進む戦略も有効。
- スキルが特に必要ないため、うまい人との差が開く。
- 慣れると高ランク帯に入るが、そこでは勝つための修行が求められる。
- ゲームには理不尽さがあるが、あきらめずに優勝を狙える。
- 小さな変化がゲーム性や難易度に大きな影響を与える。
- 気軽に何度もプレイできるが、優勝は非常に難しい。
- 運だけで優勝することもあるが、プレイ時間が結果に影響する。
- テクニックも必要だが、運の要素が常に絡んでくる。"
進捗の明確さ,"- ゴールに到達した時、感動を覚えた。
- 「ROUND CLEAR!」の表示に嬉しさを感じた。
- 達成感から何度もプレイを続けてしまう。",,
目的の明確さ,"- ゲームの目的は他者を出し抜いて1位になること。
- 主な目的はパーティを組んで優勝すること。
- 基本的なルールは、レース、チーム戦、サバイバルの3種類。
- 各種目のルールは数回プレイすれば理解できる。
- ゲーム内のルールはシンプルで明確。
- 競争要素が強く、スリルを感じることができる。
- 初心者でもすぐに楽しめる構成になっている。","- ルールがよくわからなかったため、十分に楽しめなかった。
- 目的を持たずにプレイするのが難しいと感じた。
- 最終的にクラウン集めがメインになるため、目標や楽しみを見つけづらかった。",
視聴覚の魅力,"- ポップなキャラクターとクセになる音楽が特徴で、全体的に良い雰囲気を持つ。
- カジュアルに友達と楽しんだり、一人で黙々と遊べる点が魅力。
- エモートや馴れ合いが楽しめるゲームで、キャラクターがとても可愛い。
- 一見可愛らしいが、実はガチなデスゲームでギャップが面白い。
- 笑いが絶えず、予想外の展開で楽しませてくれるゲーム。
- 音楽、ステージ、キャラクターの組み合わせが素晴らしく、見ているだけでも楽しめる。
- 多彩なギミックがあり、運動会のような気分でプレイできる。
- 子どもから大人まで気軽に楽しめるデザインで、親も安心な内容。
- キャラクターの可愛さとユーモアが評価され、負けても笑えるのが特徴。
- むしろ笑いを提供する純粋でトンチキな体験ができるゲームで、ストレスがない。","- 初期のBGMが改悪されたことに不満を感じている。
- ゲームのスタイル変更に対して萎えた印象を持っている。
- かわいらしい雰囲気を期待して購入するとガッカリする可能性がある。
- ゲーム自体は非常に面白いが、運営に問題があると感じている。
- ステージやキャラの色が派手で、目が疲れやすい。","- 見た目がかわいく、バトルロワイヤルとして楽しめるゲームである。  
- グラフィックが良く、価格も手ごろで多くのキャラクターが存在する。  
- ゲーム自体は楽しいが、フォントが少しダサいのが残念である。  "
遊ぶ意義,"- ゲームをプレイすることは意味があり、価値を感じた。
- クラウン獲得時の喜びや楽しさが記憶に残っている。
- カジュアルに楽しめ、友達とも遊べる独特の魅力がある。
- 暇なときにちょこっとプレイするのに良いゲームだと思う。
- 面白くて、革新的な神ゲーとして評価されている。
- ほのぼのとしたゲーム性が新鮮で楽しい。
- 勝敗に関係なく楽しめる要素が多い。
- 達成感や競い合う楽しさが感じられる。
- 友達と一緒に遊ぶとより楽しめる経験がある。
- 将来性を感じ、有意義な遊びの体験であると評価している。",,
没入感,"- ゲームに夢中になり、試合に完全に集中していた。
- 周囲の状況に気付かなくなるほど没入感があった。
- 勝っても負けても楽しめる素敵なゲームだった。
- 長時間プレイしても楽しいと感じていた。
- ゲームをしていると心臓がドキドキし、緊張感がある。
- プレイ中は笑顔が絶えず、ストレス解消になる。
- 友達と一緒に遊ぶことでさらに楽しくなった。
- 適度な刺激があり、失敗しても挽回できる楽しさがある。
- 心から楽しむことができ、ついつい夢中になってしまった。
- ソロでのプレイでも時間を忘れるほどハマるゲームだった。","- プレイ中は周囲の状況に気付かなくなり、没入感が強かった。
- 後半になるほど、精神状態はバトルロワイヤルに近くなっていく。
- ファイナルラウンドで現れたチーターによって全てが台無しになった。
- なかなか思うように進めず、もどかしさを感じた。
- 実際に触ってみると、予想以上に難しいことに気付いた。
- 何度も周囲に気付けなかったため、プレイに集中していた。
- 緊張感と難易度がプレイ体験を一層深くした。",- 周囲の状況を認識できなくなった。
成長感の得やすさ,"- ゲームが苦手でもチーム戦では上手い人に頼って優勝できる。
- レースステージを繰り返すうちにコツが掴めて上達する。
- ゲームを楽しむことで自然にスキルが向上する。
- 初心者でもコスチュームを待ちながらプレイしていると決勝常連になれる。
- リワードが解放しやすく、ステージが変わっても努力次第でクリアできる。
- プレイヤースキルの要求が低く、誰でも勝てるチャンスがある。
- 気軽に遊べて達成感を感じられるゲームで、上達を実感することができる。
- 勝ち進むことで楽しさが増し、初心者でも少しのコツでクリア率が上がる。
- ゲーム操作に慣れれば誰でも達成感を味わえる。
- 簡単に始められるが、奥が深いゲームで、経験を重ねることで成長する。","- テクニックが必要で上達が虚しく感じることがある。
- アクションゲームが得意でも勝てない場合がある。
- やり込んでいるプレイヤーには勝つのが難しい。
- 序盤は面白いが、中盤以降は厳しさが増す。
- 高ランク帯では勝てる技量を身につけるために練習が必要。
- 自分の成長を感じたい人にはすぐ飽きる可能性がある。
- プレイヤーの実力が求められるが運要素も影響する。
- 自分は非常に悪く、勝てる感覚を得られなかった。
- 全体的に技量と運の両方が影響するゲームと感じた。","- 実践を重ねることで徐々にコツを掴んでいる。  
- 競技の動画を見て自信を持っていたが、実際は上手くいかなかった。  
- 現在は王冠を一つしか獲得していない。  
- さらなるスキル向上を目指して頑張りたいと考えている。  "
好奇心への刺激,"- プレイヤーの戦法が進化しており、その対応策を考える楽しさがある。
- 更新後に遊んでみることにした。
- 攻略法を知ったり発見することが重要だと感じる。
- 収集の欲求が高まる。
- 新ステージの登場に興味を持っている。
- 新シーズンの情報もあり、人気が続きそうだ。
- このゲームは革新的な要素を持っている。
- シーズン2を楽しみにしている。
- マップやギミックを覚えることが重要だ。
- アップデートでステージの大きな変化が期待できる。",- 現在の試合にはチーターが全くいないのか疑問に思っている。,"- ミニゲームの進化に期待しているが、シーズン2への興味は微妙。
- メンテナンス後のゲーム状況が気になる。
- 今後どのような世界が広がるのか想像がつかない。
- チーター問題で敬遠していたが、再考の余地があるかもしれない。
- アップデートでのチーター対策を期待している。"
自由度,"- 誰でも勝者になれる自由なゲームで、独自のプレイスタイルを楽しめる。
- フレンドと気楽にプレイでき、単純な操作でアクションが苦手でも楽しめる。
- シンプルなゲームで、様々な仕掛けを楽しみながらプレイできる。
- クロスプレイやカスタムマッチ対応で、友達と協力プレイが可能。
- ミニゲームを軽く遊べる雰囲気で、自由にトレーニングモードもある。
- 課金なしでスキンを楽しめ、負けても気にせず楽しめる。
- チャットがないため、暴言なくゆるいオンライン対戦ができる。
- ランダム生成で毎回違った展開が楽しめ、簡単にサクッと遊べる。
- 大人数でのパーティゲームにぴったりで、気軽に遊べる環境が整っている。
- 自分のキャラクターをカスタマイズして、自分のペースで楽しめる。","- 名前の自由度がないのが残念だ。
- 自分はあまり上手くないと感じている。
- 操作性が悪いため、アクションゲームでの腕前の差が出にくいのは良い点だ。","- チーターのいない決勝を見届けたいと思っている。
- 個人戦専用のマッチングモードが欲しいと感じている。
- 好きなステージを選べる一人用やフレンド専用の練習モードが望ましい。
- ランダム性のある要素があれば良いと考えている。
- 自分のゴーストと競うモードや一人で遊べるモードが必要だと思っている。
- 自由度の高いゲームプレイを求めている。
- ルーム作成機能があり、ルールも設定できるとさらに良い。
- ソロ専用モードやチーム戦モードの導入を検討している。
- マッチキューの数が増えると対戦が難しくなる可能性を懸念している。
- 得意なミニゲームが来ることを期待しながら、苦手なゲームを攻略しようとしている。"
