aspect,np,review
操作のしやすさ,-1,インベントリ周りの操作性が格段に向上しているが、覚えないといけないことが多く慣れるまで少し苦労するかもしれない。ゲラルトの操作性はレスポンスがよくなり、非常に機敏に動けるようになったが、キー入力からの若干のラグは慣れが必要で、狭い空間での方向転換では顕著にあらわれる。愛馬ローチも障害物で失速するなど扱いが難しくなる。
操作のしやすさ,-1,使いにくいUIに、もっさりした移動に
操作のしやすさ,1,"操作性に関しては4とした。全体的に概ね操作しやすい完成度だと思うが、大きくプレイアビリティを損ねているのが移動時にヌルっとすべる挙動があり、初動が大きいためアイテムを拾うとか扉を開けるといった操作に支障があることが挙げられる。  "
操作のしやすさ,1,パッドでの操作性はぼちぼち、マウスを使うと遅延がひどい。チュートリアルはドえらい丁寧、あまりに丁寧なので途中からOFFにしました。右上のMAPに探索アイコン、ドロップアイテムなどが全部表示される上に拾う作業も楽。乗馬時は走るボタン長押しでお馬さんが勝手に道なりに走ってくれます、かなり便利。
操作のしやすさ,-1,操作性の悪さ。妙に慣性の効いた動きをするので戦闘やアイテムを取ったりするとき、または乗馬時にイライラすることが結構あった（その動きがリアルと言えばリアルなのだが）。これに関しては人の好みによると思う。オプションの設定で慣性を軽減することができる。
操作のしやすさ,1,戦闘システムやUIも前作と比べて改善されています。移動速度が改善＋馬による高速移動、敵の攻撃を瞬間ガードでカウンター、ローリング回避の距離が倍増、気力を消費しない避けが追加、印のレパートリーが増加、ジャンプの追加など、プレイヤーは明確かつ直感的に操作を感じることができると思います。
操作のしやすさ,-1,ゲームのアクションゲームとしてはそんなに面白い作品ではないので、評価が下がると思われます
操作のしやすさ,0,操作性がやや難ありで、視点のゲームでありがちなイライラ感があるが妥協できるレベルと思う。
操作のしやすさ,0,"移動はファストトラベルポイントも多めなので比較的楽だとは思いますが、馬もボタン押しっぱで道なりにあるていどは進んでくます（ただ呼び出すときに変な所にでて引っかかってウザい時はちょくちょくあります）"
操作のしやすさ,1,遊びやすさと難易度を両立し、今までのシリーズにあったとっつきにくさの部分を大幅に改善した
操作のしやすさ,-1,慣れない操作感や世界観に戸惑いましたが、作品に引き込まれました
操作のしやすさ,1,操作性に雲泥の差がある。移動別モード（移動の慣性軽減）がオプションで変更できるためゲームを買ったらまずそこをいじろう。MODが楽に導入できるため落下ダメージや所持重量限界や毎度のオイル手動塗り等が気に入らないなら探して導入するのもいい。
操作のしやすさ,1,アクションゲーム苦手ですが、少しの操作、印(魔法みたいなもの)、攻撃、防御、回避を覚えれば負けは少ないですね。
操作のしやすさ,-1,"ボタンを押してからキャラが動き出すまでに微妙な間があるせいで、戦闘以前に走ったり跳ねたりしてるだけでもストレスがある。ハシゴを掴みたいのにボタンを押すとロウソクの火を点けたり消したりする現象が割と頻繁に起きる。初期設定だと操作キャラクターの向きにちょっと遅れてカメラが追従してくる挙動で、30秒でゲロ吐きそうになったのも最悪だった。色んなところに小さなストレスがあってアクションとしては褒められたものではない。 "
操作のしやすさ,1,UI やらプレイヤーキャラのゲラルトさんが操作がしやすくなっています。前作よりも劇的に技が使いやすく感じました。
操作のしやすさ,1,"複雑なシステムを全て理解しなくても何とかなるようになってます"
操作のしやすさ,0,元々操作性に難のある作品ですのでそっちのほうが多少ストレスになるでしょう。GTAシリーズのような動きに慣性がありますが慣れてしまえば問題なし。
操作のしやすさ,1,プレイしやすいボリュームだと感じました
操作のしやすさ,1,軽快な操作性
操作のしやすさ,1,トリガーの押し込みや振動が術毎に違って凝ってるのでなかなか楽しい機能になってます
