aspect,pos,neg,neu
操作のしやすさ,"- UIやシステムは直感的で分かりやすく、操作に困ることはほとんどない。
- 時間を停止して指示を出せるため、資源の浪費を避けられる。
- 入植者のAIはあまり賢くないが、マイクロを楽しむことができる。
- 徐々に慣れてくると、ゲームが楽しくなり時間を忘れてしまう。
- 一時停止ができるので、ゲーム初心者でも楽しめる設計になっている。
- MODの導入も簡単で、ゲームの体験をカスタマイズできる。
- 優先順位を付けることでキャラクターが自動的に仕事をしてくれる。
- 少しの不自由さとランダム性が中毒性を生んでいる。
- 操作はわかりやすく、チュートリアルなしでもクリア可能な場合が多い。
- また、特定の動画を見ながら始めると効率的にプレイできる。","- チュートリアルは基本的な内容のみで、最初は失敗が多い。
- ゲームのシステムや操作方法が分かりづらく、不親切な部分がある。
- 操作性が独特でメンバーを思うように動かせない。
- UIが複雑で、多くの機能が散らばっている。
- 操作方法を理解するまでモチベーションが保てないことがある。
- メニューや指示の方法が分かりにくく、チュートリアルも効果的でない。
- ゲームの進め方やキャラクターの行動目的が理解しづらい。
- 不便なUIにより、操作が直感的でなく煩雑に感じる。
- 初心者は操作や設定に躓くことが多い。
- 全体的に不親切で、ゲームのシステムを覚えるのが難しいと感じることが多い。","- チュートリアルは初歩的な内容で、プレイヤーは不明点を調べながら進行するのが良い。
- バニラの状態でロケットを飛ばすまでがチュートリアルの範囲に含まれている。
- キャラクターの操作は直接できないため、自分の意図通りに行動させるのが難しい。
- ゲームに慣れている人は早く理解するが、筆者は500時間後に気づいた操作方法を記載している。"
難易度の適切さ,"- ゲームは難易度設定が豊富で、サバイバル要素が楽しめる。
- 初心者には「フェーベ」で穏やかな難易度から始めることを勧める。
- 戦闘はリアルで無慈悲だが、不条理ではなく経験により結果が変わる。
- 難易度を下げればゆっくりコロニーを拡張でき、上げれば緊張感のあるプレイが楽しめる。
- プレイスタイルに応じて難易度や環境をカスタマイズできる。
- 無制限のセーブ＆ロードをしない設定では、運を排除する必要がある。
- 低難易度では、考えるのが苦手でも楽しめる。
- 難易度設定が絶妙で、シビアながらも中毒性がある。
- 理不尽な出来事にも対処できる余地があり、達成感が得られる。
- MODを使うことで、さらに多様な難易度やプレイスタイルが楽しめる。","- 難易度が低いと簡単にクリアできてしまい、物語を楽しむ間もない。
- 高難度では選択肢が狭まり、ロールプレイの幅が減る。
- 最新の環境ではセーブ＆ロードやチートが必要とされる高難度になっている。
- 基本的な難易度は高く、初心者には優しくない印象がある。
- チュートリアルが不十分で、初心者が詰む原因になっている。
- 難易度を下げることで基地づくりを楽しめるが、初めは苦労することが多い。
- 難易度の調整が必要で、序盤には厳しい場面が多発する。
- 難易度高めで、多くのイベントがプレイヤーを圧迫する仕組みになっている。
- プレイヤーは資源管理に苦しむため、精神的な負担も大きい。
- 難易度に関するゲームバランスが厳しく、特に高難易度では理不尽さを感じることがある。","- 資源がシビアなため、知識がない状態でプレイすると後悔することがある。
- 最初から理想的にプレイするのは難しく、妥協してやりくりする必要がある。
- ゲームバランスにおいて、事前に知識を得ておかないと厳しい部分がある。
- 戦闘の難易度が上がっており、苦労することがある。
- 何度もやり直しを行う中で、諦めずに挑戦すると好転することがある。
- 物資が手に入らないことがあり、難易度は意外と高めと感じる。
- 操作に慣れるまでに時間がかかるため、Easyモードを推奨する。
- ゲームの複雑さから、プレイに苦労することがある。"
進捗の明確さ,,- プレイ後にあまり進展を感じられなかった。,
目的の明確さ,"- ゲームの大きな目的は「惑星からの脱出」である。
- ただし、プレイヤーは目標を気にせずコロニー運営を楽しむことができる。
- 食料品を長期間保管できるため、コロニー運営に余裕が生まれる。
- 最終的に宇宙船を作って脱出することが明確なゴールである。
- ゲームにはロールプレイ要素が強く、自分のスタイルで楽しむことができる。
- 発展したコロニー運営の過程を楽しむことがゲームの目的である。
- プレイヤーは多様なプレイスタイルや永住プレイを選ぶことが可能。
- 自由度が高く、コロニーの繁栄を自分好みに調整できる。
- エンディングを急がず、ドラマを楽しむことが重視される。
- 物資集めや研究を通じて、宇宙船を作り脱出することが最終目標である。","- 完全に何も知らない人にはお勧めできないゲームである。
- 初めはやることが多すぎて混乱する。
- 宇宙船を作り星を脱出するのが目的だが、正直どうでもいい。
- 最終目標のロケットを飛ばすことは飾りレベルに感じる。
- ゲームを進めるための導線が非常に薄い。
- 目標が「惑星脱出」のみで飽きやすい。
- ルールを覚えないといけない点が多い。
- 説明不足のため、ネットで調べて学ぶ必要がある。
- 全体的な目標が明確でなく、目的を持たないとダラダラしてしまう。 
- ゲーム進行に関する情報の不十分さが目立つ。","- ゲームの本質はクリアではなく、荒れた世界の不条理を体験することにある。  
- 明確なクリア条件は存在せず、プレイヤーは自由に探索することができる。  
- ゲームの全体の流れは示されているが、進行方法はプレイヤー次第である。  
- プレイヤーはこの不思議な世界における神様のような存在となる。  "
視聴覚の魅力,"- グラフィックがシンプルでも設定やストーリーが豊富で魅力的。
- プレイするうちにキャラクターに愛着が湧く中毒性がある。
- BGMは雰囲気を引き立てる優れたものが選ばれている。
- ややグロテスクな表現があるが、全体としては受け入れやすい。
- 多様なMODを使用することでゲームの楽しみが増す。
- 見た目のシンプルさに反し、プレイ中のドラマが絶え間なく起こる。
- キャラクターたちの動きが魅力的で観察する楽しみがある。
- 音楽やエンディング曲が特に良く、新しい冒険への期待感を高める。
- 灰色の地味さに反して、深い人間ドラマが展開される。
- グラフィックが簡素でもゲームの魅力がそれに依存しない名作である。","- グラフィックがシンプルすぎて購入に悩んだが、結果的に不満が多かった。
- 環境の美しさが心境にも影響を与えると感じた。
- ビジュアルのチープさが気になり、紹介画像もあまり魅力的ではなかった。
- 一見パフォーマンスが良さそうでも、マップ設定やキャラクター数に依存し、スペックが求められる。
- 住民たちの声が聞こえる頃には手遅れだと感じた。
- グラフィックが気に入らず、敬遠していたゲームだった。
- かわいいアイコンに見えて実際はグロい要素があることに驚いた。
- グラフィックが最低限で、キャラクターに感情移入できなかった。
- ゲーム開始から4時間でバグに遭遇し、印象が悪化した。
- 一般的な見下ろし型2D画面で特筆すべき点は少なく、MODは豊富だったが音響に不満があった。","- グラフィックがリアルではないため、見た目はグロテスクに感じるが実際はそうではない。
- グラフィックに惑わされずにプレイすることが重要である。
- キャラクターの顔が少し味気ないと感じた。
- 雰囲気や音楽はDarkest Dungeonに比べてやや劣る印象がある。"
遊ぶ意義,"- このゲームはプレイヤーごとに物語が生まれ、感情移入ができるため非常に価値がある。
- ゲームクリアは目的ではなく、キャラクターたちのストーリーを楽しむことが主な魅力である。
- 無限大の遊び方が提供されており、自分のスタイルで楽しむことができる。
- プレイヤーが選んだ選択によって物語が展開し、感情の共鳴を感じることができる。
- ヒューマンドラマやキャラクターの成長を楽しむプレイヤーには特におすすめのゲームである。
- ゲームをプレイすることが無駄ではなく、人生を豊かにしてくれる要素がある。
- シミュレーター的な要素が強く、リアリティが高いため没入感が増す。
- 個性豊かなキャラクターに感情移入し、共に成長する楽しさがある。
- 遊ぶことで得られる達成感は非常に大きく、ストーリーを紡ぐ感覚が素晴らしい。
- このゲームは時間泥棒で、一度ハマると長時間遊び続けてしまう魅力がある。","- 亡くなった仲間を埋葬し、遺品を身に着けることで新しいコロニーが形成される様子に深い感慨を覚えた。
- このゲームはプレイヤーの選択により生々しいドラマが生まれ、特に意味のある体験ができると感じた。
- ストーリーがテーマであり、プレイヤーは新たな物語を創出する楽しさを味わえる。
- プレイすることで物語の色合いを変えられる自由さと、内密なデータへの好奇心が刺激された。
- ゲームプレイの流れとしては、家を作り、食料を確保し、敵から守る準備をしながらリソースを集める。
- キャラクター間のドラマが毎回異なるため、飽きが来ず新鮮な体験ができる。
- プレイ時間が長くなり、実質的に資格を取るような感覚が得られる。","- 住人たちを見つめると切なさを感じる。  
- この星に長く住むことで、そこは都のように思える。  
- ストーリーは簡潔で、プレイヤーが遊ぶことで物語が作られていく。  
- クリアの意義は感じないが、キャラクターに愛着を持って見守っている。  
- 全てを理解するには約50時間必要で、それまではいろいろな体験を重ねることになる。  "
没入感,"- プレイ中は周囲の状況に気付かなくなり、夢中になることが多いゲームである。
- ゲームの楽しさから時間感覚が狂い、あっという間に時間が過ぎてしまう。
- 時間を忘れ、セッションが長くなることが多く、中毒性のあるゲームと感じられている。
- 入植者たちの生活を観察すること自体が楽しく、物語が自然に生まれる魅力がある。
- プレイ時間が気づけば数時間を超えており、熱中するあまり廃人のような生活になったこともある。
- リアルな体験ができ、ゲームに深く入り込みやすい。
- 毎回新しいコロニーを始めたくなる魅力があり、さらに何度もプレイしてしまう。
- ゲームの奥深いシステムがプレイヤーを引き込む要因になっている。
- 疲れてもプレイしたくなるほどの魅力があり、没入感が強い。
- ほかの活動を忘れるほどの夢中さがあり、次に気付いたときには明け方になっていることが多い。","- 最初は熱中していたが、次第に作業感が強くなっていった。
- プレイ中は周囲に気付かず、没入していた。
- エンディングに到達できず、プレイ時間が増え続けることに気がついた。
- 3大欲求以外の時間をすべてゲームに費やしていることを認識した。
- 住民たちの声を聞くようになったら手遅れであると思った。
- 食欲を忘れるほどゲームにのめり込んでしまった。
- 可処分時間を全て奪われるゲームだった。
- 一度ハマると時間が溶けてしまってよくないと感じた。
- 購入当初は寝不足気味になるほど遊んだ。
- 気がつくと何時間も経過していることが多かった。","- このレビューは、プレイヤーが惑星を出るための時間を費やしていることを伝えている。
- システムやインターフェースに慣れる過程が重要であると述べている。
- ゲームのプレイには計画性が求められると強調されている。
- プレイ中に周囲の状況に気付かなくなることがあると指摘している。
- 初心者はどうすればいいのかわからず立ち止まることがあることを記述している。
- 最終的には辺境の惑星でサバイバルをする経験が描かれている。"
成長感の得やすさ,"- ゲームを進める中で自分の成長を実感できた。
- 難易度設定が幅広く、初心者にも優しい作りになっている。
- 試行錯誤を重ねることで達成感を得られるのでやりがいがある。
- 高難度でも挑戦する楽しさがあり、特にパーマデスモードが印象的。
- ゲームの理解が進むと印象が変わり、楽しめるようになった。
- 慣れてくるにつれて快感が増し、コロニーが成長する様子が楽しい。
- 失敗を重ねながらも学び続け、最短クリアを目指す過程が楽しさを加える。
- ゲーム内の様々な要素が詳細に設定され、やり応えが十分にある。
- 理不尽な状況を乗り越えた時のカタルシスが特に感動的。
- 自らの采配で拠点を大きくしていく喜びが格別である。","- 操作方法を覚えるのが苦痛で、達成感が得られなかった。
- やり込むことで爽快感は得られるが、時間がかかると感じた。
- 敵襲や災害への対処法を覚えると運が大きく影響する。
- プレイに習熟するまでの過程は非常に残酷だと実感した。","- プレイヤーの管理能力が試されるゲームである。
- 拠点を成長させることで安心感を得られるが、技術獲得には試行錯誤が必要。
- 300時間のリロードとリセットを経てようやく惑星を脱出できる。"
好奇心への刺激,"- コロニーデザインの試行錯誤が楽しめ、資源集めや探索がワクワク感を生む。
- ワールドマップは広大で、物語の進行が気になる楽しみがある。
- ゲームの進化やMODに対する興味が強く、遊び方を増やしたくなる。
- MODの充実により、ゲームのバランスや世界観が変わり、新しい楽しみが提供される。
- ランダム性のあるイベントが毎回のプレイに新発見やワクワク感を与える。
- 日本語化や情報収集が容易で、手探りで進む操作が好きな人におすすめ。
- ゲームをやり込むほどに奥深さが理解でき、飽きが来ることが少ない。
- MODを使うことで、未知の遊び方を模索する楽しさが増す。
- 先が見えないイベントや新しいキャラへの興味が湧いてくる。
- 何度もやり直しを重ねながら新しいシチュエーションで遊べることが快感となる。","- ゲームのシステムや操作方法がわかりづらく、最初は少々不親切な印象がある。
- WikiやYouTubeで解説を見て理解することで、楽しさが増す。
- ワークショップやMODに関する情報収集に時間を費やすことが多くなる。
- ゲームの仕様を理解するための要素が多く、考慮すべき点が増える。
- 敵の強さを知らない方が楽しめる可能性がある。
- MODに手を出すとハマることが多い。
- 猫っ子の要素は存在しない。","- 無茶をしなければゲームで詰むことは少ない。
- 精神崩壊の原因については攻略サイトや実況動画を視聴するのが有効。
- ゲーム住人の行動変化に興味がある。
- ゲームの進化に関する情報を調べたかった。
- 試合の進行状況について知りたかった。
- バージョン更新に伴う新しい要素や削除要素がある。
- 新システムの理解には調査や専門家への質問が役立った。
- 興味があればゲームの購入を勧める。"
自由度,"- 自分のスタイルで自由にプレイでき、多様なプレイスタイルを試せるゲーム。
- 基地や部屋を設計する楽しさがあり、非常に高い自由度が感じられる。
- MODの導入が容易で、自由なプレイを実現できる点が好評。
- プレイヤーの特性を反映したアバター作成や、入植者のカスタマイズが可能。
- 遊び方の選択肢が豊富で、難易度調整も自由にできる。
- プレイスタイルによって異なる体験ができ、自分のルールを適用可能。
- 無数のMODによって、遊び方が無限大に広がる。
- 自己のペースで遊べるため、リラックスしながら楽しむことができる。
- ゲーム内の目的に対するアプローチが多様で、プレイヤーの自由が刺さる。
- 基本的なシステムは押さえられていて自由度が高く、様々なロールプレイが楽しめる。","- コロニー構築の自由度が減少していると感じる。
- 一見自由度が高そうだが、実際は単調で同じことの繰り返しになってしまう。
- 理想的なプレイは難しく、妥協しながらやりくりしている。
- やりたいことをやりつくすと満足し、クリアには至らない。
- MODが増えているが、選ぶだけでプレイ開始できない状況。
- 自分のスタイルでプレイできるが、制限される要素が目立つ。
- MODを使うことで多様な体験ができるが、目的を失いやすい。
- ゲームを開始する際には計画が必要で、そうしないと詰む。
- 防衛陣地の構築には手間がかかることがある。
- ゲームの楽しさが次第にダラダラとした作業感に変わる気がする。","- ゲームはトライ＆エラーが基本で、難易度はローグライクに近い。
- プレイスタイルは自由で、目的地まで移動するか居住し続けるか選べる。
- バニラ版では蛮族プレイの魅力が薄いが、MOD利用で多様な遊び方が可能。
- AIに任せてスケジュールを決めることでゲームが進行する。
- クリア目標はあっても飾り扱いで、永住や破滅を楽しむこともある。
- システムは難易度が高く、中毒性があり、油断できない状況が存在する。
- MOD利用時にはバックアップとメモが必須である。
- MODによってゲームバランスやキャラ容姿が変わるが、メモリ不足に注意が必要。
- 難易度調整用のMODもあり、プレイヤーの好みに応じて楽しめる。
- 日本の有志が作成したMODまとめサイトを参照すると良い。"
