aspect,np,review
操作のしやすさ,1,格段に遊びやすくなっています。パラシュート降下の際に、だれかの後についていく機能があったり回復中は動けたり、コマンドで弾薬・回復が欲しいといえばチームメンバーから受け渡し出来たり・・・。
操作のしやすさ,0,操作に慣れることがコツである
操作のしやすさ,1,リコイル制御も大分やりやすくなった気がする。
操作のしやすさ,1,非常に扱いやすいイメージです。乗りやすくて速いなと思ったのはバギーです。サスペンションが効いてるなと実感しました。
操作のしやすさ,-1,マウスでゲームをしたことがなかったのでかなりハードルが高くて動くことで精いっぱいだった
操作のしやすさ,-1,操作が満足にできないとゲームを普通に楽しめる水準に達しないと感じた。
操作のしやすさ,-1,武器のことがわからない。キーボードも押すキーが沢山あり、離れたキーを押す際には、キーボードを見ながら操作している状態で、その辺りが辛いです。
操作のしやすさ,-1,低い段差でも中々飛び越えられない。膝の軟骨が減っているのでしょうか？しかし、登るボタンが用意されているわけではない
操作のしやすさ,1,インベントリの操作が直感的で楽。
操作のしやすさ,1,パラシュートを開く時に減速して操作しなければ降りられました。
操作のしやすさ,1,ルールは至ってシンプルです。とっつきやすいです。
操作のしやすさ,1,操作が難しくなれないが、やっていくと徐々に上達していくのがわかる
操作のしやすさ,-1,ゲーム中にサーバーの影響で操作が効かなくなるバグがあり、そのバグの改善も一向に行いません
操作のしやすさ,0,細かい動作のモッサリ具合とラグがやや目立つが、早期アクセスだから多少はね？
操作のしやすさ,1,プレイして楽しみながら(マーケットで)お金が稼げる
操作のしやすさ,1,ステルスに主軸が置かれているためFPSやTPS経験のない人でも気軽にできることがこの人気の大きな要因になっているのでしょう
操作のしやすさ,-1,ゲーム自体、動きがもっさりとしていて慣れるまでゲーム酔いします。
操作のしやすさ,1,操作性はFPS系とほぼ変わらず。
操作のしやすさ,1,思っていた以上に快適にプレイできる
操作のしやすさ,-1,車の乗り降りのボタンを分けてほしい
操作のしやすさ,1,移動の時も視点変更可能です。銃の覗き込みに関して一人称視点もあるのでFPS感覚でプレイすることも可能です。
操作のしやすさ,-1,"更新しても押せない時がある"
操作のしやすさ,-1,今ではパラシュートを最速で開いて遠くまで行こうとしても、2kmぐらいまでしか行けませんでした。もうパラシュートをうまく使い遠くまで行くという方法はほぼ無くなったと考えてもいいでしょう。これもまた戦闘を避けたい人にとっての必需品である車が操作しづらくなるのは辛いものだなぁと思いました。ハンドリング操作が利きづらくなったという感じでしょうか。今までは少しマウスを動かしたら車がすぐに反応して左右に動きましたが、今ではそれが動かしづらいという事ですね。
操作のしやすさ,1,ルールもわかりやすくいいゲーム
操作のしやすさ,1,ルールはいたってシンプルで空き家などから武器や防具を拾いつつ100人(マッチングによっては90人弱)の中で殺しあいながら生き残るだけです。覚えることが少ないです(ややこしい要素が無い)。
難易度の適切さ,-1,全く勝てないです。一戦で１キルできれば喜ぶくらいです。
難易度の適切さ,-1,初心者が運だけで最終決戦に勝つのは難しい
難易度の適切さ,1,ソロ戦では私のようなへたっぴぃでも誰に迷惑をかける事も無く、倒されるのもまた楽しい。
難易度の適切さ,1,初心者であっても、ある程度強い武器と適正距離にいれば、上級者にワンチャンがあるのが高ポイント
難易度の適切さ,-1,難しい
難易度の適切さ,1,キルを多くとった者が勝つわけでは無く、最後まで生き残ればよいので戦闘が苦手でも高順位を狙える。
難易度の適切さ,1,難易度は高いものの、圧倒的にハマりました
難易度の適切さ,1,実力不足だとしてもこれらの運要素で全然ワンチャンある、まったりやりたい人やシューティング初心者にもオススメできるゲームです
難易度の適切さ,1,シューターゲームが苦手な初心者でも楽しめるところに本質があります
難易度の適切さ,-1,低レベル同士でマッチすることはほぼないでしょう。新規は着いてこれないだろうなと思います。
難易度の適切さ,-1,AIM力もないときついです。
難易度の適切さ,1,なかなか勝てないが、勝利した時は相当嬉しい
難易度の適切さ,-1,好成績を残せたときの達成感はそれなりにはあるが一度メンタルがシラけてしまえば速攻で飽きる内容
難易度の適切さ,-1,上級プレイヤーしか残っていないので、ひたすらアイテムを集め上級プレイヤーに配達するようになる
難易度の適切さ,1,私自身FPSやTPSが苦手ですが3時間程度でドン勝を食べれました。
難易度の適切さ,-1,このゲームは初心者にとっては確かに難しい
難易度の適切さ,1,難しいからこそ、負け続けたからこそ1回の勝利がうれしかった
難易度の適切さ,1,TPS/FPSがあまり上手くない人でも十分に楽しめるだろう
難易度の適切さ,1,ゲームは難しくなく、簡単に勝てた
難易度の適切さ,1,キルできない初心者でもTOP5くらいまでなら行けてしまうゲーム
難易度の適切さ,-1,初心者が定着しない難易度だった
難易度の適切さ,-1,100人の中で1位にならないと負けという厳しいゲームです
難易度の適切さ,-1,自分にはとても未来を感じないゲームだった
難易度の適切さ,-1,レベルとかこのゲームに合わないし
難易度の適切さ,0,難しいゲームなので入りにくいとは思いますがエンジョイしましょう
難易度の適切さ,-1,シビアすぎてうんｋ
難易度の適切さ,-1,ドン勝つは難しい
難易度の適切さ,-1,それなりのリアル思考で綺麗なゲームメイクなだけに結構難しいです。
難易度の適切さ,-1,100人の中で最後の1人になるという「そもそも達成困難なルール」にプレイヤーを放り込み
難易度の適切さ,-1,ゲームとしては勝つにはかなり難しいゲームだと思います。練習モードもありませんし、撃ち合いする機会も他FPSなどより少ないと思うので、慣れるまでに時間がかかる要因だと思います。
難易度の適切さ,1,初心者でも運が良ければドン勝は取れる
難易度の適切さ,-1,初心者でも運が良ければ勝てるのでドン勝自体は比較的簡単。ドン勝よりキル数を稼ぐのが難しい。リコイルが非常に難しいのでアンチリコイル等をインストールしてプレイしたほうがやり易いと思う。
難易度の適切さ,-1,初心者にはとっても優しくない仕様でございます
難易度の適切さ,1,倒せない訳じゃないのでリロードタイミングや武器チェンジのタイミングを見て撃ちましょう。
難易度の適切さ,-1,もともと100人中1～4人しか勝てないゲームルールなので実力と強運がなければ勝てないゲームです
難易度の適切さ,-1,初心者もレベルわけがなく、プロにかられるだけです。
難易度の適切さ,-1,立ち回りとAIMの両方が重要だが、それだけでは勝てない。運要素が強いのがクソゲーと思う人もいるが、そういうゲームだから。
難易度の適切さ,-1,リコイルはすごく難しいし意味わからないリコイル制御で
難易度の適切さ,0,ゲームは簡単すぎず、難しすぎなかった。
難易度の適切さ,1,最初は難しいがソロで初めて１位を取った時の感動は中々ある
難易度の適切さ,-1,確かに今プレイしている人達の大半は猛者であり、初心者が入れるような感じではないと思います。
難易度の適切さ,1,初心者でも勝てるゲーム
難易度の適切さ,1,慣れた人はもちろん、初心者でも運次第で勝てる可能性があるのは良いバランスですね。
難易度の適切さ,1,初心者でも優勝はできたのでワンチャンあります
難易度の適切さ,1,勝てないとつまらないのはあるけど真剣に練習して頑張れば本当におもしろいゲーム。
難易度の適切さ,1,撃ち合いが苦手でも戦術次第（隠れる場所を考えたり、ボーダーの縮小範囲の先読み）で勝つことができる
難易度の適切さ,0,ゲームは難しすぎなかった
難易度の適切さ,-1,私には到底できないようなエイム力を持っているプレイヤーや，車より早く走って移動するすごいプレイヤーがいる
難易度の適切さ,-1,新規や対戦系のゲームが苦手な人は延々とやられ続けるだけなので楽しむためのスタートラインにすら立てません。
難易度の適切さ,0,ゲームは簡単すぎず、難しすぎなかった
難易度の適切さ,-1,敵に遭遇しないままTOP10に入れたり、0キルでTOP３など物足りなく感じる人もいると思います。
難易度の適切さ,0,慣れるまでは序盤でKillされるのは日常茶飯事なので自分に合った戦術を見つける間にこのゲームが好きになれるかが問題だと思います。
難易度の適切さ,-1,運要素70%、実力30%というようなゲームである
難易度の適切さ,-1,難易度が非常に厳しいと感じた
難易度の適切さ,-1,初心者には難しい
難易度の適切さ,-1,初心者が気持ちよく勝つには無理だろうね
難易度の適切さ,0,初心者が練習するには優しい環境だが、どことなく歯ごたえがない
難易度の適切さ,-1,加えてボットが追加されて難易度が下がっている傾向にあると思います。
難易度の適切さ,-1,自分でやってみるととても操作が難しくなれないが
難易度の適切さ,-1,ドン勝を取るのは難しいので、たくさんプレイして上達したかったが
難易度の適切さ,1,やられてもイライラしない
難易度の適切さ,1,FPSとかTPS初心者はApexよりこっちやったほうがいいような気がする。
難易度の適切さ,-1,難易度がなかなか高かった
難易度の適切さ,1,自分より撃ち合いが強い相手にも勝てるところが良い
難易度の適切さ,1,そこまで強くなくても気を付けていれば生き残れる
難易度の適切さ,1,撃ち合いが下手な人でもTOP10には入れる
難易度の適切さ,1,苦手な人でも1位取れるチャンスあり
難易度の適切さ,1,誰でも1位になる可能性があるということ
難易度の適切さ,1,最初は本当に敵が強くて全然勝てず、心が折れそうになりますが慣れていけば本当に楽しいゲームです！
難易度の適切さ,-1,失敗が許されないゲーム性なので、他のFPSのように「死にまくりながらエイムを鍛える」といった上達法が使えません。
難易度の適切さ,-1,経験の差で圧倒的に倒される。レベルもそんなに関係ないから、レベル高いやつにとっては始めたばっかの人たちは的。
難易度の適切さ,-1,慣れてない人には微妙かも
難易度の適切さ,1,ゲームは簡単すぎず、難しすぎなかった。
難易度の適切さ,-1,ゲーム入手難度大、偶然性も不小、特に新手には十分不友好的だと思った
難易度の適切さ,0,現段階では練習をするには開始前のロビーで一分程度軽く感覚をつかむか、実践の中で「これは練習」と割り切ってプレイするしかありません
難易度の適切さ,-1,初心者が楽しむにはとても厳しい環境になっています
難易度の適切さ,-1,相手が強すぎて何もできないうちにKillされる。
難易度の適切さ,1,絶妙なバランス
難易度の適切さ,1,あまりＦＰＳが上手くない私でも、隠れて出待ちという戦法で十分楽しめます
難易度の適切さ,-1,いきなり上級者とチーターの群れに放り出されて練習とか無理です
難易度の適切さ,0,特に難しいと感じなかった
難易度の適切さ,-1,ソロは修行並につらい時間があるというか、面白みより恐怖感が勝る時間があるので人によっては続けるのが難しいかも。
難易度の適切さ,-1,もう猛者しかいないゲームだ
難易度の適切さ,0,チームモードは倒されても瀕死状態になり、もう一度体力が0にされるまでに味方に蘇生してもらえれば復活できます。他チームと鉢合わせたとき人数差がついてしまい不利な状況となります。
難易度の適切さ,0,ゲームは難しかったが、難しすぎなかった
難易度の適切さ,1,終盤の立ち回りが難しいですが、運が良ければ初心者でもドン勝を食べる(1位になる)ことができます
難易度の適切さ,1,撃ち合いの下手な人でも運次第で生き残れる楽しさがあります。
難易度の適切さ,1,初心者の方でも慣れれば楽しいと思います
難易度の適切さ,1,難易度は高いですがこのゲームに慣れてしまえば怖いものはありません
難易度の適切さ,1,ドン勝も二日一回くらいは、食べれるようになりました
難易度の適切さ,-1,ドン勝は難しい、ドン勝をとりやすい
難易度の適切さ,-1,運が良ければ一人も殺さず（殺せず）でもドン勝つ食えます逆に運が悪ければ圧倒的不利に立たされる、そんなゲーム
難易度の適切さ,1,序盤にどれだけ装備をそろえられるか運ゲーな所もあるが、それがベテランと初心者の差を縮め「初心者はベテランの経験値になるしか無い」対人ゲームの問題を解消している。
難易度の適切さ,-1,ライトユーザー向きではない
難易度の適切さ,-1,強者が多すぎて初心者はただアイテム集めて走って強者にアイテムをみつぐだけのゲームです。もっと初心者が楽しめるように、プロ級、中級、初心者がそれぞれ楽しめいうように取り組んでください。
難易度の適切さ,1,初心者の方も安心してプレイできます
難易度の適切さ,-1,"運ゲーになってしまった"
難易度の適切さ,1,逆に考えれば初心者でもベテラン勢に勝てる可能性がある
難易度の適切さ,-1,序盤から強制的に戦闘が発生するという事です。もちろん序盤から戦闘することが多くなるので、序盤のアイテム運や不意撃ちやらガン待ちやら運要素が大きくなります。
難易度の適切さ,-1,初心者はkillどころかパラシュートで降下中に殺されるなんてことも、もちろんドン勝なんかできるはずもない
難易度の適切さ,1,初心者のうちは周りにkillされまくると思うが、あきらめずに練習を重ねればそのうち上達してくる
難易度の適切さ,1,マップが広大な為、単純なエイム力勝負ではないが故に下手な人でも勝つことが出来る
難易度の適切さ,-1,ゲームは難しく、ストレスを感じる。
難易度の適切さ,1,ゲームは難しかったが、難しすぎなかった
難易度の適切さ,1,初心者でも優勝するチャンスは幾等でもあったのでとても良かったです
難易度の適切さ,1,ゲームスピード自体はAPEX LegendsなどのFPSバトロワに比べてかなりゆっくり目であまり激しい動きは自信がないというプレイヤーにはオススメ
難易度の適切さ,1,難しかったですが慣れてキル、ドンカツが、とれるようになり熱中しています
難易度の適切さ,1,次第にそれが快感に変わり、楽しくなってきました
難易度の適切さ,0,そんなに難しいゲームじゃなさそう
難易度の適切さ,1,どんなに上手くなっても上には上がいると思えるようなゲームになっています。レートが上がれば上がるほど強い敵がわんさかいて、腕自慢にはもってこいです。
