aspect,pos,neg,neu
操作のしやすさ,"- 操作性が向上し、遊びやすくなった。
- パラシュート降下時の機能や回復中の動きが改善された。
- リコイル制御が容易になり、武器の扱いやすさが増した。
- バギーのサスペンションが効果的で乗りやすいと感じる。
- インベントリ操作が直感的で楽しめる。
- パラシュートの開放時に減速する必要がなくなった。
- ルールがシンプルで新規プレイヤーにも優しい。
- プレイすることで成長が実感できる。
- ステルス要素が多く、初心者でも気軽に楽しめる。
- ルールは理解しやすく、覚えることが少なくて済む。","- 初めてのマウス操作でゲームが難しく、満足に楽しめないと感じた。
- 武器やキー操作が複雑で、離れたキーを押すのが大変だった。
- 低い段差さえ飛び越えられず、登るボタンもないのが不便だった。
- サーバーの不具合で操作が効かなくなるバグが改善されない。
- ゲームの動きがもっさりしており、酔いやすいと感じる。
- 車の乗り降りのボタンを分けてほしいと思っている。
- 更新後もボタンが押せないことがある。
- パラシュートでの移動が制限され、遠くに行くのが難しくなった。
- 車のハンドリングに不満があり、反応が鈍くなったと感じている。","- 操作に慣れることが重要である。  
- 細かい動作の遅さやラグが気になるが、早期アクセスなので仕方ないと思う。  "
難易度の適切さ,"- ソロ戦では初心者でも迷惑をかけずに楽しめる。
- 上級者に対しても運の要素があるため、勝機があるのが良い。
- 最後まで生き残れば勝利の可能性があるので、戦闘が苦手でも高順位を狙える。
- 難易度が高いが、運次第で初心者も勝てるゲームである。
- FPSやTPSが苦手な人でも楽しめる要素が多い。
- キルできなくてもTOP5に入れるチャンスがあり、運が良ければドン勝も可能。
- 立ち回り次第でクリアできる部分が多いためゲームが面白い。
- 初心者がベテランに勝てる可能性があるバランスが良い。
- 広大なマップによりエイム力だけではなく戦術が重要。
- 慣れることで楽しくなり、どんなに上手くなっても挑戦し続ける魅力がある。","- ゲームが非常に難しく、初心者にとっては厳しい環境である。
- 運要素が強いため、勝つためには実力だけでなく運も必要。
- 初心者は上級プレイヤーに圧倒され、まったく勝てないことが多い。
- 100人中1位にならなければ負けとなる厳しいルールがある。
- AIM力や立ち回りが重要だが、運が悪ければ勝てないことが多い。
- 新規プレイヤーが定着しない難易度で、すぐに飽きる可能性が高い。
- リコイル制御が非常に難しく、慣れるまでに時間がかかる。
- 強者に対抗できず、初心者はただアイテムを集める役割になることが多い。
- 練習モードがなく、撃ち合いの機会も少ないため、初心者は圧倒的に不利。
- ゲームは高難易度でストレスを感じることが多く、遊び続けるのが難しい。","- 難しいゲームで入りにくいが、楽しむことが大切だという意見がある。
- ゲームは簡単すぎず、難しすぎないバランスが取れている。
- 疲れずに遊べる難易度で特に難しいとは感じなかった。
- 初心者でも練習しやすい環境だが、物足りなさを感じる人もいる。
- 練習方法としてはロビーでのプレイや実践を通じて感覚をつかむことが推奨されている。
- チームモードでは仲間の支援で復活が可能だが、人数差がつくと不利になることがある。
- 難易度は挑戦的だが、極端ではないと感じるプレイヤーが多い。
- 慣れるまでの練習が重要で、戦術を見つける過程でゲームに馴染むことが求められる。
- 全体的には初心者でも楽しめるが、もう少し歯ごたえが欲しいとの声もある。
- ゲームへの理解と慣れが進むことで、より楽しめる可能性がある。"
進捗の明確さ,"- K/Dが向上して初心者から脱却できた気がする。
- 敵を倒したり生き残ることでゲーム内ポイントが得られる。",- ミッションを達成したが、記録されていなかった。,
目的の明確さ,"- 単純明快なルールで、誰でも楽しむことができるゲームである。
- 最後の一人になった者が勝利するというコンセプトがある。
- チート判別士を養成するためのプログラムと理解されている。
- 初めに死んでも楽しめるので、気軽にプレイできる。
- 100人の中から最後まで生き残ることが目的である。
- 制限時間内に生存範囲に入ることで勝利が決まる。
- 最後の1人または1チームを目指すTPS・FPSゲームの元祖である。
- 生存区域が狭まる中で戦い生き残ることが重要である。
- ミッションは殲滅で、ルールはシンプルに武器や防具を集めながら戦うこと。
- 最終的には100人（時には90人弱）での殺し合いが主な内容である。",- レベルの実力に不満があり、リセットを希望する人もいる。,- チーターを報告する斬新なゲームに変更されたようだ。
視聴覚の魅力,"- ゲーム画面が綺麗で、キャラクターも美しい。
- オープンVCによる面白いやりとりがある。
- 音響がリアルで、敵の足音に注意が必要。
- ホラー要素もあり、感動的に楽しめるゲーム。
- グラフィックや雰囲気が高評価。
- かわいい衣装が多く、見た目が良い。
- 新機能としてキルカメラやリプレイが追加されて楽しい。
- グラフィック設定を上げると美しいビジュアルになる。
- 無料でこのクオリティは満足。
- バトルロイヤルやサバイバル要素が魅力的で、ゲーム自体が楽しい。","- 撃たれた時の声が大きすぎて驚くことが多いので、声の設定を変更したい。
- 最適化が不十分で、グラフィックもあまり良くないと感じる。
- グラフィックはH1Z1より美しいが、パフォーマンスが重すぎる。
- 他プレイヤーの足音やドアの音が聞こえにくく、敵に近づかれることがよくある。
- ゲーム内アイテムのスキンが好みではなく、今後の改善を期待している。
- 高い要求スペックに対して、グラフィックの質が伴っていないと感じる。
- BGMやSEがしょぼくて不満がある。
- アップデート後に一度も成功したことがない。
- 音声を大きくするのは難しいほど音に驚く。
- 音の方向がつかみにくく、プレイに影響を与えている。","- VCでは中国語が多く聴こえ、好きな人にはおすすめの環境である。
- ロビーは様々な言語が飛び交う賑やかな場所である。
- グラフィックは良いが、性能には問題があり、ゲームスタイルは気に入っている。
- キャラクターのSkinがかわいいこととお洒落さが特徴である。
- グラフィックの重さはWindowsへの対応不足が原因で、画質設定による重さの変化はあまり見られない。"
遊ぶ意義,"- ドン勝の喜びは最高で、ゲームの「もしかしたら」要素が希望を与えると感じた。
- ゲームはシンプルで奥深く、1ラウンドごとに面白さを感じられる良ゲーである。
- 自由なプレイスタイルがあり、誰からも指示されず楽しむことができる。
- 対人戦は特別な体験で、勝利が難しいからこその嬉しさがある。
- フレンドと出会い、楽しい時間を過ごしたことが多くのプレイ時間につながった。
- 初めてのドン勝を経験し、得られた達成感は格別である。
- 3300円の価値が十分にあったと感じている。
- 多人数バトルロイヤルの楽しさが、このゲームの高評価の要因である。
- ドキドキ感が得られるゲームであり、興奮を求める人にはおすすめである。
- 友人とのプレイがより楽しく、価格相応の楽しさがあると感じた。","- チート判別士を養成するプログラムに割く時間の意義を感じる。
- このゲームは青春を拘束するものである。
- 未プレイの状態からインスタントなマルチ対戦が可能となり、少しの興奮を与える。
- 有意義なプレイを得るためには非常に努力が必要で、普通に達することが難しい。
- 楽しんでいるユーザーたちを不快にさせてしまう結果となった。",- アジアサーバーの人々が自分の思いを共有する場である。
没入感,"- 心拍数が上がるほどプレイに夢中になり、優勝を目指して頑張った。
- 周囲の状況が気にならないほど試合に集中し、夢中になってプレイした。
- 難易度が高いが新鮮さがあり、繰り返しプレイしたくなる魅力があった。
- 対人ゲームならではの楽しさと高まる緊張感が特に感じられた。
- 残り人数が減るにつれて緊張感が最高潮に達し、勝利の達成感も大きかった。
- 何度もドキドキする瞬間があり、このゲーム独特の興奮を味わった。
- 4年ぶりに戻った懐かしい世界が魅力的だった。
- 自分がいつ殺されるかわからない恐怖感が心地よい緊張を生み出した。
- プレイヤー間の心理戦や感情のやり取りが面白さを増していた。
- 内容が非常に良く、広大なマップでの敵遭遇の緊張感が特に印象的だった。","- チート判別中に感じる虚無感が強い。
- ゲームプレイ中は完全に集中し、周囲に気付かなくなる。
- 撃たれた時の音が非常に大きく、驚きが主体的な体験を作る。
- TPPでは没入感が不足し、プレイ意欲が湧かない。
- 100人の中で最終生存者になるというルールが達成困難である。
- プレイヤーは自由に戦略を考えたり、緊張感を楽しむことが求められる。
- プレイ中は意識がゲームに没入し、周囲を忘れる体験が続く。","- プレイ中は周囲の状況に気づかなくなる。  
- プレイ中は非常に緊張感がある。  
- プレイ中は周囲に注意が向かなくなる。  "
成長感の得やすさ,"- ドン勝が手軽に取れるようになり、初心者でも希望を感じられる。
- 強い武器と適正距離があれば上級者に勝てるチャンスがある。
- キルが取りやすく、ゲームが面白く感じられるようになった。
- 戦術を活かすことで、勝利を掴む可能性が高まる。
- プレイヤーはやればやるほど確実に上達する。
- ゲームを楽しむうちに立ち回りや武器の使い方を覚えていく。
- 達成感が得られるシステムで、初心者にも参加しやすい。
- 運が良ければ初心者でも勝てるため、ドン勝が比較的簡単。
- 撃ち合いが苦手でも工夫次第で勝つことができる。
- 誰でも1位になるチャンスがあり、努力すれば上達を実感できる。","- 初心者同士での支え合いが難しく、理不尽なチートに腹が立つ。
- 楽しめないと上達へのモチベーションを保てず、エイム力も上がりづらい。
- 自分の未熟さを痛感し、熟練者に圧倒される印象がある。
- 感覚を掴むには時間がかかり、根気が無いとリタイアしてしまうことがある。
- プレイの下手さを実感させられる。
- 反省を重ねることが対処法になるが、難しさも感じる。
- 楽しさと上達のバランスが取れない現状が辛い。","- 初心者には優しい環境だが、物足りなさを感じる。
- スキルは徐々に身につくと思われる。
- 練習はロビーで軽く感覚をつかむか、実践で行う必要がある。
- 上達すると達成感が得られるが、常に上がいると感じるゲームである。
- 全体的に初心者向けだが、歯ごたえを求める人には不向きかもしれない。"
好奇心への刺激,"- 自分が優勝できるかもしれない期待があった。
- 今後の進化が楽しみで、試合の進行も知りたかった。
- ゾンビモードや一人称視点モードの追加が楽しみ。
- アップデートで武器やスキンが増え、良くなっている。
- 配信やプレイ動画が面白くて、ついゲームを購入した。
- 今後のアップデートや拡張性に期待が持てる。
- 武器探しの楽しさがあり、興味を持ったら配信を見ることを勧める。
- ランダム性が高く、何度遊んでも新鮮なゲーム。
- 異次元バトルを楽しむことができる。
- アーリーアクセスのワクワク感を再び体験したい。",- チーターのような人物を詳しく観察することが提案されている。,"- 大会を見てほしいという意見がある。
- 新しいマップの追加を期待している。
- ゲームの進化についての関心が示されている。
- 無人島の建物にある落書きを探してみることが推奨されている。
- 日本語のバトロワの台詞が書かれた落書きもある。
- 様々な新要素を持つ亜流が今後生まれると考えられている。
- ランクマの実装について知らなかったことが言及されている。"
自由度,"- ソロ戦でも楽しめるゲームで、実力や運が影響する要素がある。
- プレイスタイルの選択肢が多く、自分のやり方で楽しむ自由がある。
- フレンドと一緒にワイワイプレイするのも楽しめ、シリアスな場面も楽しめる。
- 着陸地点の選択肢が多く、それによってプレイスタイルが変わる。
- グループ戦やカスタムサーバーでの遊び方も充実している。
- 必要に応じて戦略的に行動し、様々なプレイスタイルを楽しめる。
- プレイヤー同士の平等さや自由な選択が魅力的。
- ソロ、2人、4人のモードがあり、参加人数に合わせて楽しめる。
- マップが広く、集まってプレイする楽しさがある。
- 自由なプレイスタイルが可能で、武器やアタッチメントの選択肢も豊富。","- チュートリアルのトレーニングを15回受けないと通常プレイができない。 
- プレイヤーの選択肢が制限されていると感じる。 
- 一部のプレイヤーは自己中心的な行動を取っている。 
- マッチング時にマップを選べないことが不満である。","- 1人称固定モードの実装を望んでいる。  
- 広いマップを自由に探索できる。  
- アタッチメントの種類が多く、調べる手間がかかる。  "
