aspect,np,review
操作のしやすさ,1,操作すること自体の楽しさ、アクションゲームとしての楽しさってこういう事だって思い知らされた。敵側の露骨なディレイ攻撃などもほぼない為直観的に敵の攻撃を回避したり気持ちよくパリィさせてくれたりします。
操作のしやすさ,1,"プレイヤーには常に無数の選択肢がある。無数の選択肢を一つのコントローラに簡単操作で詰め込んでおり、作り手の歴戦のノウハウがうかがえる。操作感覚となる。 "
操作のしやすさ,1,直感的に動く自キャラ、そこまで意識していなくてもスタイリッシュに秘技を繰り出し妖怪を薙ぎ倒す様は実に快感
操作のしやすさ,1,システム面もかなり良くなっていて、優しくなっています。
操作のしやすさ,0,"システム面の説明は一通りありますがどれもあっさりしており、どれが重要かイマイチ分かりにくいです。正直とっつき難さというか、分かりにくさは数多のゲームの中でも上位ですが理解して運用した時の楽しさは抜群です。"
操作のしやすさ,1,決定ボタンのキー配置がコントローラ設定を開いてR3で替えることができる
操作のしやすさ,-1,キーコンフィグがまったくPC版に向けて最適化されていない事。操作が複雑かつ元がPS版ゆえに、同時押しの設定が非常に多い。コントローラ操作におけるR2との同時押し操作は妖怪技以外にも多数あり、うっかり〇ボタンに相当するキーを押していると、”妖怪技ではなくカウンターが暴発”する可能性がある。特に構え変更は頻繁に使う残心ボタン＋攻撃or回避で発動するので適当なキー設定ですと戦闘中に気が付いたら構えが変わっていることが多発する。
操作のしやすさ,-1,アクションやステータスに関する知識などのチュートリアルが乏しい。聞いて見て感じてという感じです。
操作のしやすさ,-1,手段が多いので何もわからない初心の内は苦労するかも（チュートリアルはしっかり見ること）
操作のしやすさ,1,遊びやすい
操作のしやすさ,-1,"ロックオンを使用していかないと当てづらい攻撃が多かったり、カメラ感度を最高値にしてもカメラ移動速度が遅すぎるか、ロックオンの優先順位に不透明なところがあり、ロックオンマーカーの視認性が劣悪です。 "
操作のしやすさ,1,ゲームを開始した当初は防御力だけ上げて頑強さを無視しがちだが、頑強さが高いと受けるダメージ量が全然ちがうことに注意しなければならない。つまり、頑強さがあると落命しにくくなる。なので、最初のうちは頑強Ｂ、敏捷Ｂくらいの装備で進めていくといいだろう。
操作のしやすさ,1,操作に慣れるまでは時間がかかるでしょう。操作に慣れてきて納刀キャンセルや術キャンセルといったテクニックを使いこなせるようになると爽快感が高まります。
操作のしやすさ,1,文字通り死ぬほど分かりやすく、攻めのゲームへと歩を進めています
操作のしやすさ,1,プレイヤーの動きが早い。攻撃は二種の武器を使い分け、更に武器には三種の構えがある。さらに妖怪になったり妖怪技を使用することもできる。攻撃方法が多いだけでなく、武器を切り替えながら攻撃したり、術の隙をキャンセルしたりと細かいテクニックが無数にある。操作していて楽しいゲーム。
操作のしやすさ,-1,操作が増えてしまったのが厄介
操作のしやすさ,1,武器の種類が多いですが、ステータス・スキルの割り振りも簡単に降りなおせるので安心
操作のしやすさ,1,プレイヤーの動きが比較的軽快で、動き回っていることが多い。
操作のしやすさ,1,主人公の動きが早いのでそこまでもっさり感は少ないですが
操作のしやすさ,1,コントローラーを使いながらでもちゃんとマウスを同時に認識しているゲームなのでコントローラー&マウスでプレイするスタイルがしやすくキーコンフィグや術のショートカット設定もしっかりしており個人的には良環境。あえて上げるとするとショートカット枠をあと１枠ほど増やしてほしいところではあった。初期設定は２枠(=8アクション登録可能)となっているが、キーコンフィグで無条件に４枠(16=アクション登録可能)まで増やせれるのでここは初期プレイ前に４枠設定にしてしまったほうが多分幸福になれます。
操作のしやすさ,1,プレイヤーに渡されるアクションは非常に多く、なんとなくの操作を掴むのに100時間はかかるのだが、すべてのアクションにしっかりと強みがあり色々なアクションを試すのが非常に面白い。
操作のしやすさ,1,ロックオン切り替えがマウスから変更できます
操作のしやすさ,-1,よくシステム分かってなく操作がおぼつかない状態で撲殺乱舞されて心が折れかけた
操作のしやすさ,1,操作がひじょ～に複雑というところ。思い通りにキャラを操作できるようになるまで下手すると、ゲームが上手い人でも50時間くらいかかるんじゃないかと思います。コントローラの全部のボタンを余すところなく使うゲームなんて、人生で初めて経験しました。それを乗り越えれば、操作性の良さ、武器固有のアクションの面白さが手伝って、「快適」と言っていいレベルの操作感を味わえます（なお落命回数は減らない模様…）。
操作のしやすさ,1,分かりやすいチュートリアル、マルチプレイでのストーリー同時進行など前作に比べてかなり遊びやすくなっている
操作のしやすさ,-1,キーボードのコマンドが詳しく表記されてませんので探すのと覚えるのがだるすぎるのと、入力が難しすぎる点ですね
操作のしやすさ,-1,PC側の操作性に問題あり。決定ボタンはAボタンなのに、戦闘時のアクションボタンはBボタンで混乱する。決定ボタンとアクションボタン両方カスタマイズできるようにしてほしい。新しいパッチでアクションボタンBボタン、決定ボタンBボタンにできるようになりました。難易度の適切さ:-1
操作のしやすさ,1,ゲームパッドだと何の問題もなくプレイできてます。
操作のしやすさ,1,最初は複雑に感じたけど、50時間過ぎたぐらいからは使いこなせるようになっていた。
操作のしやすさ,1,大部分一代の操作問題が解決された
操作のしやすさ,1,操作した感じが良くて、カメラワークもいい感じ
操作のしやすさ,-1,独自のシステムと操作に慣れるまでが大変
操作のしやすさ,-1,キーボードの調べる/決定ボタンを押しても反応しない
操作のしやすさ,1,操作性も難しすぎず程よいです
操作のしやすさ,1,操作性も良く
操作のしやすさ,1,取れる選択肢やアクションもこちらのほうが多数と感じた
操作のしやすさ,1,コントローラ設定で右スティックボタンで決定ボタンの切り替えが出来ました。
操作のしやすさ,-1,上中下に分かれた武器の構えを始めとした操作の複雑さ
操作のしやすさ,-1,"キーコンフィグが自分の思うように設定できない（同時押しが多すぎる、設定できないボタンがある）"
操作のしやすさ,1,操作しているだけで楽しい
操作のしやすさ,1,武器種毎にアクションの特性がはっきり分けられていて、よく出来たゲームだと思いました。
操作のしやすさ,1,操作方法に慣れて敵を思い通りに倒せるようになるまでの壁は高いが、乗り越えた時に達成感が満たされるゲームです。弓・銃などのシューティングの操作がアナログスティックとマッチしており、咄嗟に狙いやすく、またヘッドショットがしっかりと強く機能している。上中下の構えを細かく変えることで戦闘でしっかりとアドバンテージを取ることができる。妖怪カウンターが楽しい。カウンターが簡単にできるので起死回生が狙えて、それがゲームの緊迫感を助けている。
操作のしやすさ,-1,イマイチ分かりにくい操作説明
操作のしやすさ,1,"アクション性や機能が改善されたと感じた"
操作のしやすさ,-1,システムが色々複雑かつボタン操作もかなり沢山の派生がある
操作のしやすさ,-1,"決定ボタンの入れ替えが出来ない ほんとになんで前作は出来て今作は出来ないのって話 戦闘はそのままでメニューのみ逆になるからPS4版から乗り換え組は混乱すると思う"
操作のしやすさ,-1,理解に時間を要するシステム周りと操作の複雑が原因なんだよね
操作のしやすさ,1,操作が軽快で楽しい
操作のしやすさ,-1,チュートリアルが分かりづらい・直感的に分かりづらい要素が多い。要素が増えただけに中々ややこしい話になっている。
操作のしやすさ,-1,同時押しが多すぎるせいで、自由なキー設定ができないという点
操作のしやすさ,1,このゲーム各武器に三種類の構えがあり、それぞれの構えでコンボが存在する。そのコンボを自在に切り替え敵を完封でボコれるようになると、すごくが気持ちいい。
操作のしやすさ,-1,操作説明のアイコンがパッド準拠なので不親切に感じた
操作のしやすさ,1,コントローラー操作のバリエーション（攻撃アクションの数）が格ゲーのように多く、スムーズにキャラコンができるようになるまで、５０時間くらいかかったように思う。
操作のしやすさ,-1,アクションの手触りはそれほど良くはないので
操作のしやすさ,-1,コントローラ用なのかキャラを移動させると常時少しずつ勝手に視界が動き、ロックオン機能もありますが敵の動きが早かったり別の敵に移った時の動きが(設定で最速にしても)遅く、これらが原因で画面酔いしました。
操作のしやすさ,1,一瞬で敵の気力を空にして瞬殺して余韻に浸る間もなく次の敵を捌くのはものすごく気持ちよいです。まずyoutubeなどで仁王2コンボAMVorMADなど見てみてください。そこからハクスラやエンドコンテンツまで仁王2を楽しんで欲しいです。
操作のしやすさ,-1,"アイコンがコントローラーのまま表示されるのでとてもストレスでした"
操作のしやすさ,-1,操作性ウンチなのに、足場が悪く、落下死をし易いゲーム性なのもBADです。
操作のしやすさ,1,"操作を覚えていき対策も自然とできるようになり、プレイングがそこまで上手くない場合でも、装備編成を考えることで自キャラを十分強化できるため幅広い層がプレイしやすいゲームになるよう工夫されている所が良いと感じる"
操作のしやすさ,-1,キーボード＋マウス操作でのプレイはお勧めできません。マウス感度が最大設定に固定されていて、まともにプレイできません。横向こうとしたら即真下を向きます。これにより長距離武器が実質死んでいます。
操作のしやすさ,-1,スキル取得画面がごちゃごちゃしすぎてて見づらい。武器を振って倒すゲームなのにそこにデバフをかけてくるのかと驚いた。
操作のしやすさ,-1,最初のハードルが高いというか煩雑
操作のしやすさ,-1,まず、操作が複雑です。ゲームプレイの操作では、ほとんどが複数ボタンでのアクションとなっており覚えにくく、UIでの操作ナビも少なくて、操作キーの被ってしまう所は誤操作が起きやすいです。次にメニュー操作ですが、かなり細分化されており、どこに何の項目があるのか初めのうちは訳がわからなくなります。同じ項目に別のメニューから飛べたり、一部項目への切り替え方などは、案内が無く分からないなどもありました。不便なのは、カメラの自動移動が強烈で、画面酔いします。設定でやたら多い補正項目を全てオフにしてようやく遊べます。それでも落下時に突然カメラが真下に動かされるなど変更できない部分もあります。また、この辺りを克服できたのなら、序盤の内は、少し操作が複雑で特徴的な、ソウルライクなゲームとして楽しめると思います。
操作のしやすさ,-1,操作説明の表示がパッドしかなくクソなので、メモとして自分の操作設定貼っときます。
操作のしやすさ,-1,"簡単な操作で格闘ゲームのように多くの技が出せるように工夫されており、例えば｢弱攻撃の後に強攻撃ボタン｣とか｢LBやRBを押さえながら攻撃ボタン｣、｢強攻撃ボタン長押し｣というような感じで、格ゲーほど複雑なコマンドを覚える必要はないです。"
操作のしやすさ,-1,敵の行動が見にくい。もっさりとしたアクションゲーだった。
操作のしやすさ,-1,操作性が悪い。キーボード操作なのに、コントローラー表示で説明がある。チュートリアルでどのキーを押せばいいかわからず、かなり時間がかかりました。CAPS LOCKキーは英語キーボードにしても使えない。キーコンフィグを触った後、認識してくれないキーがある。コントローラー設定がタイプA以外のものだと、コントローラー表示とキーボード表示がずれてしまうバグのようです。
操作のしやすさ,-1,操作やシステムが複雑な割にゲーム内での案内はあまりないので、行き詰まったらググったほうがいい
操作のしやすさ,-1,操作すらわからない
操作のしやすさ,-1,操作性がごみごみ＆ごみ。ガイダンスのボタン案内はカスタムしても変更しないので自分が今何ボタンを押しているのか、これは何ボタンを指示しているのかなど、全くわかりません。キーボードでは何を押したらいいか全くわかりません。
操作のしやすさ,-1,プレイヤーをゲーム内の世界に導く方法が浅く、不親切かつ不快極まりないように感じる。マップが無い。ミニマップが役に立たない。敵に囲まれてしまうことが多い。狭くて暗い画面でウロウロしているから酔ってくる。進められないシステムに嫌気がさす。
操作のしやすさ,1,もっさり感も解消されている
操作のしやすさ,-1,操作性も悪い
操作のしやすさ,-1,操作性も悪く、設定からキーコンフィグを変更すると特定のキーがきかなくなることが多々あります。
操作のしやすさ,-1,回避の性能が私がプレイしてきたゲームの中でもワーストLvにゴミ
操作のしやすさ,-1,操作が気持ちよくない
