aspect,pos,neg,neu
操作のしやすさ,"- ゲームスタイルが気に入っており、システムが改善されて遊びやすくなっている。
- 原作の古臭い雰囲気を保ちながらも、新要素が邪魔にならず良いバランスが保たれている。
- 説明やナビゲーションが分かりやすく、新規プレイヤーにも優しい。
- 過去作に比べてシステム周りが整備され、操作性については改善が見られる。
- 移動時にダッシュが可能になり、動作の安定性も高い。
- ルーラの使い勝手が向上し、目的地の案内が親切になっている。
- 戦闘がスムーズでストレスなく楽しめる。
- 一部の操作性には慣れが必要だが、全体的に遊びやすいと感じている。
- UIや操作性には特に問題がなく、快適なプレイが実現されている。
- 現代的な改良が加わり、クエストマーカーや戦闘速度が調整されていて快適に進められる。","- UIが使いづらく、特に装備品周りに不満が多い。
- 移動速度が遅く、移動にストレスを感じる。特にラーミアや船の操作性が悪い。
- 操作不能時間が長く、特に冒険の書の書き込み時は完全に操作ができなくなる。
- 戦闘時のコマンドが見づらく、キャラが重なってしまうためストレスを感じる。
- メニューやボタン操作の不便さが目立ち、カスタム機能が不足している。
- 特技や魔法の選択が面倒で、毎回メニューを開く必要があるのが億劫。
- フィールドやダンジョンの視認性が悪く、カメラを回転できないため探索が困難。
- 戦闘中のテンポも悪く、コマンド選択時に確認メッセージが煩わしい。
- ユーザビリティが低く、不便な点が多いと感じる。
- 操作性の改善が求められ、現代のゲームの基準に達していないと感じる。","- 操作性は伝統的なJRPGのコマンド感がある。
- 性格診断でデフォルト設定が「いいえ」になり、選択に困った。
- 移動操作中に文字送りされることがあった。
- システム面でのストレスは少なかったが、コマンドウインドウには疑問がある。
- よく使うコマンドにショートカットキーがあれば便利だと感じた。
- マップに関しては若干歩きにくさを感じた。"
難易度の適切さ,"- ノーマルモードは簡単で、ハードモードが真の挑戦。
- 新職業「魔物使い」の特技が強力すぎるとの意見がある。
- ゲームの難易度はプレイヤーが自由に調整できて優れている。
- 中盤以降は難易度が適切で、戦闘に緊張感がある。
- 裏ボスや隠しダンジョンは難易度が高く、ストレスを感じる要素がある。
- 初心者にも配慮された難易度であり、バランスは良好。
- 途中から手応えが増すが、全体的には適度な難易度。
- 難易度は選択可能で、プレイヤーに合った体験ができる。
- ボス戦はバランスが取れており、クリアが楽しめる。
- 難易度が調整されており、初心者でも遊びやすい。","- クリアするまでには難易度調整が雑で、特定の職業が強すぎると感じた。
- 通常難易度は過去作品に比べ易化し、最大難易度では経験値が減るため無意味な調整に思える。
- 戦闘バランスが崩壊しており、雑魚敵が理不尽に強く、中ボスに至っては倒し方が一択になっている。
- リソース管理が死んでおり、敵の行動回数が多くテンポが悪化している。
- 難易度選択自体が無意味で、特に低難易度では全く緊張感がなくなる。
- 中盤以降、物理攻撃が通用しなくなり、賢者や魔物使いに偏った戦闘になっている。
- 敵の強化が理不尽で、特定の特技を持たないと攻略が厳しくなる運ゲー要素が強い。
- 雑魚戦が楽なのに対し、ボス戦は極端に難しく、攻略法が限られる傾向にある。
- 敵の特技や状態異常攻撃が厳しく、高難易度でも全体的にストレスを感じることが多い。
- ゲームバランス全般が悪く、職業の使い方が極端になっており、戦闘が単調で退屈に感じられる。","- 戦闘中に全滅しないため、難易度を一番優しく設定することができる。
- 難易度は「バッチリ冒険」でシビアだが、レベリングで再戦すると勝てる場合もある。
- 敵から得られるゴールドは装備代金に不足するが、キラキラで充分集められる。
- ゲームの難しさはあったが、やりがいがなくなるほどではなかった。
- 難易度「楽ちんプレイ」は使用場面が制限されるが、バトルロードでは使える。
- 攻撃力差が小さいのにダメージに大きな差が生じるが、パーティーが育つと楽になる。
- 技の使いやすさを考えると、適正な難易度だと感じる。
- 難易度設計は先に発売された作品と似ており、敵の強さは微妙に変わる。
- 初見プレイヤーは厳しいかもしれないが、慣れたプレイヤーは楽しめる。
- 前半は簡単だが、後半やクリア後は敵が強化される。"
進捗の明確さ,"- 行先と目的地がわかりやすくなったことが評価されている。
- 丁寧なガイドによって迷うことが少なく、スムーズに進行できる。
- 旅の目的やイベントの位置が示されており、ゲーム再開時も忘れにくい。
- 次の目標が明確で、迷うことが少ない設計になっている。
- 物語の進捗に応じてタイトル画面が変化する点が良いとされている。
- 冒険ガイドが次にすべきことを明示してくれるため、ストーリークリアが容易である。",,
目的の明確さ,"- ゲームの全体的な目標を理解した。  
- 目的が明らかであると感じた。  
- 自分にはゲームの目的がしっかりと理解できた。  ","- 隠しダンジョンの出現方法が不明瞭で、昔のドラクエのように特定の選択を要求されるため分かりづらい。
- ストーリーの進行において、特定の建物に入ったり、階を上がったりしないと情報が得られず、混乱を招く。
- エルフの里での情報提供も目的地や次の行動が不明確で、不親切に感じる。
- 移動の途中で目的地表示があるものの、どこに向かえば良いのかが依然として難解である。
- ゲームの目的が明確でなく、何をするのかが全く分からなくなっていると感じた。",
視聴覚の魅力,"- ボスの演出やBGMはかっこよく、特にアレンジが良い。
- HD-2Dアートスタイルで、グラフィックが美しくなり、冒険感が増した。
- 幻想的な音楽が相変わらず素晴らしく、特に戦闘のBGMが印象的。
- 町やダンジョンのビジュアルに懐かしさと新鮮さが融合している。
- イベントシーンの追加やボイスの導入により、物語がより引き立つ。
- グラフィックは非常に高品質で、特に背景や細部にこだわりが見られる。
- HD-2Dの技術によって、昔のドラクエの魅力が現代風に再現された。
- 各エリアが独自の雰囲気を持ち、立体的な表現ができている。
- 街並みや光の演出が素晴らしく、冒険している感覚を高めている。
- 全体的に見て、音楽とビジュアルに大満足で、リメイクとしてのクオリティが高い。","- グラフィックはSFC版より綺麗だが、他の同時期のゲームと比べると目立ってない。
- 移動可能な場所が分かりにくく、景観の美しさが不快感に打ち消される。
- DQ式の視認性が悪いUIUXやHD-2Dの視認性に不満がある。
- 戦闘画面がちゃちで臨場感が薄く、キャラの動きが見えないのが残念。
- キャラボイスが苦痛で、設定変更が面倒で虚無感を味わうことになる。
- 背景は綺麗だが、キャラのドット絵が荒く、全体の調和が取れない。
- 戦闘や操作が退屈で、時代遅れな印象が強い。
- ボイスやBGMのアレンジは悪くないが、全体的な雰囲気が薄い。
- HD-2Dの表現が微妙で、マップの視認性に問題がある。
- フルプライスに見合った進化が感じられず、様々な面で不満が残る作品。","- グラフィックや背景は美麗だが、カメラ回転ができないのがストレス。
- ポリコレ・DEIの影響が軽微だった点は良かった。
- オクトパストラベラー2と比べてグラフィックの差は感じない。
- ティザームービーの方が全体的に可愛く見えた。
- 戦闘の掛け声は良いが、キャラクターの声に重みが欠けると感じる。
- UIやシステム周りはDQ10オフラインと似ており、全体的に楽しかった。
- 背景は綺麗だが、ボイスの演技が過剰に感じる部分もある。
- SFC版と比較してグラフィックは綺麗だが、ラーミアのアニメーションは劣化している。
- キャラクターのドット絵は良いが、他はPS2でも再現できそうに見える。
- フル3Dでの展開の方が良いのではないかとの意見もあるが、ドットならではの良さがある。"
遊ぶ意義,"- ドラクエ3を愛する人にとって、再びその世界観に触れられることが嬉しい。
- 魔法の玉を手に入れた後、懐かしい思い出が蘇り、リメイクしてくれたことに感謝している。
- ゲームプレイの難易度調整が可能で、万人向けに作られた作品と評価している。
- ストーリーや世界設定の描写に力を入れていると感じ、楽しめたと述べている。
- 新しいグラフィックとボイスで心を一新し、遊ぶ意義を感じている。
- ドラクエ3を元にした追加要素があり、作品としての魅力を感じる。
- 昔の感動を思い出しながら新しい驚きを体験でき、良いゲームだと評価している。
- 物語が強化されており、懐かしさと楽しい体験が重なっている。
- プレイすることは有意義で、ドラクエの魅力は変わらないと感じている。
- よいリメイクとして現代にドラゴンクエストIIIの魅力を蘇らせたと評価している。","- ゲームとしては凡～良作だが、ドラクエが令和のゲームに適応していない。
- ドラクエを期待して買うと作業感が出て、だれる可能性がある。
- 元々の名作だから面白さはあるが、余計な調整が多いと感じる。
- 同じメーカーのロマサガ2リメイクの方が遊ぶ意義があると考える。","- ゲームの元々の魅力が影響し、楽しめる部分が多い。
- 初プレイの人にはそこそこ楽しめるゲームかもしれない。
- プレイして良かったと感じたが、過去の思い出が影響している疑念がある。
- ドラゴンクエストらしい要素があり、ある程度は楽しめる。
- 本来のドラゴンクエスト3の感動やプレイ感も感じられる。"
没入感,"- 今作は感動を再び味わえる作品で、プレイ中は周囲を忘れるほど没入できる。
- グラフィックやライティングが細部まで描かれており、特にマップや自然の表現が印象的だった。
- 街の外に出た際の広いフィールドと冒険のドキドキ感が楽しめた。
- ピラミッドでの戦闘は特に印象に残るものであった。
- フルオーケストラのBGMを聴きながらの旅は非常に魅力的だった。
- ボイスの追加がドラマティックな没入感を生み出し、特に「おかあさん」には感動した。
- プレイ中の楽しさと夢中になっている感覚が強く表れている。
- 美しいBGMと細かい演出で世界に浸ることができ、最後までワクワクし続けた。
- ドラクエ3のリメイクが素晴らしく、多くの人にすすめたい作品である。
- ゲームに対する集中力が高く、試合やエンディングまで楽しむことができた。","- プレイヤーのキャラの見た目に没入できず、残念な気持ちになる。
- 戦闘時にキャラクターが表示されず、臨場感が欠けている。
- 没入感が低く、プレイ中に集中できない。
- 長時間プレイしても寝落ちすることが多い。
- 戦闘中のバフやデバフの情報がわかりにくい。
- 攻略の面白さや没入感を感じられなかった。
- グラフィックの質が没頭感に影響を与えている。
- 全体として没入感が激しく損なわれている。
- プレイヤー体験が満足できるものではない。
- 意図的に情報を把握する方法を充実させてほしい。","- ゲームをプレイした。  
- 周囲の状況に対して無関心になった。"
成長感の得やすさ,"- キャラクターの強化を実感でき、レベルアップがサクサク進むので嬉しい。
- レベル20までは育成が簡単で、転職がしやすく強さを実感できる。
- 転職するごとにキャラクターが強くなり、成長を楽しめる。
- レベルアップによって攻撃力が上がり、ゲームが進行できるようになる。
- レベリングをしながら進むことで、スムーズにボスに勝てる体験があった。
- 転職後のステータス変化が良く、無駄にならないシステムが嬉しい。
- 成長感を得やすく、レベル上げが快適でストレスがない。
- 転職によって戦略が広がり、ボス戦が楽になるケースもあった。
- 経験値稼ぎや育成が楽しく、クリアも可能で多様なアプローチが楽しめる。
- 初心者でも簡単に楽しめるゲームデザインとなっている。","- 力と賢さを上げてもダメージ計算が謎で、成長を感じにくい。
- 気持ちよく育成できないが、ステータスの上昇が好きな人には少し楽しいかもしれない。
- ステータスをカンストしても「ダメージキャップ」が存在し、成長感が薄い。
- レベル上げが面倒で、達成感を感じにくい。
- ゾーマ撃破前はレベル上がりやすいと思っていたが、クリア後は効率の良さに気付く。
- クリア後ダンジョンを経験すると、前半のレベル上げの難しさを実感する。
- 新エリアやメタルキングの追加がないため、レベル上げが苦痛に感じる。
- 最後のボス戦における調整がきつく、特定の能力が必要とされるのも事実。","- レベル上がりやすいので転職を前提にした調整がされている。  
- 難易度はちょうどいいと感じる。  
- レベル上げはストレス回避の手段の一つである。  "
好奇心への刺激,"- HD2Dの表現の進化とスクウェア・エニックスの未来に期待している。
- 仲間の個性や関係性を妄想しながらの冒険が楽しい。
- 新しい体験が増え、冒険の楽しみが広がった。
- 探索が楽しく、懐かしさと新しさを同時に感じる。
- ドラクエ3をプレイした人には新鮮な発見が多い。
- 過去の冒険に心残りがある人にはこのゲームをおすすめ。
- DQ11のオマージュ要素もあって楽しさが増している。
- 追加ボスやエピソードがあり、驚かされる要素が豊富。
- 情報発表から待っていた甲斐があったと感じている。
- 今後の1・2の発売を楽しみにしている。","- 新要素が多いことに期待したが、レベルデザインが雑で手抜きに感じた。
- 意図があるのなら、その理由を知りたい。","- 隠しダンジョンに興味を持っている。
- ゲームの進化を調べたいと考えている。
- 元戦士の育成方針に悩んでいる。
- 仲間を作りフィールドに出ることにワクワクしている。
- ゲームの進化について調べることが再三述べられている。
- 全体的にゲームへの期待が高い。"
自由度,"- 戦闘速度や難易度設定が細かくでき、戦闘中に全滅しにくい。
- システムの改善により、ゲームがとても遊びやすくなった。
- 自分で職業や外見を設定できる自由度の高いPTシステムが特徴。
- 船を手に入れてからの自由度の高さがDQシリーズらしいが、親切設計で次の行き先が示される。
- 仲間の見た目をクリエイトでき、思い入れやすく自由にプレイできる印象。
- 魔物使いを使ってストレスなくプレイでき、追加ダンジョンも楽しめた。
- 難易度調整が可能で、様々なプレイヤーの要望に応えている。
- 仲間の外見や髪色を選べるキャラクリ要素が良かった。
- 冒険ガイドが次の行き先を示し、ストーリーを迷わず進めやすい。
- 縛りプレイでエンドコンテンツを楽しむプレイヤーにも配慮されている。","- 自由度が減っており、初期PT固定が不満である。
- 職業の自由が少なく、作業的なプレイになる危険がある。
- 自主的に縛らなければならず、カスタマイズ要素が不足している。
- イベントに勇者が関わらないのに必須にされるのが嫌だ。
- ゲーム進行が誘導的で、自分の望む環境でプレーできないのが残念。
- 装備縛り付きのエクストラダンジョンが実質的な職縛りと感じる。
- 自由に遊べるように見えて、開発の意図に沿った進行が求められる。
- PT編成の自由度が実質なく、特定の職業に縛られる傾向がある。
- 魔物使いの特技が強すぎるが、プレイヤーが自分で縛れば良い。
- 自由な遊び方ができた過去作と比べて不満が多い。","- 移動時にダッシュ機能が追加されたことが大きなポイントである。
- 必要な物だけを登録し、不要なカーソル移動を減らしたいという希望がある。
- キャラクタークリエイトの幅が広がったことも評価されている。
- やり込み要素はあるが、まだ十分に遊んでいないため詳細は不明である。"
