aspect,np,review
操作のしやすさ,-1,UI全体的に使いづらい印象（メニュー画面でおもいだすがトップ階層、つよさが作戦の中にあるとか）
操作のしやすさ,-1,移動時間が遅い。移動速度が全く調整されていないため、どこへ行くにもとにかく移動速度が遅いことがストレスになってしまっている。十分なテストプレイが行われていないようだ。操作不能時間の長さについても体験されており、特に冒険の書を書き込む時などは完全な操作不能になることが不満である。
操作のしやすさ,-1,フィールド移動の快適性が大きく損なわれている点が最大の不満である。移動が遅いという不快感がある。船の移動は加速が終わる前にエンカウントが起こり、移動の快適性を損ないすぎている。移動の快適性が大きく影響している。
操作のしやすさ,1,ゲームのスタイルが気に入った。
操作のしやすさ,-1,"操作性が最悪でストレスが溜まるほど苦痛だった"
操作のしやすさ,-1,UIの改悪、お世辞にも使いやすいUIとは言い難い。特に装備品周り。一部の所持している装備が装備可能なはずなのに一覧に出てこなかったりする。そして戦闘時のコマンドが左2人分位キャラに被るためキャラが見づらい。せっかく装備のドットが作りこまれているのに・・・と惜しく感じた。更には一部の敵を除いて基本的に敵のドット絵が謎に小さいせいで戦闘画面の上部分に余白ができてしまっている。
操作のしやすさ,-1,操作性や視認性に悪かった点があった。ゲームパッドだと入力に遊びがないのか塔などにある綱渡りの地形で頻繁に転落する。
操作のしやすさ,-1,現代の水準にまったく届いていないと思います。移動が遅い（特にラーミアの遅さは苦痛を感じるレベル）。とうぞくのはな、レミラーマ、など多用するとくぎを1入力で使えるショートカットボタンが欲しい。どうぐの出し入れ、メンバーの入れ替え、などファミコン時代の操作をいつまで継続する気なのか。最終的にちいさなメダルの全回収を求められるので未回収リストを追加してほしかった。そもそもちいさなメダルのと魔物の全回収を要求するな！
操作のしやすさ,1,ゲーム自体はシステムが改善されて遊びやすくなっててとてもいいっす。
操作のしやすさ,1,原作の古臭い感じを残しつつ追加要素が邪魔にならない作りでやりやすくていい
操作のしやすさ,-1,コントローラーカスタムがない
操作のしやすさ,1,説明やナビゲーションは分かりやすいし丁寧。新規さんには進めやすい、良い機能。
操作のしやすさ,-1,"メニューやボタン操作の不便さ"
操作のしやすさ,-1,便利コマンド機能がないためしのびあしなどの移動補助を毎回毎回コマンド選択する必要があるので本当に億劫
操作のしやすさ,-1,斜め移動、ダッシュ移動、攻撃モーションがないなど随所に手抜きの形跡が見られる
操作のしやすさ,-1,"飛行中はメニュー画面を開けない、ミニマップに表示される現在地にもズレ、違和感があり混乱しました。"
操作のしやすさ,-1,UIが悪いと感じた
操作のしやすさ,-1,ダッシュ回りとか（デフォダッシュでいい）、戦闘テンポが最速でも遅いとか、逃げコマンドが選びにくいとか、イベントスキップが面倒で音声入ったらボタンでテキストスキップできないとか上げたらキリがない。
操作のしやすさ,-1,戦闘中には特技や魔法を放って躍動する姿を見てみたかった。「逃げる」を選択したら確認の「はい」「いいえ」を更に押す必要があるのがテンポを阻害している。ダッシュはボタンを押したり切り替えではなく、常時ダッシュの選択も欲しかった。特技や魔法のショートカット機能が欲しかった。
操作のしやすさ,-1,古臭いUI、あまりに遅い移動、プレイヤーを置いてけぼりにしている
操作のしやすさ,-1,カメラ回転できないから横のドアの入り口とかわかりにくい
操作のしやすさ,-1,"操作性もおかしいと思わなかったんですかね…？操作性終わってるｗ"
操作のしやすさ,-1,装備UIの設計もストレスを感じる作り
操作のしやすさ,-1,移動、戦闘のテンポが悪い。とにかく遅くてイライラする。
操作のしやすさ,-1,視界悪いな。画面回せないのかな？できないのである。画面を引きにして視界を広く持つことは？当然できない。遠く（画面奥側）は見える。では手前側や左右への視界はというとひどく狭い範囲しか画面に入ってこない。動き出し鈍いな？旋回も遅くね？戦闘をする。世界地図を開く。船、そのたびに0からの加速。視界悪っっっっっっっっる！！！！！！！！！！！
操作のしやすさ,-1,ユーザビリティが低すぎる
