aspect,pos,neg,neu
操作のしやすさ,"- ゲームを繰り返すうちに自然に体が反応し、楽しくプレイできるようになる。
- 単純なルールで初心者でもわかりやすく、音ゲーとしての煩わしさがないのが良い。
- 動作が軽快で、待たされることなくすぐにゲームを始められる。
- 剣を振る爽快感は非常に高く、楽しめる要素が多い。
- インターフェース調整が可能で、狭い部屋でも快適にプレイできる。
- 簡単な譜面から難しいものまで、どれも楽しい。
- トラッキング精度が改善されており、快適にプレイできる。
- 練習モードが充実していて、自分のペースで上達できる。
- 直感的に操作でき、VR初心者でもすぐに慣れることができる。
- シンプルでわかりやすいルールで、友達にもすぐに教えられる。","- コントローラーの調整が重要で、うまくいかないとプレイに支障をきたす。
- コントローラーのリンクが頻繁に狂うことがある。
- アップデート後、スタート画面でボタンが反応せずプレイできない状況が発生した。
- コントローラーが滑りやすく、操作が難しいと感じる。
- 左右のセイバーの色に慣れるのが難しく、色の切り替えができると助かる。","- コントローラーの持ち方を調べる必要があった。  
- VR専用の音ゲーで、赤と青の矢印ノーツを色に合わせて斬るのが目的。  
- Bombと呼ばれる障害物を避ける必要があり、体が当たっても問題ないが斬るとミスになる。  
- 大きな壁もあり、全身を使って回避する必要があるため運動不足には厳しい。  
- 操作に直感的でない部分もあったが、調整オプションがあり安心してプレイできる。  "
難易度の適切さ,"- 自然に上手くなり、Expert+もできるようになる。
- 難易度が上がると運動量が増え、汗をかく。
- 最初は難しいと思った曲も、経験を積むことでクリアできるようになる。
- MAPによって難易度が異なり、初心者は様々な曲を試すと良い。
- 中級者以上は最高得点を目指すなどの挑戦ができる。
- 初心者でも徐々に高難易度の曲をクリアする達成感を味わえる。
- 音ゲー初心者でも楽しめる難易度設定がある。
- 難易度が上がるにつれ、より体力が必要となる。
- マップの構成に工夫があり、各難易度に合わせて楽しめる。
- 継続プレイで確実に上達を実感できるゲームである。","- 動画よりも難しいため、ハードを安定してクリアするのに時間がかかる。
- ノーマルまではいいが、ハードに入ると剣を振るのが難しい。
- キャンペーンの難易度設定が疑問に思える。
- ゲージが減少型で、短時間でのミスで失敗することが多い。
- エキスパートからが本格的なチュートリアルと感じる。
- 専門的な難易度で、体力が必要で完走が難しい。
- ハード以上の難易度ではダンス要素が強くなる。
- 重いコントローラのため、手を動かすのが大変。
- 難しすぎて気分よく楽しめず、初心者には辛い。
- 最上位の難易度はクリアが難しく、音ゲー未経験者には厳しい。","- 難易度は五段階で選べるが、難しすぎる譜面は必要ないと思う。
- ハードやエクストリームの譜面はクリアできるが、フルコンは運次第で難しい。
- 1本モードにエキスパート以外の難易度があった方が良いと感じている。
- 曲調や難易度によって消費カロリーは10~25カロリーで、150カロリー消費するには6曲必要。
- 中難易度の譜面作成者には感謝の気持ちがある。
- 中難易度以上を遊ぶ場合はBグリップを推奨する。
- プレイしていると意外と疲れることに驚いた。"
進捗の明確さ,"- 進歩していく過程が楽しい。
- プレイ後の達成感が素晴らしい。
- クリアできなかった曲を捌けるようになる快感がある。
- 健康状態の変化も実感できる。
- 自分の成長を感じながら楽しめる。
- 達成感を感じる瞬間が増える。
- 突然上達する経験が何度もある。",,"- ゲームオーバーになっても進行状況を計算してくれるため、楽しめる。
- 上達の指針としてたまに遊ぶのに適している。"
目的の明確さ,"- 赤と青のボックスに従って同じ色のセイバーで斬るゲームである。
- 個人の目標が立てやすく、やりこみ要素が豊富だ。
- キャンペーンモードでは条件付きの挑戦も楽しめる。
- 簡単なルールながら熱中できる魅力がある。
- 魔王討伐を成功させた達成感がある。
- 楽しんでいると自然に痩せる効果もある。",,- ルールは動画で簡単に理解できる。
視聴覚の魅力,"- 爽快感がありストレス発散になるゲームである。
- 音楽に合わせて豆腐を切る斬新なVR技術が評価されている。
- 音ゲー初心者でも楽しめるシンプルなルールが魅力。
- フィットネスとしても優れており、カロリー消費が可能。
- 有名な楽曲のDLCがあり、手軽に楽しめる。
- ゲームのクオリティが高く、完成度に驚かされる。
- MODの導入が楽しさをさらに広げている。
- 音楽にノリながら体を動かす感覚が気持ちいい。
- プレイ中の没入感と爽快感が非常に高い。
- ゲームのスタイルやビジュアルが魅力的で、満足度が高い。","- 楽曲が洋楽っぽくて似たような曲が多く、バラエティ性が薄いと感じた。
- 曲の質が悪く、耳障りなノイズが大半を占めている。","- 色がくすんでいるが、プレイ感覚は変わらない。  
- 収録曲は少ないが、全体的には購入しても損はないと思う。"
遊ぶ意義,"- ゲームをプレイすることが有意義で、運動不足解消に役立ったと感じた。
- VRHMDを購入した甲斐があり、運動しながら楽しめる要素が多い。
- 音ゲーとしてのシンプルさが初心者に優しく、楽しくプレイできる。
- お気に入りの楽曲で遊べることで、モチベーションが高まった。
- このゲームはコロナ自粛中の運動不足解消にも役立った。
- ダイエット効果もあり、他のダイエット器具よりもおすすめと感じた。
- 「斬る」というアクションが快感で、リズムに合わせての体を動かす楽しさがある。
- ゲームプレイを通じて健康状態を実感でき、ストレス解消にもなる。
- 2000円以上の価値があると強く感じ、運動不足の人にぜひ勧めたい。
- VRゲームの中で屈指の面白さであり、プレイする価値があると思っている。",,
没入感,"- ゲームに夢中になり、没入感が高い。
- ヴィジュアルとリズムに合わせて動くので、体全体を使って楽しめる。
- プレイ中は周囲のことを忘れ、長時間でも疲れを感じない。
- 音楽に合わせたリズムゲーで爽快感が得られる。
- 自然と競争心が高まり、試合に集中できる。
- プレイしていると時間を忘れてしまう。
- ゲームプレイは非常に楽しく、アクティブに体を動かせる。
- 一度始めると、夢中になり過ぎてしまうほど面白い。
- 様々な曲を楽しめるのが魅力的で、プレイし続けたくなる。
- VRゲームとしての新しい体験が得られ、非常に満足感が高い。","- 楽しいけど非常に疲れるし、熱くなる。
- 夢中になると時間が経つのが早く、気づけば1時間が過ぎている。
- 壁にぶつかって壊さないように注意が必要。","- 体が当たるのは問題ないが、斬ると失敗になり、大きな壁が現れるため、回避に全身を使う必要がある。
- プレイに夢中になりすぎてコントローラーを飛ばしてしまうことがある。
- プレイ中は周囲の状況に気がつかなくなる。
- 没入感が妨げられることやVR酔いの発生はない。"
成長感の得やすさ,"- 自然に上達を感じることができ、プレイするのが楽しい。
- 複数回のプレイで技巧が向上し、コミュニティの盛り上がりも最高だと感じる。
- 自分の成長を実感しながらプレイでき、体力や動体視力が向上する。
- 無理だと思っていた高難易度の譜面もクリアできるようになり、達成感を得られる。
- 初心者でも簡単に始められ、高得点を狙う楽しさがある。
- 運動不足を解消しながら楽しめるので、運動が苦手でも続けやすい。
- 難易度調整やサポート機能があり、誰でも気軽に挑戦できる設計になっている。
- プレイ後は爽快感と達成感があり、リピートしたくなるゲーム体験がある。
- 定期的なプレイで筋肉がつき、体重や健康に良い影響が現れる。
- クオリティの高いノート構成に感心し、楽しみながらステップアップできる。","- ハードな設定をクリアするのに苦労した。  
- 40時間かけてようやくクリアの手応えを感じ始めた。","- ノーツの速さに最初は苦労したが、プレイを重ねることで動体視力が向上した。
- 5ヶ月で8Kgの減量に成功し、筋トレメニューも増えている。"
好奇心への刺激,"- MOD対応のビートセイバーは特別な面白さがある。
- 外部からmp3を使えるようになれば長く楽しめると期待している。
- 曲パック購入やMODを導入し、有志の曲を探す必要がある。
- PC版ならではの無限の曲追加が魅力である。
- 自分好みのカスタム曲をプレイするのが楽しい。
- MOD導入については情報が多く、探しやすい。
- 譜面もMODで無限に追加可能で検索の楽しみもある。
- 好きな曲がなければ自作の譜面作成もできる。
- MODで曲を増やすことで、さらに楽しみが広がる。
- VRへの興味を引き、今後のVRの方向性を示す可能性がある。",,"- ゲームの進化について興味があった。  
- 曲数の少なさが気になるが、アップデートでの増加を期待している。"
自由度,"- MODを使うことでカスタム曲が無限に楽しめる。
- プレイヤーが自分の目標を設定する必要があるが、エディット機能も活用できる。
- 「No Fail」モードは必須で、公式の譜面エディタ実装予定がある。
- カスタムステージを利用すれば、収録曲以外の曲も楽しめる。
- MODがあれば映像制作や配信が容易で、スコア競い合いも楽しめる。
- 自由なプレイスタイルを選べるのが魅力で、動きやすいように設定可能。
- 曲の追加や自作譜面が簡単で、飽きることが少ない。
- MODによるプレイ環境のカスタマイズが充実している。
- 多様な楽しみ方ができ、運動にも適している。
- 自分のやり方で自由にプレイできる選択肢が豊富で、長期的に楽しむことができる。","- MODの導入がほぼ必須である。
- 曲のダウンロードはできるが、リスクを伴う。
- 遊べない曲を無駄に悩むことがあった。
- バインド設定が変更できなくなった。
- いろいろなカスタマイズが可能だが、左右どちらでもノートを切るモードがない。
- デフォルト曲に意地悪なノーツが多く、ストレスを感じる。
- Steram版ではカスタム曲が追加でき、良譜面が楽しめる。
- 知っている曲でモチベーションを上げつつ遊ぶのが効果的。
- MOD導入の制限が可能性を大きく制約している。","- 譜面作成機能が欲しいと感じる。
- Workshopでユーザーが曲を追加できると良い。
- 1本モードはエキスパート以外の難易度も欲しい。
- 上半身の動きやしゃがむ動作にスペースが必要。
- 片手だけのモードが用意されている。
- 初期曲の数は少なめ。
- 継続的に楽しむかは個人次第。"
