aspect,pos,neg,neu
操作のしやすさ,"- 最新作のモンハンは新しいアクションとユーザーフレンドリーなシステムが評価されている。
- 採取や回復が迅速になり、不要なアイテムが廃止されて快適さが向上した。
- ゲーム移動が軽快で、犬や翔虫を使って大幅に効率化されている。
- チュートリアルが丁寧で、初心者でも抵抗なくプレイできるようになっている。
- アクション面がスタイリッシュで新たな体験を提供しており、モンスターとの相互作用も豊富である。
- アイテム使用や採取が迅速化され、ストレスが軽減されている。
- プレイヤー側の快適さを重視した設計が施されており、全体的に遊びやすさが感じられる。
- 技や操作が簡単に習得できるため、プレイを続けやすくなっている。
- フレーム回避やカウンター技が実行しやすくなり、アクションが楽しくなっている。
- シリーズの魅力を残しつつ、快適に遊べる要素が増え、特に新規プレイヤーにも優しいゲームになっている。","- 操作が複雑で使いにくいUIやショートカットに困惑する。
- コントローラー設定が不適切で混乱を招くことがある。
- 入力遅延や反応の鈍さでストレスを感じる。
- 操作方法の説明が不足しており、初心者には難しい。
- 武器によって操作感が違い、気軽に武器を切り替えられない。
- UIが不便で、意図した操作ができないことが多い。
- ガルクや移動に関する操作性が悪く、ストレスを感じることがある。
- 全体的に操作が重く、快適さや楽しさに欠ける。
- キー設定の自由度が低く、複雑な操作が煩わしい。
- 操作性に関する不満が多く、改善が望まれる。","- プレイヤーが介入できない場面が減り、初心者にも優しい仕様になったと感じる。
- チュートリアルが欲しかったという意見があり、新規参入が容易になっている印象がある。
- キーボード・マウスやパッドの操作性は悪くないが、操作項目の増加で慣れるまで時間がかかるかもしれない。
- 基本操作の練習用としての側面が強く、初心者向けに指示が多いのが良い点とされる。
- 武器の操作説明が雑で、外部の参考資料を推奨する声がある。
- 操作は複雑で、ミスをするとモンスターを追うのに時間がかかることが多い。
- 展示されたストレス要素が解消されており、遊びやすいと評価されている。
- 敵の攻撃が正面向きになるのに慣れるまでが大変という意見が見られる。
- 操作が複雑化し続けていることが新規プレイヤーにとっての敷居になるかもしれない。
- 操作に慣れると楽しさが増すが、過去作と違いすぎると感じることがあるため注意が必要とされる。"
難易度の適切さ,"- ゲームの進行がスムーズで、演出のカット機能が便利。
- 中盤までは難易度が低く、遊びやすい。
- クエストには丁寧なプレイが求められ、努力が楽しむポイントになる。
- モンスターの戦闘はちょうどよく、プレイヤースキルが求められる。
- 難易度は初心者向けで快適に遊べるバランスになっている。
- 一部の高難易度クエストも存在し、準備や工夫が重要。
- 初心者でも取り組みやすく、サポートが手厚いと感じられる。
- 過去作よりも優しい難易度で、ライトユーザーにもおすすめ。
- ストーリーは簡単すぎず、緊張感がある要素も残されている。
- 総じて、難易度のバランスが優れており、多くのプレイヤーに楽しめる作品になっている。","- ラスボスまでの難易度は適度で楽しめるが、エンドコンテンツは疲労を感じる高難易度が存在する。
- マルチプレイは野良中心で、クエスト成功率は過去作より低い。
- 2Gや3rdと比べると明らかに難易度は低く、慣れたプレイヤーにはあっさりクリアできる。
- 初心者向け装備やNPC同行システムにより、進行はスムーズになる。
- エンドコンテンツの難易度は低く感じ、過去の作品に比べて楽に進められる印象。
- 一方、高ストレスの戦闘や作業感の強い周回を感じるプレイヤーもいる。
- モンスターのインフレした火力で、気軽に狩ると逆にやられてしまうことも。
- 全体的に難易度が低下し、達成感が薄いとの意見が多い。
- 新モンスターの行動が別ゲーのように感じられ、歯ごたえが欠けている。
- 難易度の低下は新規プレイヤーには取っつきやすいが、経験者には物足りないという意見が多い。","- 難易度は過去作より下がっていると感じられる。
- アクションゲームとしては簡単に感じる。
- 一部の高難易度クエストは従来通り手強く、油断すると敗北することがある。
- 初心者と上級者の道のりが極端になっている印象。
- 一部武器種の強さやアイテム補充の制度が難易度低下に寄与している。
- 難易度の変化については、切り離して考える必要がある。
- ソロが難しい場合はマルチプレイが推奨される。
- 全体的には難易度はほどほどとした評価。
- サンブレイクのエンドコンテンツに期待が寄せられている。
- アイスボーンの難易度に比べて低いと感じられる。"
進捗の明確さ,,,
目的の明確さ,"- 今作のカムラの里の人たちは魅力的で、前作の受付嬢とは対照的である。
- モンスターを倒して素材を集め武器防具を作るというシンプルな目的が、楽しさを生んでいる。",- エンドコンテンツはモンスター狩りに特化しており、ワールドと比べて強敵を倒す楽しさが足りない。,
視聴覚の魅力,"- シナリオは薄味だが、ボスの演出や音楽が良かった。
- モンスターの戦闘は迫力があり、高解像度で快適に遊べる。
- 和風の雰囲気が魅力的で、グラフィックが高画質で見やすい。
- VRModを利用すればモンハンの世界に没入できる。
- 音楽やキャラクターの魅力が高評価で、プレイヤーを引き込む。
- フレームレートやロード速度の向上が快適なゲーム体験を提供する。
- グラフィックがきれいなので、初心者でも楽しめる。
- 画質の向上により、戦いやすく攻撃が見切りやすくなった。
- 和洋の世界観が楽しめるのも良かった。
- 操作性も良好で、全体的にテンポの良いゲームプレイが楽しめる。","- グラフィックはワールドに比べて劣化しているが、プレイには大きな問題はないと感じる。
- ライズは全体的に明るすぎて「らしさ」を感じにくい。
- モンスターや武器の重量感があまり感じられず、軽い印象を受ける。
- グラフィックの美しさやSEの重圧感がワールドに比べて低下している。
- 攻撃エフェクトが派手すぎて視界を妨げることがある。
- 移植作品のため解像度が低く、ゲームプレイ中に重く感じる場面がある。
- グラフィックがSwitch基準であり、ワールドには及ばない。
- ゲームのシステム自体は快適度が向上している点は評価できる。
- キャラメイクの幅が狭く、期待外れな部分がある。
- グラフィックやBGMがしょぼいと感じるが、全体として引き込まれにくいと不満がある。","- 虫が苦手で羽音にゾワゾワするが、里の受付嬢が可愛いので気にならなくなる。
- プレイ中の画質は中の上程度で、改善を待っている。
- ゲームのシステムは見た目よりも戦闘に重きを置いている。
- グラフィックはやや劣るが、プレイには支障を感じない。
- 雰囲気は「3rd」と「MHW」を合わせた感じで楽しめた。
- 防具や肌がテカっているように見えるが、それがキャラクターの特徴。
- Switch版ということでワールドと比べるとグラフィックには差がある。
- キャラクター造形に甘さを感じる部分がある。
- Switchの特性を踏まえており、グラフィックは特に気にならない。
- ワールドほど美麗ではないが、その分サクサクプレイできる。"
遊ぶ意義,"- システムが改善されており、初めてのモンハンとして最適だと感じている。
- 遊ぶことで過去の思い出に浸り、感傷的になることがある。
- 本作品は個人的に好きで、歴代の中でも特に楽しめている。
- 前作の不満点が解消され、世界観や明るさが満足できるが、特に遊びやすさが強化されている。
- 読み込み時間はあるものの、ゲームのテンポは良く、遊ぶ価値があると感じている。
- ソロでも問題なく遊べる配慮があり、共闘の楽しさが味わえる。
- ゲーム自体は充実していて、モンハンに対する苦手意識がなくなった。
- 世界観や拠点音楽が気に入っており、狩り以外の楽しみ方も満喫できる。
- 短時間で達成感を得られて、進むにつれて新たな楽しみが見えてくる。
- モンハンは十分な楽しさを提供してくれる神ゲーであり、感慨深い思い出を呼び起こす。","- モンハンは楽しいが、お守りと錬成のガチャには不満がある。
- ガチャで素材が消耗されるのが残念だが、全体的には楽しんでいる。
- アクションが楽しいので、遊ぶこと自体には満足している。",
没入感,"- モンスターと戯れることで時間を忘れ、没入感を感じながらプレイしていた。 
- プレイ中に不満はなく、羽音が涼しさを感じさせる。
- ゲームに完全に夢中になり、周囲のことが気にならなくなる。
- ヌルヌル動くグラフィックに驚かされ、雰囲気が楽しめる。
- 操竜アクションが快感で、スピード感が楽しさを増している。
- 深夜まで熱中し、戦闘がストレスフリーで楽しめる作品と感じた。
- 翔虫を使ったアクションが新鮮で、過去作には戻れないほど楽しめる。
- 敵の動きを見ながらの攻防がシンプルで熱いと感じる。
- 里の人々の会話による没入感がさらに引き立てられる。
- ゲームをする環境が整っており、時間を忘れてやり込むことができた。","- ゲームには没入感が感じられない。
- モンスターとの戦いが途切れず、集中できない。
- 百鬼夜行に対する危機感が全く無い。
- モンスターのラインナップが没入感を損なっている。
- 戦闘が続くため、世界観やキャラクターに愛着が持てない。
- 結局、エンディングまで駆け抜けてしまう。
- 省略が多く、味気なさを感じる。","- 世界観に没入できるほど魅力的。  
- クエストの時間制限を忘れるくらい楽しめる。"
成長感の得やすさ,"- プレイヤーへの段階的な理解を促すシステムが良い。
- 初心者でも快適にプレイでき、達成感を感じやすい。
- スキルやプレイスタイルを合わせることが重要で、やりがいがある。
- 操作方法を覚えやすく、チュートリアルが充実している。
- 環境生物の利用で戦略が広がり、楽しさが増す。
- 遊びやすさやゲームの優しい難易度が初心者に適している。
- 狩りの快適さを実感しやすく、成長感を感じる。
- 技術の向上が自然とゲーム内での成功につながる。
- 動作を覚えれば簡単にモンスターを倒せる感覚がある。
- アクションが苦手でも楽しめるように設計されている。","- 今作ではクエストが時間切れになることはほとんどなかった。
- 敵に向かって正面を向いて攻撃するのは慣れるまで難しかった。","- タイムアタックを通じて腕を磨くことができる。
- コンテンツを全てクリアするのに約100時間、勲章を埋めるのにさらに200時間程度かかる。
- 強くなるためには、しっかりと時間をかけて取り組む必要がある。
- 操作の難易度は上がるが、全体的には程よいバランスの難易度が多い。"
好奇心への刺激,"- 最近のモンハンの進化に興味が湧いた。
- ワールドよりもライズが新規プレイヤー向けだと感じる。
- ライズの新要素「翔蟲」が魅力的で楽しめる。
- シリーズ初心者でも入りやすい作品だと思う。
- サンブレイクの拡張に期待している。
- 様々な武器を使う楽しみがある。
- ソロプレイヤーにとってNPCとの共闘クエは楽しみ。
- やりこみ要素が豊富でマップ探索も充実している。
- 新しい武器の追加やアップデートに期待している。
- 過去作を経験したプレイヤーでも新鮮に楽しめる。","- やり込み要素が多く、時間をかけると苦痛に感じることがある。
- ギザミの復活について疑問を持ち、ザザミへの変更を希望している。
- 百竜夜行の改善を期待しているが、満足には至っていない。
- 新しいスキルは興味深いが、フレーム回避軸のスキルが使えないため、モチベーションが下がっている。","- 西洋文化圏の国で肉料理を食べたい
- Steam版をプレーした感想がある
- 知りたい情報があったが調べても分からなかった
- サンブレイクの難易度や武器のバランスについて興味がある
- 新たな要素や機能を期待している
- ハンターは翔蟲によって操られている印象を受けた"
自由度,"- 防具の見た目変更が楽しく、自由なカスタマイズが可能。
- 楽しい武器の選択肢があり、どの武器でも楽しめる。
- フィールドを自由に飛び回れる楽しさがある。
- フレンドと楽しく遊ぶのに最適なゲームだと感じる。
- 他のモンスターの乱入がプレイヤーに新たな選択肢を与える。
- 自由にゲームをプレイできる環境が整っており、遊びやすさが向上している。
- ガルクによる迅速な移動がゲーム体験を向上させている。
- 採集場所や移動に関するサポートが充実していて快適。
- NPCと一緒に狩りに行けるので、ソロプレイも楽しめる。
- 自由なプレイスタイルとやりこみ要素が多く、時間を忘れて楽しめる。","- 武器に自由度がなく、戦闘が単調に感じる。
- 防具を使わない方がゲームに慣れやすい印象。
- サブキャンプから出発できないのが不便。
- 同じモンスターを何度も狩るのが飽きてきた。
- 450時間プレイしても、やり切っていないと感じる。
- 参加条件に合わせた柔軟な武器構成の調整が求められる。
- MODを使わないのはPCプレイヤーには損だと思う。
- キーバインドの自由度が悪化している点が残念。
- コントローラーのボタン配置変更が限られており驚いた。
- 動作が武器種で変わるため、気軽に武器変更できないのが謎。","- オンラインロビーが4人限定ではなくて16人にできたら良かった。
- 遊びやすいモンハンの印象で、初心者でも楽しめる。
- ソロでうまくいかない場合はマルチプレイをおすすめ。
- NPCを連れて歩ける機能が追加された。
- 友人と一緒にプレイすると楽しく思い出を共有できるが、スイッチ版と互換性がない点に注意。
- 自分には面倒くささが合わなかった。
- MOD使用は自己責任で、自分の環境を見直すことが大切。"
