aspect,pos,neg,neu
操作のしやすさ,"- ゲーム内のキー設定で操作性が向上し、PS4コントローラーでも快適に遊べる。
- パルクールアクションが簡潔で、軽快な操作感が楽しめる。
- チュートリアルが丁寧で武器の種類も豊富、複雑な操作も学びやすい。
- 探索時のストレスが少なく、操作性やナビゲーションが親切に設計されている。
- キーボード操作になったとき、システムメニューの設定が固定されていることに不満がある。
- ゲームがジャイロエイムに未対応で、PS配置が辛いと感じるプレイヤーもいる。
- 操作することで手際よくプレイできるようになり、楽しいと感じる。
- 簡単なアクション要素が特徴で、アクションが苦手でも楽しめる設計になっている。
- ゲーム操作は素晴らしく、美しい光の表現も評価されている。
- キーボード＆マウス操作が快適で、流暢にプレイできる。","- 決定ボタンとキャンセルボタンの配置が逆で、操作ミスが頻発する。
- アイテム拾い時に立ち止まる必要があり、操作性に不便さを感じる。
- 武器選択やスキャンの設定が直感的でなく、機能しないことがあった。
- 登れる部分が分かりにくく、進むのにストレスを感じる。
- ターゲット機能が無く、敵の弱点を捉えにくい。
- 日本語版には深刻なバグがあり、ボタン配置の整合性がない。
- 移動速度が遅く、特に段差での挙動が不安定。
- 説明不足やクエストの分かりにくさに不満を持つ。
- 操作感が悪く、アクションでストレスが溜まりやすい。
- UIが見づらく選択肢が多く、アイテム確認が困難。","- 操作性は良いが、いくつかのボタン操作に癖を感じる。
- アクション要素が強く、陽動や罠に関する操作の具体性は不明。
- グラフィックは美麗で、操作も問題なければ良い印象を持つ。
- PS4版の移植の影響でボタン割当に不便さを感じる。
- 箱コン使用時にYes/Noを間違えることがある。
- ゲームプレイ自体は楽しいが、モチベーションが不足している。
- このままだと途中でプレイを辞めてしまう可能性がある。
- 操作に対する満足感はあるが、全体的な楽しさに欠ける印象を受ける。"
難易度の適切さ,"- アクションが苦手な人でも楽しめる難易度設定があり、ストレスなくプレイできる。
- 難易度を上げることで緊張感を持ってプレイでき、プレイヤーのスキルに応じた調整が可能。
- 各難易度で戦闘バランスが良く、工夫次第で進行がスムーズになる。
- 難易度「ストーリー」は実績に制約がなく、プレイヤーのスタイルに合わせてスキル習得ができる。
- 難易度設定が細かく、ノーマルでも敵が強く感じるが楽しめる。
- 戦闘はエイムや戦略が求められ、適度な緊張感がある。
- ゲーム全体の難易度は丁度良く、カジュアルなモードも選べる。
- 敵が強く、戦略を考える戦闘が楽しめ、クリアには技量が求められる。
- 戦闘中の装備や戦術の変更が可能で、挑戦的なバランスがある。
- 自由に難易度変更ができるため、誰でも楽しみやすいゲームになっている。","- NORMAL難易度でプレイし、アクションが苦手で一部の敵の難易度を下げた。
- アクションゲーム未経験者には高難易度で、最高難易度のウルトラハードは非常に厳しい戦闘となる。
- 最高難易度では敵の攻撃が即死級で、逃げることも困難であった。
- アビリティが単純で、レベルが上がるとゴリ押しになり物足りない。
- 敵がスキを見せず、特に大型敵との戦闘が厳しくストレスが溜まった。
- 敵の攻撃を避けながら忙しく動き回る必要があり、アクション性が高い。
- スキルツリーの上限到達により成長の楽しみが失われた。
- 複数の敵との戦闘で疲れるが、初期は挑戦的で面白かった。
- 難易度Storyはストーリー重視で実際のゲームにならず、他の難易度もHPが減りすぎて難しい。
- 全体的に難易度設定にバランスの悪さを感じ、苦行に近いゲーム体験だった。","- ウルトラハードを選ばない方が楽しめる。
- UltraHardとNormalに大きな差はないと感じた。
- 基本は飛び道具で、難易度を下げれば近接でもクリア可能。
- 中盤では狩りを楽しんでいる。
- 終盤は勝負しても勝てるレベル。
- ハードモードだが、難易度は低く感じる。
- 実績解除のためにNewGame+のウルトラハードをクリアしたが、難しくはなかった。
- ウルトラハードでも難しさは大差ない。"
進捗の明確さ,- 収集物の進行状況をメニューで簡単に確認でき、取り返しのつかない要素がない。,,
目的の明確さ,"- マーカーが目的地と経路に表示されるため、親切さが感じられる。  
- 敵に見つかっても相手を倒すことで進行できるので、気軽に遊べる。  
- シナリオがポストアポカリプス系で、謎や目的を追う展開が魅力的。  ","- 理解しづらい部分があるが、それでもおススメの作品である。  
- シナリオは民族系のお話で、ついていくのが難しい。  
- 主人公の目的がはっきりしない点が不明瞭である。  ",
視聴覚の魅力,"- グラフィックが美しく、最新のゲームに引けを取らない。
- 雪山や大自然の映像が特に綺麗で感動的。
- 魅力的な機械獣や個性的な登場人物がストーリーに深みを与えている。
- 水や木々の描写など細部まで作り込まれている。
- 圧倒的な美麗グラフィックで、息を呑むような景色が広がる。
- ゲームのスタイルや雰囲気が高く評価されている。
- 映画のような演出やストーリー展開に没入感がある。
- 機械獣のデザインやアクションが素晴らしいと称賛される。
- オープンワールドで自由度高く楽しめる作品。
- 映像美と高画質で、プレイヤーを魅了する内容に仕上がっている。","- モニターでドット抜けがあり、ゲームプレイを邪魔された。
- 明るさの調整が難しく、昼は明るすぎ、夜は暗すぎる。
- グラフィックがPS3レベルに見えるバグがある。
- キャラクターの動きや髪、ヒゲにバグが発生し、シリアスな場面が台無しになった。
- イベント時の顔のアップは不気味で、キャラの挙動が不自然に感じた。
- 効果音のバグや待機時間が多く、ムービーの印象が悪かった。
- グラフィックやフレームレートの向上には期待していたが満足できなかった。
- 主人公の印象が悪く、好きになれなかった。
- キャラクターデザインや衣服のデザインに不","- 美しいグラフィックやストーリーは他のレビューで説明されているので改めて言及する必要はない。
- 主人公の見た目については気にならない人も多いが、自分はまあまあだと思う。
- グラフィックは中程度で、フレームレートは60fpsに設定することが可能。
- 世界観は非常に良いと感じているが、主人公の見た目には失望している。
- ゲームの内容自体は面白いと評価している。
- ゲームの感覚は「トゥームレイダー」のララ操作に似ていると感じた。
- ゲームは単なるプレイよりも映像体験として楽しめる作品だと思う。
- 自分の環境では最高設定のグラフィックが不可だったため、少し不満が残る。
- 全体的にゲームは完成度が高いが、ありきたりな部分もあると感じている。"
遊ぶ意義,"- 主人公の成長過程や友情の協力が感動を呼ぶストーリー展開が特徴的。
- プレイヤーが現実世界とリンクする感覚があり、深い没入感が得られた。
- 機械の獣が自然の中で動く様子が印象的で、快感を伴う戦闘が体験できる。
- 友情や努力、勝利の要素が豊富で、クリア後は長編映画を見たように感じる。
- 文明崩壊と人類史が絶妙に絡み合い、文化が伝わる世界観が魅力的。
- ストーリーを進める理由が明確で、プレイする価値があると評価されている。
- 過去の人間の思いやストーリーの裏側に楽しめる要素が豊富にある。
- 映画のような楽しさや感動があり、ゲームとのつながりを感じられた。
- 戦闘が面白く、攻撃感があり、完成度が素晴らしいと感じた。
- ストーリー全体が面白く、謎を解き明かす楽しさがあり、プレイの意義を感じられた。",- レビュー文が存在しないため、要約を作成できない。,
没入感,"- 面白いゲームで、時間を忘れて夢中になった。
- 美麗なグラフィックと自然音に没入感が増した。
- 操作が気持ちよく、緊張感のある戦闘が楽しめた。
- ストーリーが引き込まれ、便利なアイテムでプレイが向上した。
- オープンワールドならではの探索の楽しさがあった。
- セーブポイントが多く、快適なプレイができた。
- 毎回プレイ中は周囲の状況を忘れて集中していた。
- 世界崩壊の謎や主人公の出生が面白さを引き上げた。
- 巨大機械獣との戦いで壮大な体験ができた。
- 総じて没入感があり、楽しいプレイ体験となった。","- プレイ時間が130時間でやっと3分の1を終えた。  
- 睡眠時間が減ってしまっている。  
- ゲームに没頭できず、あまりのめり込めなかった。  
- 周囲を見回す行動が苦手でダメージを感じる。  
- 気づけば夢中になって7時間もプレイしていた。  
- 周囲の状況に気づかなくなることがあった。  ",
成長感の得やすさ,"- 機械を乗りこなすことで世界が広がり、武器の使い方を学ぶ楽しさがある。
- 難易度設定があり、アクションが苦手な人でも楽しめる工夫がされている。
- アクションや成長感があり、プレイスタイルに合わせた進め方ができる。
- 操作は簡単だが、武器の種類が多く、チュートリアルが丁寧で学びやすい。
- 理不尽にならない程度の難易度調整が施されており、成長を実感できる。
- 自分の戦闘スタイルを確立すれば、さらに面白さが増す。
- レベルアップによる成長があり、適度な緊張感と達成感を味わえる。
- 複数の敵をノーダメージで攻略できるようになり、戦略の楽しさが増す。
- シリーズのストーリーやキャラクターの成長も魅力的で、全体的に良バランス。
- 難易度設定のおかげで、各プレイヤーが自分のペースで楽しむことができる。","- 強くなった感覚が得にくいと感じる。
- ステータス成長やビルド構築の楽しさが薄い。
- レベル上限に達すると育成の楽しみが無くなる。
- スキルツリー形式だが、多様な成長はできない。
- 戦闘が難しく、エイムが下手だと辛い。
- 獲得経験値が少なく、面倒に感じることもある。","- エイム練習になる要素があるかもしれない。
- 主人公のスキルアップが比較的早く、育成の必要が少ない。
- サイレントストライク、ルアーコール、クリティカルヒットを使用してスニークキルが可能。
- メインクエストを進めるだけでレベルが上がり、多くのスキルが取得できる。
- 効率的に成長できるシステムが魅力的である。"
好奇心への刺激,"- 「鉄の花」の意味が理解できることで感動が得られる内容。
- すべてが新鮮で、歴史を知ることでワクワク感が増す。
- ストーリーの疑問点は解決され、続編への期待が高まる。
- 謎が残されている点やラストが続編を期待させる。
- 主人公の出自を探ることで古代文明の謎が明らかになる。
- 景観やテーマに感動し、製作者のこだわりが感じられる。
- 未知の地域を探検する楽しさがあり、探索要素も充実。
- 過去の廃墟から想像を膨らませる良さがある。
- ストーリーが進むごとに背景や主人公の生い立ちが明らかになる。
- やり込み要素や新鮮な武器の使い方が楽しめて、今後の展開が待ち遠しい。","- ストーリーは良いが、重要な謎が多く残されている。  
- 続編がないと解決しない問題がある。  
- 武器やエリア、モンスター、アイテムがもっと欲しかった。  ","- 属性を使うと戦闘が楽になるが、詳細がわからなかった。  
- 攻略サイトでの事前学習が有益かもしれない。  
- 次回作の改善点が気になる。  
- 続編がPC版で出てほしいと思っている。  "
自由度,"- キーコンフィグを設定すれば快適にプレイできるゲームである。
- カスタマイズ要素が多く、武器の種類も豊富で長く楽しめる。
- 周回要素があり、狩りが苦手な人向けのモードも用意されている。
- プレイヤーの自由なスタイルで楽しめる点が評価されている。
- 地形や敵の特性を活かした戦略的なプレイが可能。
- ステルスやトラップを駆使した多様な戦闘スタイルが楽しめる。
- 難易度は細かく調整でき、初心者から上級者まで楽しめる。
- クエストが自由な順序で進められ、お使い感がない。
- 膨大な世界観やサブクエストがあり飽きることなく遊べる。
- オープンワールドの魅力を存分に活かしたゲームである。","- オープンワールドと呼ぶにはマップが狭く自由度が低い。
- セーブが自由にできず、思うように移動できない場面が多い。
- 装備の種類が少なく、移動のストレスが大きいと感じる。
- 敵によって装備を頻繁に変えるため、プリセット機能を望む。
- キャラクター育成の自由度も高くない。
- スキルや武器に自由度がなく、敵の攻撃が厳しい。
- 遠距離攻撃に頼らざるを得ない状況が多い。
- 自由性が欠けているため、ゲームプレイに不満を感じる。
- マップの構造や制約がゲーム体験を損なっている。
- 総じて自由度が著しく低いオープンワールドだと評価されている。","- 縦横無尽に遊べるが、無理な行動もできてしまう。
- PC版では川に入っても流されないのが特徴。
- 自由度は低いが、全体的に丁寧に作られている。
- 日本人に受け入れられやすいオープンワールドアクション。
- キャラクタークリエイション機能があればさらに良かった。
- 攻撃スタイルの好みによる楽しみ方がある。
- 自由度は高いように見えるが、強い装備は限られている。"
