aspect,np,review
操作のしやすさ,1,攻撃ボタンを押しっぱなしにしているとフォロースルーのある点で動作が止まるようになっている。ユーザーの指が・心がまだボタンから離れていないのに勝手にキャラクターが心を離してしまうことがない気持ちよさ・一体感がとても素晴らしいと思いました。
操作のしやすさ,1,移動中は全くUIが表示されないため、目的地のピンを立てても道筋が表示されない。よってこの作品は画面上に風を流すことで進むべき方向を指示する方式をとっている。チャンバラもかなり凝っていて、それでいて中毒性がある。
操作のしやすさ,1,プレイフィールはとても洗練されていて快適です
操作のしやすさ,1,通れる窓には蝋燭が置かれていたり、風や鳥などが目的地を示してくれるのも、おしゃれで気配りが細やかです。これらの要素が、プレイヤーに鮮やかな殺陣を決めさせてくれる。
操作のしやすさ,-1,一騎打ちのときにYボタン（PSだと△）が反応しないことがある。
操作のしやすさ,1,特にPS5コントローラでのハプティックフィードバックがとてもいい
操作のしやすさ,1,ファストトラベルがしやすく、ストレスフリーなゲームデザイン。「どこへ行けばいいのか、何をすればいいのか」が一目で把握できるようになっている。
操作のしやすさ,1,快適にプレイできている
操作のしやすさ,-1,ボタンの反応が無くなり確定敗北になる事がある。アイテム取得と構え変更キーが同じため誤動作や不利を強いられる。キーコンフィグが変えられないのも頂けない
操作のしやすさ,1,ファストトラベルや全体的にロードが速い等、プレイの快適さへの配慮
操作のしやすさ,1,操作方法も簡単で楽しいです。何したら良いか分からない時がない
操作のしやすさ,1,アクション面は優しさのある死にゲー感を感じますがストレスフリーなので全然OK
操作のしやすさ,-1,ボタンが効かなくなるバグがある
操作のしやすさ,0,ファストトラベル地点がもう少し多ければ言うことなし
操作のしやすさ,0,これが分からなくてどうやってお辞儀するのか迷いました。
操作のしやすさ,1,"UIデザインも美しく、目的地にマーカーを設置したら、視覚的に風がマーカーの方へ向きます。プレイヤーのアクセシビリティを邪魔せず、雰囲気を壊さないこの点については発想が本当に素敵だなぁと思わせられます。"
操作のしやすさ,-1,話しかけるときに指定された方向に回り込まないと会話できない
操作のしやすさ,1,プレステの過去移植作の中でもダントツにPCで遊びやすいと思います。キーボード/マウスでプレイしてますが、キーアサインの初期設定がイマイチなので、この辺はPCで遊びやすいように変更する必要があるかと思います。
操作のしやすさ,0,PS4・5ではタッチパッド限定だった操作が標準ゲームパッドでできるようになっているので、パッド派でも安心です。多用する装備・型切り替えの操作が結構複雑なのと必殺技と回復のリソースが共通なのがライトゲーマーにはキツそうです。
操作のしやすさ,-1,キーボードとマウスに最適化されておらず、気持ち悪いキーアサイン。マップの操作感はほんまに糞。マークが密集していると目的のマークをクリックできない。正面からしかインタラクトできない。近づきすぎるとインタラクトできない。勝手に装備を変更される。好んで水の型を使っているのに、戦闘中に強制的にお勧めに変更させられる。
