aspect,pos,neg,neu
操作のしやすさ,"- 攻撃ボタンを長押ししてもキャラクターが勝手に動かない点が良い。
- UIが移動中に表示されないが、風が進むべき方向を指示してくれるのが魅力的。
- プレイフィールが洗練されており快適である。
- 蝋燭や風、鳥の要素がおしゃれで細やかな気配りを感じさせる。
- PS5コントローラのハプティックフィードバックが素晴らしい。
- ファストトラベルがしやすく、ストレスフリーなゲームデザインが実現されている。
- 操作方法が簡単で、迷うことなくプレイできる。
- アクション要素が優しさのあるデザインでストレスフリー。
- UIデザインが美しく、視覚的なガイドがプレイヤーのアクセシビリティを向上させている。
- 手軽に楽しめるバトルシステムと快適に練られたシステムが評価されている。","- 一騎打ちの際にYボタンの反応が悪く、確定敗北になることがある。
- ボタン反応のバグにより、アイテム取得と構え変更が混同されることが不利になる。
- 会話には特定の方向に回り込む必要があり、操作が直感的でない。
- キーボードとマウスの最適化がされておらず、操作感が非常に悪い。
- 一部の操作が複雑で、特にキーマウ操作に慣れないと難しさがある。
- ロックオン機能が毎回手動でアクティブにする必要があり、使い勝手が悪い。
- 操作レイアウトの変更により、快適さを向上させる方法がある。
- 移動中に風を起こす操作が難しく、作業が煩わしいと感じる。
- コントローラーの配置が不適切で、視点変更と攻撃を同時に行えないことが問題。
- 操作性や演出に改善が求められている点が多くあり、惜しいと感じる。","- ファストトラベル地点がもっとあれば良いと感じている。
- お辞儀の操作方法が分かりにくかった。
- PS4・5と異なり、標準ゲームパッドで多くの操作が可能になり、パッド派にとっては安心。
- 装備や型の切り替えが複雑で、ライトゲーマーには厳しいと感じた。
- 全体的には特に問題はなく、可もなく不可もなしと評価。"
難易度の適切さ,"- ダークソウル経験者には難易度が適切である。
- ステルスの緊張感が心地よく、油断するとすぐ死ぬバランスがある。
- 死んでもイライラせず、チェックポイントから再開できるため気持ちよく遊べる。
- 難易度は急に上がらず、徐々に強くなるため遊びやすい。
- アクションが苦手なプレイヤーでも楽しめる工夫がある。
- ボス戦は覚える楽しさがあり、リトライもスムーズ。
- プレイヤーの操作技術によって難易度調整が可能で快適にプレイできる。
- ソウルライクではない良好な難易度が、広いフィールドの楽しさを引き立てる。
- 装備や道具を駆使することで戦闘の難度を和らげることができる。
- 初めは難しく感じても、慣れてしまうと爽快感が増すゲーム体験がある。","- 壱岐の島での初めのイベントが不満で、ドロップがゼロで敵が強化されるのに納得できない。
- 序盤が厳しく、後半はよりゲーム的な技やアイテムが増えるがストレスを感じる。
- 最高難易度ではモーションが早く、見切るのが難しいため、慣れが必要。
- 敵が強く攻略が進まず、仁を強化するために壱岐島を攻略しなければならない。
- 強制的に縛りプレイをさせられ、ストレスが大きい。
- 一番簡単な難易度でも中盤以降は囲まれるとすぐに死んでしまう。
- 戦闘は苦痛で大変で、工夫が必要。
- 最高難易度の万死や万死+についてはぬるすぎると感じる。
- 中盤以降、一騎打ちの敵はフェイントを使うが、簡単に勝てる。
- 戦闘全体が単調であると評価されている。","- 難易度は普通で、しっかり探索や強化を行えばヘタクソでもクリア可能。
- ゲーム慣れした人には低めの難易度だが、ボタン操作が多いと初心者には厳しいかもしれない。
- ツシマの普通とアサクリオデッセイのハード以上、ナイトメア以下の難易度の体感があった。
- 序盤は基礎能力やスキルが不足して難易度が高いが、中盤以降はプレイヤースキルの向上で難易度が下がる。
- ボス戦のリトライ時に気力がほぼ回復しない仕様には不満があった。"
進捗の明確さ,,,
目的の明確さ,"- ゲームはストーリー重視で作られている。
- 道しるべがオシャレで目的地への誘導が助けになっている。
- ステルスを使用する理由がしっかりと説明されている。
- 主人公の戦う意志が力強く示されている。","- ミッションの目的地を確認する際に他ゲームのような指示がない。  
- クエストを進めるとメインストーリーに戻れなくなることがわかる。",- 目的地を風で表現しているが、遊びやすさのために切り替え機能が欲しい。
視聴覚の魅力,"- 美術の表現が圧倒的で、日本文化へのリスペクトを感じる作品である。
- ボス戦の描写が非常に満足度が高く、特に刀を抜く所作が印象的である。
- チャンバラ映画に馴染みのある日本人でも違和感なく楽しめる雰囲気がある。
- グラフィックが美麗で、和風の世界観に没頭できる作りになっている。
- 自然豊かな対馬を美しく描写しており、特に四季の表現が素晴らしい。
- ストーリーやキャラクターの描写が丁寧で、グラフィックと相まって没入感が高い。
- 戦闘が楽しく、グラフィック、音楽、演出が高いレベルでまとまっている。
- フォトモードで好きなシーンを楽しむことができ、創造性を発揮できる。
- 映像美や演出が独自のスタイルを持ち、観る者を魅了する。
- グラフィックが非常に繊細で、全体としてのクオリティが非常に高い。","- グラフィックの感動は薄く、色合いが地味でアイテム探しが難しい。
- 音が突然消えるバグが多発し、ストーリー進行に支障が出る。
- キャラクターデザインが地味で美形が少なく感じられ、エンタメとしての魅力に欠ける。
- 臨場感や没入感が不足し、音のバグがゲーム体験を損なっている。
- 映像は美しいが、ハイスペックなPCが必要である。
- ムービーシーンで音声がなくなることが多く、重要なシーンが見られない。
- 音バグで雰囲気や盛り上がりが台無しになり、修正が待たれる。
- ゲーム自体は面白いが、全体的に暗く、明るさを上げても改善されないことがある。
- 一部キャラクターの顔の陰影処理にバグがあり、キャラクターが不自然に見える。
- グラフィックがきれいだが、悪天候が多くその魅力が失われている。","- ムービーは長いが気にならない。
- ストーリーや演出は良いが、グラフィックの負荷は高い。
- 非常に丁寧に作られているため、細かい点を指摘する余地はない。
- 古いGPUでも高解像度で快適にプレイ可能だが、HDR使用時の明るさ調整が難しい。
- 明るさ調整の最適な基準を示す比較画像が欲しい。
- Sound bugについては言及があるが、詳細は不明。"
遊ぶ意義,"- 日本文化へのリスペクトが強く感じられる作品である。
- 残心の概念や日本武士の精神を表現している。
- 主人公の人柄やストーリーに共鳴し、自分も勇気をもらえる体験をした。
- 和の心を存分に味わえる感動的な作品となっている。
- ゲームの制作陣の熱意と日本の文化への深い愛情が伝わってくる。
- ストーリーが重厚で、様々なテーマがしっかり描かれているため感情移入しやすい。
- グラフィックや演出が美しく、心を奪われる体験を提供している。
- プレイすることで他の名作時代劇への興味が高まった。
- スポーツのような楽しさや感動をもたらしてくれる。
- 日本を舞台にしたゲームとしては非常に満足できる内容で、多くの人に勧められる。","- ストーリー中心で映画やアニメに似た雰囲気がある。  
- 没入感が低い。  ",
没入感,"- ツシマの世界に没入できるクオリティが素晴らしい。
- プレイ中は周囲に気付かないほどの没入感が体験できる。
- ムービーシーンが時代劇のように自然で、引き込まれる。
- 馬の挙動が美しく、プレイにおいて細かい部分までこだわりを感じる。
- 美しいオープンワールドで息を呑む体験ができる。
- ストーリーと世界観が魅力的で、何時間でも遊べる楽しさがある。
- システムが丁寧で快適なため、没入感が損なわれない。
- グラフィックスと音が素晴らしく、飽きることがない。
- スリル満点のアクションが楽しめ、感情移入もできる。
- 久しぶりに没入できる作品に出会えたと感じる。","- 夜が暗すぎて視界が悪く、もう少し情報が必要だと感じる。
- 没入感を出すために画面表示を減らしていることが理解できるが、情報不足が気になる。
- 鎌倉武士と徳川時代の侍像の組み合わせに違和感を覚え、そのせいで没頭できない。",- 旅をしているような没入感が求められている。
成長感の得やすさ,"- 慣れることで次々と敵を倒せる快感がある。
- 難易度の上がり方が適切で、遊びやすい。
- パリィやジャスト回避を駆使することで、スタイリッシュな戦闘が楽しめる。
- 装備やスキルが充実することで、逆に難易度が下がると感じる。
- 探索と強化を重視することで、高難易度でもクリアできる。
- 難しくない操作で見栄えのあるアクションが楽しめる。
- 受け流しを活用することで、反撃がしやすく楽しい。
- 敵を切り捨てる手応えに満足感を得られる。
- アクションが苦手でも、何度でも戦闘を楽しめた。
- 慣れてくると爽快感が増し、敵を囲んでも楽しめる。","- 育成要素が欠乏している。 
- 自キャラをさらに強化できる要素が求められている。","- 敵を上手に捌けるようになりたいという向上心がある。
- 中盤以降はプレーヤースキルが向上すると難易度が下がっていく。
- ゲームに慣れていれば、ステルスを活用することで難易度はそれほど高くない。"
好奇心への刺激,"- 真ヒロインたるキツネたちと温泉を巡りながら素晴らしい体験ができる映画的要素が強い。
- サイドストーリーや収集物が興味深く、特に秘湯や和歌が主人公の心境を深めている。
- フォトモードでの写真撮影が楽しめ、アレンジ次第で様々な遊び方ができる。
- 鎌倉時代に対する興味が湧き、勉強を再開したきっかけになった。
- コロナ禍で中断していた史跡巡りを再開させる動機にもなった作品。
- 過去の時代劇への関心が高まった。
- 良質な作品で今後の物語が楽しみである。
- 探索や辻斬りなど日々のプレイが楽しい。
- アスレチック神社の発見によりチャレンジ精神が刺激される。
- サイドストーリーややりこみ要素が豊富で長く楽しめる。","- 武士の価値観に困惑する感情が表れている。
- 誉れの本質について考えさせられる内容である。","- クエストに好奇心から取り組んでいる。
- 掲示板をチェックして、他の人の体験を求めている。
- Intel Iris での描写に関する情報を求めている。"
自由度,"- 戦闘部分の工夫が豊富で楽しめる。
- ゲーム体験が一貫しており、分かりやすい。
- 難易度を途中で変更可能で親切。
- 美しい世界を自在に散策できるストレスフリーな作り。
- ダンジョンをスキップしてもストーリーが進行できる。
- プレイヤーの自由な進行ができるのが素晴らしい。
- 様々な戦術で敵を倒せる多様なプレイスタイルが楽しめる。
- フォトモードやパルクールが楽しめる。
- 自由度が高く金策や収集を気にせず遊べる。
- メインストーリーとサブクエストを追うだけでも高い満足度が得られる。","- 自由度が低く、オープンワールドゲームとしてのプレイの幅が狭い。
- 同じアクティビティを繰り返す必要があり、作業感が強い。
- 戦闘の自由度もあまり高く、繰り返しプレイすると飽きる。
- 目的地の示し方が風で表現されているが、設定でマーカー表示も可能にしてほしい。
- システムやプレイスタイルがアサシンクリード・オデッセイに似ている。
- プレイヤーは侍や忍者になれるが、物語と行動がかみ合わないことがある。
- プレイヤーの行動が世界に影響を与えず、関与感が薄い。
- 装備切り替えが煩雑で不満を感じる。
- クエスト中のエリア制限が多くてプレイ意欲が削がれる。","- キーマウでの操作には工夫が必要で、自由にプレイするにはコントローラーの使用を勧めている。
- 選択肢が出た際に「いいえ」とすることで進行できる。
- オープンワールドの要素がある。"
