aspect,np,review
操作のしやすさ,1,新鮮かつ遊びやすいタイトルになっている。知り合いが居なくても簡単にマルチプレイができるようになるので積極的に使っていきたい。
操作のしやすさ,1,狩猟時のUIも最低限で没入感が凄い
操作のしやすさ,1,UIが見やすい、使いやすい。
操作のしやすさ,-1,アクションとしては楽しめるのでおすすめです。面倒だった集会所作成してクエストを張り、掲示板で募集して人が揃うのを待つという事もありません、ソロでクエストを注文しクエスト中に緊急要請を出せば掲示板に貼り付けされ、仲間がやってくるというシステムで仲間が来なければモンスターはソロ用で仲間が来れば自動的にマルチ用に切り替わるので自分のやりたいクエストを開始し辛ければ緊急要請を出しておけば良いのです。進捗の明確さ:-1
操作のしやすさ,1,操作性はキーバインドを弄り倒せば快適そのものだし
操作のしやすさ,1,アイテム使用後の謎ポーズが改善され、飲みながら歩くことができるようになった。エリア間移動のロード時間を有効活用できるようになった。アイテム採取時のガサゴソが速くなり、走りながら採取できるようになった。採取ツールがなくなり、管理の手間が省けた。ペイントボールの代わりに導蟲が導入され、モンスターの位置がわかりやすくなった。
操作のしやすさ,1,キーボードマウスの操作性がしっかりとしており、すっかりアクションゲームをキーボードマウスで遊ぶのが定番になりました。
操作のしやすさ,1,クエスト受注即出発ができてしまう
操作のしやすさ,0,"新アクションを使わなければ弱いor使う前提の調整がされているのは感じますが、使い慣れていけばどの武器でもちゃんとした火力を出すことができます。"
操作のしやすさ,-1,直感的なアクションを望むならやめた方がいい
操作のしやすさ,1,直感的に操作してリアクションが得られるのが何より楽しい。アイテム使用中に移動できたりショートカットキーで調合できたり、操作性も過去作に比べるとストレス要素が大幅に減っている。
操作のしやすさ,1,過去シリーズよりも、何もかもがとにかく便利になっています。今作はストレスフリー。ラクチンで楽しい。
操作のしやすさ,1,アクションゲームという点でいけば優秀だと思います。
操作のしやすさ,1,回復薬飲んだ際の不要なポーズやサイズの大きいモンスターにペイントボールが当たらないといった旧シリーズ特有の不備が改善されており、ストレスが少なくなりました。厳密なエリア移動がなくなりシームレスになったことで、旧作にあったモンスターの挙動の違和感も少なくなっています。
操作のしやすさ,1,操作性も高く、直感的に派手なアクションを繰り出せるプレイは魅力的。
操作のしやすさ,1,"シリーズ初心者でも無理なく操作を覚えられます"
操作のしやすさ,-1,"自分にあった武器をちゃんと選ばないと地獄を見ます　色々な武器を試して遊びやすい武器を選ぶと良いです"
操作のしやすさ,-1,ユーザビリティが低い。クエスト完了後、キャンプに戻るか、拠点に帰るか、集会所に帰るを選べるのだが、一番上がキャンプになっていて、拠点に帰りたかったのに選択するのを忘れてキャンプに帰ってしまうという事故がとにかくおきる。いらない調査クエストが一括削除できない。マウスキーボード限定の話だが、ショートカットから連続で調合ができない。
操作のしやすさ,-1,操作性がひどく、連打させろとは言わないが全体で納刀くらい時間がかかるので外すと攻撃一回分くらいのロスになる。狙った位置にあてにくいうえに張り付き中の移動方向などもわかりにくい。なれるまでは頭部にうまく張り付けずぶっとばしの難易度が嫌な方向に上がっている。一応モンスターの動きを理解すれば外しも異なる位置に張り付くこともなくなるのでそこまでできるようになれば問題にはならない。
操作のしやすさ,-1,"報酬を受け取る際にデフォルトの位置が""いいえ""にあるなど、細部のUIが不親切で使いにくい"
操作のしやすさ,-1,操作性や難易度はあっちの方が簡単(個人の意見)ですし、アクション面も蟲技などの存在で爽快感があるし、操作してて楽しいのは断然あっちなんですが
操作のしやすさ,1,キャラの挙動のもっさり感が改善され、動かしているだけでも楽しいと感じられるようになった
操作のしやすさ,-1,マウス操作は独特な挙動でやりにくい(特にアイテムショートカット)のでコントローラを強く推奨します。
操作のしやすさ,-1,キーボード操作に至っては複雑な操作を要求されるので、キーコンフィグ必須レベル。
操作のしやすさ,-1,マウス＆キーボードでやる際に近接武器種と遠距離武器種でクラッチクロー中の武器攻撃とスリンガー全弾発射のボタンが逆になるのが物凄く不便です。
操作のしやすさ,1,"過去作に比べると、消耗品の生産やレア素材の交換機能でだいぶ快適になった"
操作のしやすさ,1,操作性が快適で、戦闘が楽しい
操作のしやすさ,-1,"ほかの方も書いている通りマウスでの操作はかなり違和感があると思います。デフォルトのキーバインドもVキー(長押し)またはCキー(押下で切り替え)でエイムをし、Ctrlキーまたは左クリックで射撃といったトリッキーなものになっております。色々設定を変えてみた結果完璧とはいえないものの支障は出ない程度にプレイできるようになった。カメラ操作やキーバインドに関してもうちょっと調整しやすいよう変更してもらいたいところです。"
操作のしやすさ,-1,メニューの多さに戸惑い武器の操作に戸惑う
操作のしやすさ,1,システム面でもシームレスで、ストレスが無く、没入感の一助となっている
操作のしやすさ,-1,もっさりで不自由なアクション。何もかも遅く、無駄に冗長です。攻撃アクションが異常に不自由です。ほとんど向きを変えられません。
操作のしやすさ,1,シンプルさと技術向上の余地のバランスが絶妙な操作性
操作のしやすさ,1,採取や飲食が歩きながらでも可能。武器の強化ツリーが表示されて強化先が判りやすくなった。ダメージ数が表示される仕様になった。研石は無限所持(研石を忘れる心配が無くなりました)。
操作のしやすさ,-1,操作感は例えば、剣武器等は慣れれば一日二日ほどでコツやコンボをわかってくるでしょう。ただガンナーだけはどうしてもやり辛いです。弓の場合ではAIM状態の設定また剛射の設定で手こずります。割とこの仕様問題は深刻ですので対策は必至です。私の場合慣れていたPS4のコントローラーをガンナーでのみ使ってます。
操作のしやすさ,1,サクサク進んでストレスをあまり感じない作りになっている
操作のしやすさ,1,ハンター自体が今作モンスターに合わせ柔軟な動きができるようになり様々な動作キャンセルからのコンボや攻撃後から回避するまでの動作受付時間がかなり長かったりと今までで一番アクションが楽しいです
操作のしやすさ,-1,操作法の圧縮が行われており、思い通りに動かないことがある。メニューの決定方法に疑問が残る。
操作のしやすさ,1,今作が初モンハンだという人でも、今までのモンハンと違いかなりとっつきやすくなっている。
操作のしやすさ,1,初心者にも遊びやすく設定されています
操作のしやすさ,0,しるべ虫がいるので頑張りましょう。私はしるべ虫があっても方向音痴なので偶に迷います。
操作のしやすさ,-1,遊びやすさはあるものの、後発のライズのような快適さやスピード感に慣れてしまうと、かなりかったるいなという印象です
操作のしやすさ,1,"コントローラーは言うまでもなく操作しやすいです。アイテムが即時に出せるショートカット機能も付いているためストレスを感じにくいです。武器の操作性、アクションの快適さに関しては武器ごとに変わると思いますが回避もできカウンターを決める、なんてことができとても楽しいです。"
操作のしやすさ,-1,コントローラー必須ということ。ゲームとしての出来栄えは良いくせに操作性の部分でかなーり損をしてる。次にゲームを起動したらオプション設定で決定ボタンを入れ替えること。これでPS4版と操作が同じになります。個人的にはPS系統のボタン配置がお勧めです。
操作のしやすさ,1,ストレスフリーでプレイでき
操作のしやすさ,1,ストレスフリーでプレイでき
操作のしやすさ,1,操作性が高く、没入体験ができると感じた。
操作のしやすさ,-1,他の方も書いてるがキーボードマウスプレイではショートカット操作が最適化されてない所あり
操作のしやすさ,1,更に快適にプレイできるような様々な工夫が凝らしてあり、初心者にも優しい仕組みが増えている
操作のしやすさ,0,モンスターも傷つけクラッチなどは必要ですが、これは慣れでどうにでもなるかなと思います。（クラッチ攻撃短縮珠などで補える、装衣で落とされないことも可）
操作のしやすさ,-1,武器の操作が複雑なものであったり、あまりにも細かすぎて、初心者にはなかなか溶け込めないような印象も受けます。特に武器のチュートリアルは不親切で、チャージアックス等の複雑な動きを要求される武器に関しては、余りにもチュートリアルの役割を果たしているとは言い難いものでした。
操作のしやすさ,-1,ワイヤーアクション追加や閃光玉や肥やし玉がスリングショットになったため操作系統は複雑になった。
操作のしやすさ,1,操作性の良さが大きな加点ポイント
操作のしやすさ,1,操作面でストレスは全く無い
操作のしやすさ,-1,操作性が悪くまともに使えない。狙う行動ができないので正面にしか撃てない。キーコンフィングはまともにできません。ボタンが大量についていて同時押しやマクロも設定できるゲーミングマウスがいるでしょう。UIが完全にコントローラー前提ですね。使い悪すぎます。
