aspect,np,review
操作のしやすさ,1,戦闘でカメラとコントロールも問題ない
操作のしやすさ,-1,操作性は良好だがボタン配置が独特で慣れが必要な点とフィールド操作時のスティックのデッドゾーンが大きく歩きと走りの間の判定が狭い事に違和感を感じる
操作のしやすさ,1,UIもシンプルでわかりやすい（ゴチャゴチャしていない）ですし、直感で操作ができます。
操作のしやすさ,1,操作感のいいゲームと感じた。ブーストアタックは使いやすく、画面が派手である。オートセーブやファストトラベルが優秀で遊びやすい調整が多かった。
操作のしやすさ,1,自分が今いるマップは街であろうとダンジョンであろうとマップで構造が一目でわかります。ダンジョンは進む道、行き止まりが一目でわかるので、アイテム回収も一発でできる。サブクエも受注NPCがマップに表示される。受注後は目的地も表示される。メインストーリーの目的地も表示される。ファストトラベルポイントも多い。ロードも爆速。
操作のしやすさ,-1,反応が悪くて最高にストレス
操作のしやすさ,1,どのNPCに話したのかが分かるシステムがとても助かりました。
操作のしやすさ,-1,"キサラのシールドだけ妙に使い勝手が悪かった"
操作のしやすさ,1,とにかく遊びやすくストレスを感じる場面がほぼ無かったのがよかったです。
操作のしやすさ,-1,戦闘の操作そのものも、通常技や必殺技の繋ぎに案外制限が多くて前半は特にもたもたして爽快感がない。
操作のしやすさ,1,レスポンスもよく適当にボタンを押しているだけで誰でも気持ちよく戦えると思います。
操作のしやすさ,1,快適に作られているのが素晴らしい。面倒臭いと感じることが極端に少ない。戦闘はマニュアルモードが楽しいものの、オートで十分強いので不慣れならそちらでOK。難易度指定でデメリットもないという親切設計。
操作のしやすさ,-1,気になったのが戦闘で技を放っている途中は回避が出来ない点です。そのためのけぞりにくい敵とかボス相手には短いモーションの技以外使いづらいので、選択肢が狭まってしまい自由度が下がってしまう感じです。難しさがありました。
操作のしやすさ,1,軽快な操作性があった
操作のしやすさ,1,戦闘システム自体はとても良い。演出派手だしコンボも超簡単で爽快。
操作のしやすさ,1,不自由なく遊べました
操作のしやすさ,1,操作レスポンスが良くストレスを感じることも少ないです。
操作のしやすさ,1,操作性やシステムが従来のシリーズとはかけ離れたが、都度挟まれるチュートリアル戦闘をちゃんとやったので特に引っかかることはなかった。戦闘システムは直感的に相手を崩せる。
操作のしやすさ,1,UI、これは大変簡易化されています。かなりシンプル。分かりやすいと個人的には思います。初めてプレイされる方もプレイしやすいです。
操作のしやすさ,1,マップが無駄に広くなく、行き止まりには必ず何かあるためマップを隅々まで探索したくなる。エンカウント等もシンボル性なのである程度避けることができるのも良い。戦闘そのものは楽しいと感じたし、敵を倒してから移動画面になるまでも非常にスムーズなのでザコ戦などはストレスなく進められた。
操作のしやすさ,1,戦闘は非常に操作をしていて面白い。
操作のしやすさ,1,動かしやすくキビキビ動くのでそういう部分ではストレスがない
操作のしやすさ,1,戦闘は操作は独特でしたがなれれば問題なく
操作のしやすさ,1,コンボのつなげやすさと戦闘時のスピーディにつながる技が気持ちいい。回避もなかなかしやすく、かなり自由に戦える。
操作のしやすさ,-1,味方AIの動きにイライラしてしまう為、最終的には操作キャラ以外何もさせない作戦で落ち着いた。HPが減ると回復魔法を使わせるように作戦に組み込んでいたが、それでも回復魔法などは自分で指示しないと全然してくれない場合があるので基本的に期待しない方が良い。過去作の方が有能では？
