aspect,np,review
操作のしやすさ,1,走りはスタミナ無制限で移動でき、地上空中のダッシュは無敵時間の長い回避付きでクールタイムも早めです。なのでとにかく走って移動、横歩き射撃、ダッシュ回避のセカンダリーファイア（大技）でクールタイム管理しながら快適に戦えます。
操作のしやすさ,1,マウスが使えるだけあって ps5版の無理ゲー感がほぼなく 実際、初めてのRUNでワールド2を突破できた やっぱシューターはpcでやるのが一番
操作のしやすさ,1,操作がかなり軽快でダッシュやジャンプ、回避をしていて気持ちいいかなり慣性が強いので慣れるまでに時間はかかるかも
操作のしやすさ,1,アクション的に操作性も悪くない
操作のしやすさ,1,操作も快適、動きもサクサクと動かしてて楽しいです
操作のしやすさ,-1,操作性やグラフィックは良かったので凄いもったいない
操作のしやすさ,1,"操作性も良いのでシューティングが好きな人、上手い人にはオススメできます。"
操作のしやすさ,-1,操作性もあんまりよくない
操作のしやすさ,1,このゲームの操作感とスピード感、戦闘の爽快感に慣れたら他のシューターが遊べなくなる恐れがあります
難易度の適切さ,-1,中盤からは理不尽なダッシュ回避無効レーザーや、ワープ攻撃、大量のホーミング攻撃、スピードの速いミサイル、バリア付き、凍結や落下しやすいエリアなど、とにかく注意していても死にます。回復系のアーティファクトが出るか次第で難易度は大きく変わります。アクションやシューティングが苦手な人はすぐに投げるかもしれません。
難易度の適切さ,1,高難易度かつ硬派な作りで、キャラコンと射線管理が重要な作品
難易度の適切さ,-1,後半のボスが弱くてやり応えがない、ボスの挙動や攻撃パターンにもっとバリエーションが欲しかった（振り返ると2面のボスが一番楽しかったっていう）
難易度の適切さ,1,評判通り難易度が高い
難易度の適切さ,-1,難易度調整してほしかった、一回のランの長さに対しての難易度のシビアさが釣り合ってないように思える、凡ミスで終盤に死ぬとやる気なくなってしまう、かなりプレイヤースキルを求められます
難易度の適切さ,1,難しいのでボスを倒せたときの達成感がすごい
難易度の適切さ,0,高難易度が売りのゲームですが、FPS、TPSの経験がある人が、キーマウでプレイした場合そこまで高難易度ではなくなります
難易度の適切さ,-1,序盤が非常にシビアな難易度になっている
難易度の適切さ,-1,ただでさえ高難易度なのに、死亡すれば収集したアイテムやステータス強化が殆ど失われてしまうので、心が折れたことは沢山あった。ローグライクなので仕方がないが。
難易度の適切さ,1,装備の強化等アイテムの出次第で難易度が結構変わってくるが、こういった類が好きな人なら楽しめる
難易度の適切さ,-1,"でも私は下手で心が折れました😢"
難易度の適切さ,1,それに案外難易度も低い。ほとんど死なずにクリアできたので、シューティングゲーム経験者なら初見ノーデスクリアも可能なくらい簡単
難易度の適切さ,-1,難易度は高く、ゲーム下手への救済措置は無し
難易度の適切さ,0,ボスが思ったより強くなかったことくらいです ゲーム開始時に高難易度宣言してる割りにはという感じでした
難易度の適切さ,-1,理不尽に難しくエリア切り替え境界からのハメ技的攻撃が推奨される
進捗の明確さ,1,ボスを倒すと次の面に進めるが、一度倒したボスは次のラン以降スキップ出来るため、積み重ねで少しずつ攻略していける
視聴覚の魅力,1,セレーネおばさんがとても良く、小山茉美さんの声と演技はとても素晴らしいです。ループから抜けられない悲壮感、知らない技術を身にまとって戦う逞しさ、少しずつ蘇る記憶、まだ真相まで見ていませんが、とにかく雰囲気凄いです。ホラーっぽい演出もあるので注意。
視聴覚の魅力,-1,音がすごく小さく聞こえる
視聴覚の魅力,1,敵の弾幕がかなり派手で、ボス戦は「わー綺麗だなー」と見とれること間違いなし声優さんの演技がよく、難解で断片的なストーリーが理解出来ないながらもワクワク出来る
視聴覚の魅力,1,退廃的でグロテスクなBloodborneっぽさがある不気味な世界観がイイ
視聴覚の魅力,1,映像も綺麗だし、ゲーム自体のクオリティは高いのでグッドしときます
視聴覚の魅力,1,音楽が素敵　世界観にとても合ってると思う
視聴覚の魅力,-1,操作性やグラフィックは良かったので凄いもったいない
視聴覚の魅力,1,グラフィックは美しい、デザインがとても好き
視聴覚の魅力,1,グラフィックも世界観も良いので
視聴覚の魅力,1,敵のデザインや弾幕攻撃は非常に美しくかっこいいので戦闘は面白かった
視聴覚の魅力,-1,ゲーム自体は面白いので残念です
遊ぶ意義,1,雰囲気やセレーネが好きでまた購入しました。このゲームの実績だけは全部取得しておきたいと思ってます。
遊ぶ意義,1,ストーリーも謎が多くて何故セレーネがこんな状況に置かれているのか探求したくなる、ミステリーな物語が好きな人にはお勧め
没入感,1,私はとにかく走って移動、横歩き射撃、ダッシュ回避のセカンダリーファイアでクールタイム管理しながら快適に戦えます。
没入感,1,敵の弾幕がかなり派手で、ボス戦は「わー綺麗だなー」と見とれること間違いなし
没入感,-1,プレイ中は周囲の状況に気付かなくなった
没入感,1,このゲームの操作感とスピード感、戦闘の爽快感に慣れたら他のシューターが遊べなくなる恐れがあります
成長感の得やすさ,1,実際、初めてのRUNでワールド2を突破できた
成長感の得やすさ,1,ボスを倒すと次の面に進めるが、一度倒したボスは次のラン以降スキップ出来るため、積み重ねで少しずつ攻略していける
成長感の得やすさ,1,初期装備や未強化で挑むなどセルフ難易度調整は可能
成長感の得やすさ,1,難しいのでボスを倒せたときの達成感がすごい
成長感の得やすさ,0,根気よく立ち回りを覚え、運にも恵まれる必要があります
成長感の得やすさ,0,慣れて上達すれば気にならないかも？
成長感の得やすさ,1,案外難易度も低い。脳死でやってたので4面到達くらいまでゲーム上のシステムなどを殆ど理解してなかった。そんな俺でもほとんど死なずにクリアできたので、シューティングゲーム経験者な上システム理解が早ければ多分初見ノーデスクリアも可能なくらい簡単。
好奇心への刺激,1,声優さんの演技がよく、難解で断片的なストーリーが理解出来ないながらもワクワク出来る
好奇心への刺激,1,謎の多いストーリーを考察するのにやみつきになる
好奇心への刺激,1,探索が楽しめる死にゲーTPSがやりたい人におすすめ
好奇心への刺激,1,ストーリーも謎が多くて何故セレーネがこんな状況に置かれているのか探求したくなる
自由度,1,地形をうまく利用して壁に隠れて射撃、壁に隠れながら向こうの敵にダメージを与えられる特殊な武器もあるので、結構戦えます。
自由度,0,アーティファクトやデメリットとメリットがあるパラサイトを重ねて自キャラをビルドしていくが、シナジーでどんどんインフレしていく…ようなことはあまりない
自由度,1,自由にゲームをプレイできるように感じた
自由度,1,ある程度のアイテムプールが制限されますが、爽快感をあまり損なうことなくプレイできます
